#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.040	1.455	1.100	0.705	0.983	1.000	0.505
1	1.000	1.045	1.075	0.781	0.707	0.000	0.974
2	0.061	1.046	1.420	0.020	0.727	1.000	0.757
3	0.393	0.632	1.479	0.588	0.699	1.000	0.711
4	0.038	0.832	1.369	0.159	0.651	1.000	0.539
5	0.076	1.445	1.199	0.904	0.545	1.000	0.958
6	0.074	0.815	1.229	0.124	0.853	1.000	0.529
7	0.083	1.078	1.308	0.205	0.558	1.000	0.605
8	0.077	0.795	1.035	0.314	0.592	1.000	0.926
9	0.154	1.468	1.060	0.645	0.902	1.000	0.808
10	0.154	1.415	1.363	0.399	0.664	1.000	0.607
11	0.087	0.625	1.176	0.342	0.609	1.000	0.718
12	0.039	0.924	1.093	0.929	0.876	1.000	0.924
13	0.154	0.591	1.174	0.017	0.797	1.000	0.701
14	0.393	0.793	1.107	0.528	0.799	1.000	0.881
15	0.122	1.317	1.221	0.309	0.908	1.000	0.533
16	0.154	1.379	1.090	0.333	0.909	1.000	0.814
17	0.103	0.809	1.491	0.606	0.871	1.000	0.798
18	0.038	0.943	1.461	0.096	0.803	1.000	0.562
19	0.050	1.112	1.169	0.912	0.835	1.000	0.533
20	0.103	0.947	1.370	0.198	0.836	1.000	0.962
21	1.000	0.803	1.109	0.689	0.706	0.000	0.880
22	0.071	1.132	1.186	0.614	0.842	1.000	0.819
23	0.393	1.441	1.022	0.317	0.638	1.000	0.699
24	0.042	0.623	1.312	0.976	0.954	1.000	0.927
25	1.000	0.699	1.098	0.338	0.868	0.000	0.698
26	1.000	0.525	1.222	0.271	0.530	0.000	0.710
27	0.393	0.986	1.359	0.305	0.974	1.000	0.689
28	0.154	0.765	1.328	0.022	0.724	1.000	0.754
29	0.211	1.235	1.406	0.973	0.684	1.000	0.787
#From	To	chi[to]	beta[fr]	lambda
0	0	0.103	0.313	1.000
0	19	0.054	0.367	1.000
0	24	0.117	0.321	1.000
1	5	0.111	0.087	1.000
1	7	0.126	0.128	1.000
1	8	0.091	0.054	1.000
1	11	0.239	0.108	1.000
1	15	0.393	0.167	1.000
1	19	0.071	0.185	1.000
1	20	0.374	0.128	1.000
1	22	0.023	0.016	1.000
1	27	1.000	0.052	1.000
1	29	0.037	0.075	1.000
2	4	0.639	0.121	1.000
2	5	0.041	0.076	1.000
2	7	0.437	0.118	1.000
2	8	0.112	0.181	1.000
2	11	0.232	0.119	1.000
2	15	0.221	0.174	1.000
2	17	0.089	0.099	1.000
2	20	0.134	0.113	1.000
3	8	0.047	0.149	1.000
3	9	1.000	0.018	1.000
3	10	0.129	0.277	1.000
3	17	0.071	0.310	1.000
3	20	0.056	0.245	1.000
4	0	0.084	0.222	1.000
4	12	0.115	0.156	1.000
4	18	0.094	0.216	1.000
4	19	0.013	0.187	1.000
4	22	0.035	0.013	1.000
4	24	0.080	0.206	1.000
5	0	0.022	0.067	1.000
5	5	0.137	0.239	1.000
5	12	0.040	0.089	1.000
5	18	0.148	0.266	1.000
5	19	0.068	0.100	1.000
5	22	0.038	0.239	1.000
6	0	0.026	0.077	1.000
6	5	0.136	0.029	1.000
6	6	0.216	0.206	1.000
6	11	0.042	0.182	1.000
6	12	0.062	0.189	1.000
6	18	0.166	0.074	1.000
6	19	0.071	0.216	1.000
6	22	0.083	0.028	1.000
7	0	0.035	0.043	1.000
7	5	0.155	0.107	1.000
7	6	0.094	0.105	1.000
7	8	0.029	0.200	1.000
7	11	0.201	0.142	1.000
7	19	0.081	0.133	1.000
7	22	0.093	0.269	1.000
8	0	0.009	0.211	1.000
8	5	0.037	0.185	1.000
8	12	0.144	0.099	1.000
8	18	0.035	0.096	1.000
8	19	0.007	0.182	1.000
8	22	0.046	0.227	1.000
9	0	0.014	0.063	1.000
9	12	0.054	0.366	1.000
9	19	0.005	0.178	1.000
9	24	0.142	0.393	1.000
10	4	0.361	0.092	1.000
10	5	0.007	0.011	1.000
10	7	0.437	0.167	1.000
10	8	0.130	0.135	1.000
10	11	0.003	0.061	1.000
10	15	0.109	0.139	1.000
10	20	0.139	0.160	1.000
10	22	0.082	0.091	1.000
10	29	0.280	0.145	1.000
11	0	0.034	0.104	1.000
11	5	0.093	0.278	1.000
11	6	0.198	0.177	1.000
11	8	0.098	0.099	1.000
11	11	0.107	0.083	1.000
11	12	0.098	0.128	1.000
11	19	0.047	0.115	1.000
11	22	0.091	0.016	1.000
12	0	0.050	0.558	1.000
12	19	0.036	0.315	1.000
12	24	0.057	0.127	1.000
13	8	0.129	0.085	1.000
13	11	0.004	0.428	1.000
13	17	0.178	0.363	1.000
13	20	0.051	0.124	1.000
14	10	0.035	0.222	1.000
14	13	0.325	0.143	1.000
14	14	0.404	0.118	1.000
14	16	0.374	0.163	1.000
14	17	0.171	0.112	1.000
14	23	0.078	0.103	1.000
14	28	0.011	0.139	1.000
15	0	0.096	0.053	1.000
15	5	0.071	0.082	1.000
15	6	0.251	0.173	1.000
15	8	0.153	0.214	1.000
15	11	0.017	0.135	1.000
15	19	0.042	0.175	1.000
15	22	0.067	0.167	1.000
16	2	1.000	0.119	1.000
16	8	0.109	0.133	1.000
16	10	0.170	0.118	1.000
16	17	0.174	0.198	1.000
16	20	0.178	0.243	1.000
16	28	0.100	0.190	1.000
17	0	0.006	0.647	1.000
17	19	0.070	0.214	1.000
17	24	0.044	0.138	1.000
18	0	0.032	0.097	1.000
18	19	0.045	0.649	1.000
18	24	0.090	0.253	1.000
19	0	0.068	0.253	1.000
19	19	0.049	0.415	1.000
19	24	0.165	0.332	1.000
20	0	0.101	0.170	1.000
20	5	0.026	0.090	1.000
20	6	0.241	0.109	1.000
20	11	0.035	0.041	1.000
20	12	0.076	0.152	1.000
20	18	0.130	0.080	1.000
20	19	0.087	0.180	1.000
20	22	0.082	0.178	1.000
21	5	0.119	0.117	1.000
21	8	0.064	0.178	1.000
21	11	0.046	0.007	1.000
21	15	0.277	0.204	1.000
21	19	0.044	0.184	1.000
21	20	0.067	0.105	1.000
21	22	0.096	0.177	1.000
21	29	0.683	0.028	1.000
22	0	0.084	0.186	1.000
22	12	0.162	0.076	1.000
22	18	0.095	0.085	1.000
22	19	0.060	0.205	1.000
22	22	0.059	0.281	1.000
22	24	0.071	0.167	1.000
23	10	0.560	0.148	1.000
23	13	0.675	0.176	1.000
23	14	0.365	0.003	1.000
23	16	0.626	0.186	1.000
23	17	0.167	0.005	1.000
23	23	0.350	0.298	1.000
23	28	0.145	0.184	1.000
24	0	0.040	0.386	1.000
24	19	0.065	0.304	1.000
24	24	0.127	0.310	1.000
25	10	0.107	0.215	1.000
25	14	0.231	0.331	1.000
25	17	0.150	0.155	1.000
25	23	0.572	0.195	1.000
25	28	0.744	0.104	1.000
26	3	1.000	1.000	1.000
27	0	0.081	0.369	1.000
27	12	0.086	0.133	1.000
27	18	0.226	0.244	1.000
27	19	0.017	0.049	1.000
27	22	0.034	0.121	1.000
27	24	0.035	0.085	1.000
28	0	0.030	0.174	1.000
28	12	0.163	0.080	1.000
28	18	0.104	0.118	1.000
28	19	0.015	0.139	1.000
28	22	0.109	0.239	1.000
28	24	0.072	0.249	1.000
29	0	0.083	0.034	1.000
29	5	0.068	0.332	1.000
29	8	0.038	0.182	1.000
29	11	0.074	0.121	1.000
29	19	0.056	0.317	1.000
29	22	0.061	0.013	1.000
