#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.624	1.083	0.389	0.949	0.000	0.810
1	0.169	1.411	1.335	0.718	0.996	1.000	0.860
2	0.393	0.955	1.311	0.923	0.624	1.000	0.562
3	0.101	1.477	1.077	0.555	0.617	1.000	0.943
4	0.050	0.983	1.252	0.772	0.769	1.000	0.702
5	0.179	1.154	1.274	0.654	0.614	1.000	0.687
6	0.393	0.811	1.143	0.607	0.766	1.000	0.687
7	0.031	1.253	1.062	0.904	0.927	1.000	0.590
8	0.095	1.126	1.268	0.818	0.604	1.000	0.885
9	0.246	0.805	1.461	0.384	0.646	1.000	0.621
10	0.132	1.114	1.490	0.377	0.717	1.000	0.737
11	0.067	0.647	1.252	0.585	0.672	1.000	0.935
12	1.000	1.491	1.476	0.783	0.928	0.000	0.968
13	1.000	0.727	1.408	0.633	0.993	0.000	0.632
14	0.047	0.997	1.244	0.267	0.520	1.000	0.745
15	0.074	0.667	1.173	0.934	0.688	1.000	0.568
16	0.336	1.312	1.146	0.301	0.839	1.000	0.604
17	0.127	0.901	1.339	0.805	0.780	1.000	0.653
18	0.113	1.371	1.268	0.162	0.614	1.000	0.596
19	0.246	0.941	1.210	0.174	0.926	1.000	0.672
20	0.079	1.099	1.368	0.072	0.784	1.000	0.700
21	1.000	1.355	1.345	0.954	0.908	0.000	0.681
22	0.288	1.416	1.110	0.160	0.728	1.000	0.989
23	0.124	0.749	1.491	0.601	0.567	1.000	0.774
24	0.122	0.588	1.497	0.673	0.689	1.000	0.660
25	0.050	1.123	1.190	0.898	0.746	1.000	0.525
26	0.393	1.404	1.455	0.751	0.677	1.000	0.572
27	0.122	1.110	1.061	0.410	0.651	1.000	0.904
28	1.000	1.185	1.186	0.055	0.526	0.000	0.916
29	1.000	1.194	1.207	0.114	0.929	0.000	0.873
#From	To	chi[to]	beta[fr]	lambda
0	9	0.193	1.000	1.000
1	1	0.032	0.164	1.000
1	3	0.099	0.212	1.000
1	5	0.174	0.014	1.000
1	8	0.330	0.162	1.000
1	17	0.175	0.106	1.000
1	23	0.257	0.030	1.000
1	24	0.005	0.130	1.000
1	27	0.158	0.183	1.000
2	1	0.340	0.197	1.000
2	3	0.207	0.188	1.000
2	5	0.148	0.072	1.000
2	8	0.139	0.068	1.000
2	17	0.093	0.159	1.000
2	23	0.076	0.118	1.000
2	24	0.152	0.151	1.000
2	27	0.181	0.047	1.000
3	4	0.029	0.341	1.000
3	14	0.192	0.296	1.000
3	25	0.054	0.363	1.000
4	4	0.111	0.219	1.000
4	14	0.131	0.385	1.000
4	25	0.075	0.396	1.000
5	1	0.277	0.181	1.000
5	3	0.232	0.129	1.000
5	5	0.183	0.166	1.000
5	8	0.397	0.056	1.000
5	17	0.099	0.171	1.000
5	23	0.265	0.075	1.000
5	24	0.236	0.180	1.000
5	27	0.110	0.043	1.000
6	9	0.388	0.063	1.000
6	19	0.638	0.937	1.000
7	4	0.108	0.465	1.000
7	14	0.066	0.450	1.000
7	25	0.120	0.084	1.000
8	4	0.101	0.354	1.000
8	25	0.189	0.646	1.000
9	1	0.323	0.158	1.000
9	3	0.011	0.067	1.000
9	5	0.160	0.009	1.000
9	16	0.394	0.026	1.000
9	17	0.060	0.182	1.000
9	18	0.895	0.125	1.000
9	23	0.044	0.093	1.000
9	24	0.148	0.198	1.000
9	27	0.211	0.143	1.000
10	4	0.102	0.199	1.000
10	11	0.172	0.452	1.000
10	15	0.103	0.061	1.000
10	17	0.122	0.179	1.000
10	20	0.074	0.109	1.000
11	4	0.023	0.158	1.000
11	14	0.055	0.663	1.000
11	25	0.074	0.178	1.000
12	4	0.025	0.118	1.000
12	11	0.223	0.024	1.000
12	15	0.256	0.234	1.000
12	17	0.050	0.333	1.000
12	20	0.226	0.103	1.000
12	25	0.072	0.188	1.000
13	2	1.000	0.256	1.000
13	6	1.000	0.203	1.000
13	9	0.277	0.320	1.000
13	19	0.362	0.122	1.000
13	26	1.000	0.099	1.000
14	4	0.008	0.304	1.000
14	14	0.135	0.355	1.000
14	25	0.034	0.341	1.000
15	4	0.039	0.408	1.000
15	25	0.021	0.592	1.000
16	1	0.028	0.089	1.000
16	3	0.256	0.064	1.000
16	5	0.175	0.202	1.000
16	10	1.000	0.117	1.000
16	16	0.441	0.115	1.000
16	17	0.029	0.017	1.000
16	18	0.105	0.154	1.000
16	23	0.167	0.038	1.000
16	24	0.044	0.139	1.000
16	27	0.184	0.065	1.000
17	4	0.018	0.109	1.000
17	11	0.254	0.066	1.000
17	15	0.211	0.317	1.000
17	17	0.017	0.234	1.000
17	20	0.048	0.252	1.000
17	25	0.021	0.023	1.000
18	4	0.040	0.494	1.000
18	11	0.128	0.136	1.000
18	15	0.303	0.075	1.000
18	17	0.136	0.069	1.000
18	20	0.206	0.226	1.000
19	4	0.105	0.277	1.000
19	14	0.198	0.334	1.000
19	25	0.045	0.389	1.000
20	4	0.051	0.245	1.000
20	7	1.000	0.210	1.000
20	11	0.223	0.323	1.000
20	25	0.091	0.222	1.000
21	5	0.147	0.127	1.000
21	16	0.165	0.276	1.000
21	17	0.109	0.105	1.000
21	23	0.190	0.019	1.000
21	24	0.169	0.259	1.000
21	27	0.143	0.213	1.000
22	3	0.194	0.026	1.000
22	5	0.013	0.019	1.000
22	8	0.134	0.221	1.000
22	17	0.098	0.222	1.000
22	20	0.045	0.202	1.000
22	24	0.244	0.157	1.000
22	27	0.013	0.154	1.000
23	4	0.042	0.484	1.000
23	14	0.079	0.171	1.000
23	25	0.027	0.344	1.000
24	4	0.043	0.195	1.000
24	15	0.127	0.407	1.000
24	17	0.011	0.379	1.000
24	20	0.401	0.020	1.000
25	4	0.099	0.316	1.000
25	14	0.028	0.239	1.000
25	25	0.113	0.445	1.000
26	9	0.142	0.925	1.000
26	22	0.551	0.075	1.000
27	4	0.056	0.478	1.000
27	14	0.116	0.460	1.000
27	25	0.062	0.061	1.000
28	22	0.302	1.000	1.000
29	22	0.147	1.000	1.000
