#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.288	0.707	1.065	0.292	0.546	1.000	0.817
1	0.288	0.992	1.167	0.282	0.618	1.000	0.724
2	0.236	1.310	1.377	0.266	0.925	1.000	0.525
3	0.086	0.586	1.048	0.987	0.549	1.000	0.886
4	1.000	0.636	1.100	0.015	0.622	0.000	0.590
5	0.246	0.536	1.482	0.871	0.610	1.000	0.785
6	0.288	0.622	1.182	0.336	0.922	1.000	0.910
7	1.000	0.806	1.109	0.992	0.847	0.000	0.914
8	0.211	0.677	1.296	0.508	0.762	1.000	0.908
9	0.179	1.287	1.242	0.093	0.814	1.000	0.737
10	0.143	1.044	1.352	0.125	0.826	1.000	0.856
11	1.000	0.678	1.496	0.412	0.883	0.000	0.628
12	0.204	1.460	1.417	0.663	0.814	1.000	0.663
13	0.393	0.524	1.084	0.279	0.816	1.000	0.803
14	1.000	0.591	1.316	0.646	0.699	0.000	0.785
15	0.288	1.496	1.051	0.690	0.606	1.000	0.918
16	0.393	1.494	1.122	0.738	0.877	1.000	0.689
17	1.000	1.133	1.460	0.960	0.593	0.000	0.694
18	1.000	1.483	1.143	0.908	0.905	0.000	0.824
19	1.000	1.239	1.019	0.088	0.804	0.000	0.662
#From	To	chi[to]	beta[fr]	lambda
0	2	0.204	0.403	1.000
0	8	0.180	0.222	1.000
0	10	0.010	0.171	1.000
0	12	0.187	0.203	1.000
1	8	0.195	0.560	1.000
1	10	0.078	0.440	1.000
2	2	0.055	0.294	1.000
2	3	0.306	0.340	1.000
2	10	0.026	0.243	1.000
2	12	0.181	0.123	1.000
3	9	0.207	0.397	1.000
3	10	0.002	0.603	1.000
4	2	0.037	0.253	1.000
4	8	0.189	0.355	1.000
4	10	0.109	0.292	1.000
4	12	0.199	0.100	1.000
5	10	0.126	1.000	1.000
6	2	0.178	0.388	1.000
6	8	0.105	0.526	1.000
6	10	0.125	0.053	1.000
6	12	0.212	0.033	1.000
7	13	0.485	0.545	1.000
7	16	0.164	0.455	1.000
8	8	0.181	0.063	1.000
8	10	0.062	0.937	1.000
9	9	0.146	0.549	1.000
9	10	0.015	0.451	1.000
10	9	0.075	0.542	1.000
10	10	0.036	0.458	1.000
11	13	0.515	0.721	1.000
11	16	0.836	0.279	1.000
12	2	0.028	0.227	1.000
12	3	0.694	0.334	1.000
12	10	0.076	0.097	1.000
12	12	0.141	0.341	1.000
13	8	0.151	0.308	1.000
13	10	0.096	0.352	1.000
13	12	0.080	0.340	1.000
14	0	0.341	0.167	1.000
14	1	0.361	0.332	1.000
14	2	0.070	0.186	1.000
14	6	0.031	0.014	1.000
14	15	0.221	0.301	1.000
15	9	0.243	0.486	1.000
15	10	0.087	0.514	1.000
16	0	0.100	0.210	1.000
16	1	0.225	0.041	1.000
16	2	0.201	0.085	1.000
16	5	0.743	0.043	1.000
16	6	0.284	0.239	1.000
16	15	0.421	0.382	1.000
17	9	0.178	0.621	1.000
17	10	0.124	0.379	1.000
18	0	0.558	0.273	1.000
18	1	0.414	0.269	1.000
18	2	0.228	0.235	1.000
18	5	0.257	0.018	1.000
18	6	0.685	0.111	1.000
18	15	0.358	0.094	1.000
19	9	0.150	0.736	1.000
19	10	0.027	0.264	1.000
