#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.235	1.499	1.310	0.107	0.842	1.000	0.680
1	1.000	1.488	1.202	0.412	0.934	0.000	0.958
2	0.393	0.636	1.169	0.227	0.818	1.000	0.644
3	1.000	0.549	1.383	0.495	0.540	0.000	0.918
4	1.000	0.541	1.008	0.875	0.666	0.000	0.924
5	1.000	0.994	1.358	0.242	0.541	0.000	0.795
6	1.000	1.439	1.452	0.322	0.731	0.000	0.569
7	0.171	0.692	1.035	0.228	0.617	1.000	0.952
8	1.000	1.075	1.225	0.716	0.918	0.000	0.653
9	1.000	1.039	1.036	0.542	0.783	0.000	0.635
10	0.141	1.267	1.491	0.496	0.934	1.000	0.000
11	0.246	0.774	1.203	0.841	0.830	1.000	0.929
12	0.293	1.052	1.186	0.674	0.637	1.000	0.955
13	0.195	0.988	1.255	0.578	0.805	1.000	0.813
14	0.246	1.246	1.266	0.146	0.834	1.000	0.720
15	0.627	0.889	1.302	0.192	0.768	1.000	0.833
16	0.496	1.123	1.478	0.394	0.941	1.000	0.675
17	0.180	0.551	1.095	0.793	0.829	1.000	0.541
18	0.393	1.066	1.188	0.427	0.522	1.000	0.000
19	0.336	0.631	1.308	0.995	0.797	1.000	0.666
#From	To	chi[to]	beta[fr]	lambda
0	10	0.114	0.154	1.000
0	17	0.136	0.846	1.000
1	10	0.166	0.574	1.000
1	17	0.028	0.426	1.000
2	17	0.064	1.000	1.000
3	0	0.167	0.043	1.000
3	12	0.041	0.358	1.000
3	13	0.177	0.570	1.000
3	14	0.273	0.030	1.000
4	2	1.000	0.023	1.000
4	7	0.334	0.120	1.000
4	13	0.107	0.255	1.000
4	17	0.143	0.276	1.000
4	19	0.360	0.326	1.000
5	18	0.131	1.000	1.000
6	15	0.634	0.256	1.000
6	18	0.869	0.744	1.000
7	10	0.211	0.962	1.000
7	17	0.018	0.038	1.000
8	10	0.062	0.496	1.000
8	17	0.013	0.504	1.000
9	0	0.054	0.136	1.000
9	12	0.401	0.179	1.000
9	13	0.137	0.138	1.000
9	14	0.022	0.547	1.000
11	0	0.288	0.599	1.000
11	13	0.024	0.039	1.000
11	14	0.705	0.362	1.000
12	10	0.242	0.455	1.000
12	13	0.158	0.383	1.000
12	17	0.122	0.162	1.000
13	17	0.154	1.000	1.000
14	7	0.121	0.303	1.000
14	13	0.112	0.141	1.000
14	17	0.123	0.230	1.000
14	19	0.323	0.326	1.000
15	0	0.293	0.185	1.000
15	11	1.000	0.077	1.000
15	12	0.140	0.220	1.000
15	13	0.077	0.153	1.000
15	15	0.366	0.216	1.000
15	16	0.418	0.149	1.000
16	0	0.198	0.221	1.000
16	12	0.418	0.019	1.000
16	13	0.133	0.302	1.000
16	16	0.582	0.459	1.000
17	10	0.206	0.898	1.000
17	17	0.061	0.102	1.000
19	7	0.545	0.323	1.000
19	13	0.076	0.372	1.000
19	17	0.137	0.201	1.000
19	19	0.317	0.105	1.000
