#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	0.915	1.002	0.742	0.534	1.000	0.763
1	1.000	0.793	1.027	0.658	0.826	0.000	0.519
2	0.214	1.055	1.438	0.684	0.535	1.000	0.699
3	0.158	1.116	1.249	0.261	0.742	1.000	0.800
4	0.106	1.089	1.429	0.962	0.893	1.000	0.000
5	1.000	0.942	1.093	0.507	0.731	0.000	0.976
6	0.249	1.409	1.114	0.305	0.652	1.000	0.676
7	1.000	1.379	1.443	0.058	0.902	0.000	0.959
8	0.210	0.932	1.012	0.797	0.710	1.000	0.956
9	0.277	1.392	1.354	0.622	0.656	1.000	0.730
10	0.393	1.488	1.207	0.762	0.780	1.000	0.852
11	0.246	0.566	1.279	0.076	0.573	1.000	0.851
12	1.000	1.379	1.271	0.734	0.991	0.000	0.720
13	0.122	1.487	1.490	0.452	0.691	1.000	0.624
14	0.246	1.302	1.047	0.993	0.865	1.000	0.748
15	1.000	0.601	1.223	0.222	0.669	0.000	0.807
16	0.160	0.761	1.236	0.319	0.753	1.000	0.861
17	0.210	1.054	1.164	0.005	0.991	1.000	0.653
18	1.000	1.091	1.297	0.327	0.698	0.000	0.785
19	1.000	1.115	1.016	0.566	0.712	0.000	0.814
#From	To	chi[to]	beta[fr]	lambda
0	6	0.179	0.361	1.000
0	9	0.260	0.071	1.000
0	11	0.577	0.076	1.000
0	14	0.212	0.219	1.000
0	17	0.014	0.274	1.000
1	0	0.745	0.038	1.000
1	9	0.081	0.484	1.000
1	14	0.213	0.381	1.000
1	17	0.055	0.097	1.000
2	3	0.015	0.516	1.000
2	4	0.046	0.349	1.000
2	13	0.107	0.135	1.000
3	3	0.018	0.342	1.000
3	4	0.072	0.313	1.000
3	13	0.322	0.345	1.000
4	4	0.028	1.000	1.000
5	2	0.012	0.094	1.000
5	3	0.157	0.298	1.000
5	6	0.082	0.387	1.000
5	8	0.151	0.071	1.000
5	10	0.506	0.150	1.000
6	2	0.136	0.322	1.000
6	3	0.110	0.168	1.000
6	6	0.093	0.349	1.000
6	8	0.098	0.161	1.000
7	2	0.167	0.208	1.000
7	6	0.084	0.283	1.000
7	8	0.211	0.123	1.000
7	9	0.018	0.283	1.000
7	16	0.449	0.038	1.000
7	17	0.175	0.065	1.000
8	3	0.095	0.224	1.000
8	4	0.126	0.498	1.000
8	13	0.354	0.278	1.000
9	2	0.131	0.249	1.000
9	6	0.008	0.023	1.000
9	8	0.236	0.063	1.000
9	9	0.050	0.222	1.000
9	16	0.325	0.237	1.000
9	17	0.169	0.205	1.000
10	3	0.080	0.398	1.000
10	4	0.193	0.314	1.000
10	8	0.053	0.288	1.000
11	2	0.051	0.211	1.000
11	6	0.171	0.114	1.000
11	9	0.081	0.195	1.000
11	14	0.250	0.243	1.000
11	17	0.115	0.237	1.000
12	2	0.025	0.437	1.000
12	3	0.151	0.446	1.000
12	8	0.018	0.049	1.000
12	10	0.293	0.068	1.000
13	3	0.098	0.189	1.000
13	4	0.202	0.230	1.000
13	13	0.075	0.582	1.000
14	2	0.159	0.170	1.000
14	6	0.170	0.207	1.000
14	8	0.168	0.183	1.000
14	9	0.139	0.076	1.000
14	16	0.226	0.089	1.000
14	17	0.044	0.276	1.000
15	2	0.163	0.311	1.000
15	3	0.055	0.144	1.000
15	8	0.065	0.289	1.000
15	10	0.201	0.257	1.000
16	3	0.148	0.420	1.000
16	4	0.197	0.302	1.000
16	13	0.142	0.278	1.000
17	3	0.073	0.149	1.000
17	4	0.136	0.851	1.000
18	0	0.255	0.152	1.000
18	6	0.115	0.079	1.000
18	9	0.234	0.118	1.000
18	11	0.423	0.163	1.000
18	14	0.233	0.310	1.000
18	17	0.217	0.179	1.000
19	2	0.156	0.048	1.000
19	6	0.098	0.046	1.000
19	9	0.138	0.283	1.000
19	14	0.092	0.028	1.000
19	17	0.211	0.596	1.000
