#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.370	1.433	0.406	0.569	0.000	0.591
1	0.393	0.677	1.131	0.176	0.961	1.000	0.768
2	1.000	1.360	1.244	0.056	0.636	0.000	0.876
3	0.136	0.752	1.352	0.664	0.612	1.000	0.899
4	0.093	1.380	1.332	0.011	0.572	1.000	0.526
5	0.311	1.456	1.005	0.095	0.816	1.000	0.713
6	1.000	0.784	1.310	0.948	0.792	0.000	0.753
7	0.145	1.105	1.456	0.618	0.512	1.000	0.887
8	0.258	1.049	1.029	0.626	0.662	1.000	0.981
9	0.627	0.975	1.125	0.362	0.667	1.000	0.899
10	0.393	0.847	1.343	0.471	0.614	1.000	0.000
11	0.241	1.028	1.292	0.300	0.739	1.000	0.911
12	1.000	1.052	1.187	0.384	0.671	0.000	0.862
13	0.393	1.160	1.043	0.649	0.591	1.000	0.853
14	0.107	1.412	1.075	0.510	0.555	1.000	0.000
15	0.149	1.202	1.321	0.134	0.596	1.000	0.612
16	0.148	1.203	1.299	0.636	0.518	1.000	0.544
17	0.145	1.290	1.319	0.909	0.597	1.000	0.706
18	0.336	0.590	1.455	0.836	0.631	1.000	0.819
19	0.055	0.954	1.320	0.114	0.862	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	9	0.667	0.921	1.000
0	18	0.344	0.079	1.000
1	3	0.125	0.202	1.000
1	7	0.283	0.194	1.000
1	8	0.158	0.096	1.000
1	11	0.334	0.041	1.000
1	14	0.051	0.033	1.000
1	16	0.404	0.207	1.000
1	17	0.049	0.227	1.000
2	1	1.000	0.010	1.000
2	5	0.074	0.349	1.000
2	8	0.180	0.443	1.000
2	18	0.383	0.197	1.000
3	3	0.092	0.362	1.000
3	14	0.167	0.456	1.000
3	19	0.639	0.183	1.000
4	14	0.073	1.000	1.000
5	3	0.020	0.195	1.000
5	7	0.270	0.282	1.000
5	14	0.130	0.308	1.000
5	16	0.068	0.121	1.000
5	17	0.252	0.095	1.000
6	3	0.010	0.092	1.000
6	4	0.108	0.346	1.000
6	10	1.000	0.302	1.000
6	13	1.000	0.069	1.000
6	14	0.028	0.191	1.000
7	3	0.057	0.294	1.000
7	4	0.295	0.487	1.000
7	14	0.035	0.219	1.000
8	3	0.054	0.271	1.000
8	7	0.071	0.086	1.000
8	8	0.031	0.112	1.000
8	11	0.133	0.007	1.000
8	14	0.020	0.197	1.000
8	15	0.187	0.250	1.000
8	16	0.209	0.006	1.000
8	17	0.077	0.071	1.000
9	5	0.926	0.659	1.000
9	9	0.333	0.243	1.000
9	18	0.273	0.098	1.000
11	3	0.060	0.098	1.000
11	7	0.158	0.137	1.000
11	8	0.265	0.121	1.000
11	11	0.201	0.162	1.000
11	14	0.075	0.120	1.000
11	15	0.315	0.097	1.000
11	16	0.057	0.103	1.000
11	17	0.380	0.162	1.000
12	3	0.097	0.182	1.000
12	7	0.183	0.201	1.000
12	8	0.119	0.116	1.000
12	11	0.113	0.076	1.000
12	15	0.463	0.048	1.000
12	16	0.262	0.204	1.000
12	17	0.233	0.174	1.000
13	14	0.092	1.000	1.000
14	14	0.072	1.000	1.000
15	3	0.180	0.206	1.000
15	4	0.352	0.180	1.000
15	14	0.106	0.613	1.000
16	3	0.039	0.404	1.000
16	4	0.245	0.199	1.000
16	14	0.075	0.396	1.000
17	3	0.051	0.415	1.000
17	14	0.075	0.281	1.000
17	19	0.361	0.304	1.000
18	3	0.217	0.565	1.000
18	7	0.036	0.093	1.000
18	8	0.248	0.135	1.000
18	11	0.219	0.041	1.000
18	15	0.034	0.157	1.000
18	17	0.009	0.010	1.000
