#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.185	1.309	0.906	0.702	1.000	0.921
1	1.000	1.333	1.444	0.824	0.800	0.000	0.974
2	0.214	1.401	1.380	0.969	0.587	1.000	0.529
3	0.158	1.092	1.494	0.803	0.633	1.000	0.602
4	0.106	1.166	1.241	0.244	0.510	1.000	0.000
5	1.000	1.106	1.078	0.586	0.914	0.000	0.710
6	0.249	1.455	1.159	0.974	0.771	1.000	0.656
7	1.000	0.671	1.094	0.329	0.568	0.000	0.722
8	0.210	1.010	1.063	0.934	0.650	1.000	0.621
9	0.277	1.313	1.056	0.761	0.679	1.000	0.666
10	0.393	0.612	1.226	0.537	0.993	1.000	0.765
11	0.246	0.783	1.281	0.455	0.641	1.000	0.927
12	1.000	1.316	1.345	0.766	0.671	0.000	0.930
13	0.122	1.121	1.225	0.103	0.702	1.000	0.683
14	0.246	0.897	1.133	0.584	0.703	1.000	0.813
15	1.000	0.936	1.274	0.639	0.641	0.000	0.659
16	0.160	1.380	1.214	0.882	0.989	1.000	0.840
17	0.210	0.935	1.306	0.979	0.622	1.000	0.882
18	1.000	1.215	1.003	0.023	0.888	0.000	0.871
19	1.000	1.452	1.007	0.818	0.643	0.000	0.734
#From	To	chi[to]	beta[fr]	lambda
0	6	0.080	0.283	1.000
0	9	0.120	0.249	1.000
0	11	0.502	0.202	1.000
0	14	0.243	0.243	1.000
0	17	0.179	0.023	1.000
1	0	0.340	0.156	1.000
1	9	0.040	0.183	1.000
1	14	0.151	0.308	1.000
1	17	0.146	0.353	1.000
2	3	0.053	0.294	1.000
2	4	0.153	0.069	1.000
2	13	0.281	0.637	1.000
3	3	0.109	0.586	1.000
3	4	0.123	0.166	1.000
3	13	0.109	0.248	1.000
4	4	0.143	1.000	1.000
5	2	0.063	0.167	1.000
5	3	0.057	0.103	1.000
5	6	0.175	0.155	1.000
5	8	0.181	0.176	1.000
5	10	0.672	0.398	1.000
6	2	0.093	0.198	1.000
6	3	0.065	0.389	1.000
6	6	0.042	0.280	1.000
6	8	0.081	0.133	1.000
7	2	0.018	0.103	1.000
7	6	0.269	0.166	1.000
7	8	0.203	0.133	1.000
7	9	0.127	0.033	1.000
7	16	0.394	0.257	1.000
7	17	0.093	0.307	1.000
8	3	0.037	0.497	1.000
8	4	0.124	0.080	1.000
8	13	0.231	0.423	1.000
9	2	0.154	0.196	1.000
9	6	0.056	0.264	1.000
9	8	0.200	0.241	1.000
9	9	0.056	0.090	1.000
9	16	0.253	0.205	1.000
9	17	0.166	0.004	1.000
10	3	0.056	0.435	1.000
10	4	0.112	0.166	1.000
10	8	0.032	0.399	1.000
11	2	0.057	0.238	1.000
11	6	0.234	0.084	1.000
11	9	0.165	0.178	1.000
11	14	0.229	0.233	1.000
11	17	0.014	0.268	1.000
12	2	0.224	0.360	1.000
12	3	0.152	0.117	1.000
12	8	0.161	0.050	1.000
12	10	0.037	0.474	1.000
13	3	0.061	0.208	1.000
13	4	0.105	0.314	1.000
13	13	0.065	0.478	1.000
14	2	0.043	0.141	1.000
14	6	0.086	0.199	1.000
14	8	0.020	0.130	1.000
14	9	0.165	0.198	1.000
14	16	0.353	0.122	1.000
14	17	0.250	0.211	1.000
15	2	0.200	0.300	1.000
15	3	0.168	0.186	1.000
15	8	0.122	0.412	1.000
15	10	0.291	0.102	1.000
16	3	0.141	0.752	1.000
16	4	0.137	0.100	1.000
16	13	0.314	0.148	1.000
17	3	0.100	0.881	1.000
17	4	0.102	0.119	1.000
18	0	0.660	0.069	1.000
18	6	0.020	0.029	1.000
18	9	0.144	0.565	1.000
18	11	0.498	0.201	1.000
18	14	0.245	0.094	1.000
18	17	0.107	0.042	1.000
19	2	0.148	0.271	1.000
19	6	0.037	0.147	1.000
19	9	0.181	0.160	1.000
19	14	0.132	0.109	1.000
19	17	0.045	0.313	1.000
