#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.969	1.166	0.097	0.732	0.000	0.515
1	0.020	1.372	1.284	0.141	0.861	1.000	0.531
2	0.051	0.991	1.477	0.848	0.966	1.000	0.754
3	0.393	0.755	1.114	0.291	0.918	1.000	0.811
4	1.000	1.240	1.167	0.096	0.569	0.000	0.621
5	0.097	1.211	1.155	0.224	0.665	1.000	0.762
6	0.126	0.979	1.405	0.694	0.654	1.000	0.683
7	0.126	0.763	1.032	0.524	0.879	1.000	0.856
8	1.000	1.283	1.221	0.104	0.561	0.000	0.537
9	0.246	0.986	1.061	0.227	0.577	1.000	0.828
10	0.098	1.305	1.105	0.460	0.562	1.000	0.786
11	1.000	0.769	1.238	0.505	0.635	0.000	0.516
12	0.136	0.833	1.264	0.007	0.713	1.000	0.892
13	0.038	0.591	1.122	0.682	0.659	1.000	0.542
14	0.098	0.846	1.177	0.716	0.919	1.000	0.529
15	0.126	1.293	1.267	0.879	0.805	1.000	0.000
16	1.000	0.681	1.178	0.032	0.579	0.000	0.781
17	0.128	0.546	1.265	0.372	0.979	1.000	0.857
18	0.122	0.914	1.068	0.196	0.824	1.000	0.760
19	0.088	0.683	1.393	0.273	0.635	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	6	0.139	0.140	1.000
0	7	0.097	0.107	1.000
0	10	0.135	0.137	1.000
0	14	0.021	0.166	1.000
0	15	0.026	0.114	1.000
0	17	0.170	0.160	1.000
0	18	0.008	0.171	1.000
0	19	0.049	0.005	1.000
1	19	0.096	1.000	1.000
2	1	1.000	0.736	1.000
2	19	0.066	0.264	1.000
3	9	0.656	1.000	1.000
4	3	1.000	0.513	1.000
4	9	0.344	0.487	1.000
5	6	0.160	0.013	1.000
5	7	0.105	0.068	1.000
5	10	0.037	0.218	1.000
5	13	1.000	0.021	1.000
5	14	0.083	0.230	1.000
5	15	0.056	0.157	1.000
5	17	0.342	0.205	1.000
5	18	0.055	0.089	1.000
6	2	0.317	0.272	1.000
6	10	0.126	0.201	1.000
6	12	0.235	0.297	1.000
6	14	0.107	0.007	1.000
6	19	0.106	0.224	1.000
7	2	0.309	0.261	1.000
7	10	0.130	0.144	1.000
7	12	0.068	0.218	1.000
7	14	0.174	0.036	1.000
7	19	0.106	0.341	1.000
8	6	0.327	0.062	1.000
8	7	0.209	0.067	1.000
8	10	0.095	0.041	1.000
8	14	0.157	0.278	1.000
8	15	0.244	0.122	1.000
8	17	0.016	0.179	1.000
8	18	0.271	0.159	1.000
8	19	0.076	0.091	1.000
9	5	1.000	0.173	1.000
9	6	0.025	0.199	1.000
9	7	0.033	0.201	1.000
9	10	0.053	0.060	1.000
9	15	0.055	0.121	1.000
9	18	0.326	0.245	1.000
10	19	0.014	1.000	1.000
11	6	0.093	0.118	1.000
11	7	0.160	0.091	1.000
11	10	0.016	0.036	1.000
11	14	0.075	0.102	1.000
11	15	0.239	0.032	1.000
11	17	0.268	0.196	1.000
11	18	0.216	0.211	1.000
11	19	0.041	0.215	1.000
12	2	0.374	0.248	1.000
12	10	0.076	0.142	1.000
12	12	0.092	0.222	1.000
12	14	0.116	0.243	1.000
12	19	0.010	0.146	1.000
13	6	0.004	0.124	1.000
13	7	0.138	0.207	1.000
13	10	0.115	0.026	1.000
13	14	0.102	0.168	1.000
13	15	0.241	0.027	1.000
13	17	0.203	0.285	1.000
13	18	0.124	0.163	1.000
14	19	0.112	1.000	1.000
16	6	0.030	0.214	1.000
16	7	0.156	0.254	1.000
16	10	0.136	0.138	1.000
16	12	0.479	0.182	1.000
16	14	0.024	0.076	1.000
16	15	0.057	0.094	1.000
16	19	0.018	0.042	1.000
17	19	0.076	1.000	1.000
18	6	0.221	0.125	1.000
18	7	0.102	0.106	1.000
18	10	0.081	0.235	1.000
18	12	0.125	0.030	1.000
18	14	0.141	0.090	1.000
18	15	0.084	0.239	1.000
18	19	0.103	0.176	1.000
19	19	0.127	1.000	1.000
