#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	0.962	1.054	0.399	0.739	1.000	0.613
1	0.393	0.987	1.376	0.112	0.960	1.000	0.726
2	0.393	0.659	1.494	0.351	0.563	1.000	0.899
3	0.154	0.554	1.038	0.572	0.710	1.000	0.000
4	0.393	0.985	1.365	0.420	0.963	1.000	0.891
5	0.393	0.842	1.279	0.628	0.716	1.000	0.794
6	0.150	1.080	1.345	0.262	0.628	1.000	0.861
7	0.195	0.820	1.318	0.920	0.837	1.000	0.521
8	0.393	1.238	1.166	0.406	0.947	1.000	0.592
9	0.270	0.655	1.369	0.134	0.747	1.000	0.547
10	1.000	1.414	1.049	0.810	0.737	0.000	0.583
11	1.000	1.145	1.064	0.588	0.821	0.000	0.927
12	1.000	0.735	1.461	0.294	0.780	0.000	0.793
13	0.246	0.753	1.199	0.676	0.615	1.000	0.540
14	0.059	0.618	1.321	0.293	0.784	1.000	0.000
15	0.224	1.300	1.402	0.620	0.564	1.000	0.666
16	1.000	1.460	1.266	0.455	0.627	0.000	0.704
17	0.131	0.656	1.381	0.589	0.635	1.000	0.642
18	1.000	0.911	1.418	0.875	0.598	0.000	0.819
19	1.000	0.568	1.091	0.570	0.826	0.000	0.820
#From	To	chi[to]	beta[fr]	lambda
0	3	0.215	1.000	1.000
1	8	0.266	0.880	1.000
1	15	0.181	0.120	1.000
2	6	0.220	0.314	1.000
2	9	0.121	0.112	1.000
2	13	0.150	0.226	1.000
2	17	0.191	0.348	1.000
3	3	0.209	1.000	1.000
4	3	0.017	0.427	1.000
4	6	0.109	0.088	1.000
4	7	0.212	0.068	1.000
4	17	0.081	0.417	1.000
5	9	0.285	0.333	1.000
5	15	0.245	0.667	1.000
6	14	1.000	1.000	1.000
7	3	0.195	0.301	1.000
7	6	0.050	0.199	1.000
7	7	0.086	0.299	1.000
7	17	0.222	0.200	1.000
8	8	0.734	0.548	1.000
8	15	0.228	0.452	1.000
9	6	0.058	0.606	1.000
9	7	0.178	0.226	1.000
9	17	0.123	0.168	1.000
10	3	0.137	0.263	1.000
10	6	0.235	0.186	1.000
10	7	0.076	0.419	1.000
10	17	0.040	0.132	1.000
11	9	0.210	0.494	1.000
11	15	0.155	0.506	1.000
12	1	0.486	1.000	1.000
13	3	0.021	0.418	1.000
13	6	0.046	0.435	1.000
13	7	0.217	0.140	1.000
13	17	0.109	0.006	1.000
15	3	0.102	0.244	1.000
15	6	0.040	0.107	1.000
15	7	0.230	0.492	1.000
15	17	0.233	0.158	1.000
16	0	0.705	0.072	1.000
16	2	1.000	0.376	1.000
16	4	0.521	0.243	1.000
16	9	0.165	0.308	1.000
17	3	0.105	1.000	1.000
18	1	0.514	0.092	1.000
18	5	1.000	0.476	1.000
18	15	0.192	0.432	1.000
19	0	0.295	0.230	1.000
19	4	0.479	0.163	1.000
19	6	0.242	0.250	1.000
19	9	0.219	0.082	1.000
19	13	0.850	0.275	1.000
