#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.095	0.768	1.075	0.332	0.843	1.000	0.833
1	0.092	0.758	1.031	0.686	0.584	1.000	0.819
2	1.000	1.088	1.467	0.668	0.518	0.000	0.815
3	0.393	0.986	1.296	0.388	0.830	1.000	0.606
4	0.147	1.428	1.405	0.695	0.705	1.000	0.687
5	0.246	0.870	1.004	0.804	0.831	1.000	0.539
6	1.000	1.440	1.143	0.858	0.627	0.000	0.647
7	1.000	1.051	1.463	0.557	0.896	0.000	0.521
8	0.124	1.390	1.490	0.416	0.753	1.000	0.947
9	1.000	0.908	1.100	0.928	0.812	0.000	0.805
10	0.132	1.125	1.492	0.338	0.584	1.000	0.639
11	0.393	0.626	1.318	0.684	0.901	1.000	0.932
12	1.000	0.766	1.389	0.879	0.712	0.000	0.866
13	1.000	1.300	1.239	0.231	0.830	0.000	0.654
14	0.393	1.289	1.138	0.390	0.662	1.000	0.752
15	0.393	1.298	1.084	0.800	0.604	1.000	0.681
16	0.150	1.123	1.171	0.279	0.610	1.000	0.722
17	1.000	0.746	1.118	0.962	0.988	0.000	0.592
18	0.095	0.725	1.374	0.846	0.906	1.000	0.847
19	0.147	1.303	1.412	0.919	0.886	1.000	0.834
20	0.141	1.497	1.195	0.419	0.979	1.000	0.990
21	0.059	0.594	1.251	0.542	0.884	1.000	0.737
22	0.393	1.284	1.049	0.704	0.766	1.000	0.501
23	1.000	0.838	1.123	0.200	0.855	0.000	0.794
24	0.154	0.656	1.096	0.696	0.503	1.000	0.633
25	0.147	1.290	1.340	0.133	0.848	1.000	0.718
26	1.000	1.045	1.133	0.643	0.645	0.000	0.618
27	1.000	1.433	1.215	0.997	0.579	0.000	0.797
28	0.103	1.378	1.353	0.705	0.850	1.000	0.940
29	0.141	1.425	1.389	0.016	0.885	1.000	0.862
#From	To	chi[to]	beta[fr]	lambda
0	18	0.138	0.469	1.000
0	21	0.102	0.531	1.000
1	0	0.066	0.150	1.000
1	16	0.055	0.196	1.000
1	28	0.095	0.385	1.000
1	29	0.027	0.269	1.000
2	11	0.400	0.234	1.000
2	14	0.195	0.568	1.000
2	15	0.266	0.086	1.000
2	16	0.007	0.112	1.000
3	5	0.091	0.103	1.000
3	10	0.002	0.218	1.000
3	16	0.003	0.155	1.000
3	20	0.171	0.069	1.000
3	24	1.000	0.063	1.000
3	29	0.059	0.392	1.000
4	1	0.308	0.157	1.000
4	8	0.180	0.106	1.000
4	10	0.100	0.049	1.000
4	16	0.003	0.287	1.000
4	28	0.104	0.260	1.000
4	29	0.008	0.141	1.000
5	8	0.104	0.368	1.000
5	10	0.086	0.100	1.000
5	16	0.040	0.129	1.000
5	20	0.183	0.217	1.000
5	29	0.087	0.186	1.000
6	8	0.188	0.258	1.000
6	10	0.134	0.217	1.000
6	16	0.099	0.174	1.000
6	20	0.275	0.019	1.000
6	29	0.084	0.333	1.000
7	1	0.155	0.007	1.000
7	4	0.301	0.190	1.000
7	8	0.030	0.104	1.000
7	10	0.165	0.113	1.000
7	16	0.035	0.119	1.000
7	19	0.366	0.230	1.000
7	25	0.721	0.027	1.000
7	28	0.094	0.159	1.000
7	29	0.014	0.051	1.000
8	0	0.102	0.261	1.000
8	16	0.005	0.264	1.000
8	28	0.111	0.271	1.000
8	29	0.004	0.204	1.000
9	0	0.062	0.170	1.000
9	16	0.099	0.552	1.000
9	28	0.076	0.234	1.000
9	29	0.011	0.044	1.000
10	0	0.020	0.300	1.000
10	18	0.168	0.267	1.000
10	28	0.011	0.433	1.000
11	18	0.047	0.596	1.000
11	21	0.044	0.404	1.000
12	18	0.091	1.000	1.000
13	0	0.211	0.547	1.000
13	16	0.060	0.133	1.000
13	28	0.103	0.145	1.000
13	29	0.139	0.175	1.000
14	0	0.188	0.365	1.000
14	16	0.084	0.072	1.000
14	28	0.154	0.431	1.000
14	29	0.149	0.131	1.000
15	8	0.076	0.218	1.000
15	10	0.077	0.214	1.000
15	16	0.016	0.184	1.000
15	20	0.268	0.244	1.000
15	29	0.081	0.139	1.000
16	0	0.048	0.179	1.000
16	18	0.112	0.131	1.000
16	28	0.049	0.690	1.000
17	3	1.000	0.181	1.000
17	5	0.909	0.280	1.000
17	10	0.218	0.254	1.000
17	16	0.100	0.285	1.000
18	18	0.221	0.421	1.000
18	21	0.459	0.579	1.000
19	18	0.055	0.127	1.000
19	21	0.394	0.873	1.000
20	1	0.268	0.077	1.000
20	4	0.699	0.249	1.000
20	8	0.075	0.159	1.000
20	10	0.013	0.089	1.000
20	16	0.064	0.092	1.000
20	19	0.634	0.205	1.000
20	25	0.279	0.025	1.000
20	29	0.071	0.104	1.000
21	18	0.116	1.000	1.000
22	0	0.058	0.179	1.000
22	18	0.027	0.399	1.000
22	28	0.122	0.422	1.000
23	11	0.173	0.321	1.000
23	14	0.415	0.552	1.000
23	15	0.163	0.031	1.000
23	16	0.087	0.096	1.000
24	8	0.348	0.134	1.000
24	10	0.075	0.455	1.000
24	16	0.050	0.043	1.000
24	20	0.103	0.349	1.000
24	29	0.148	0.018	1.000
25	0	0.166	0.343	1.000
25	1	0.268	0.297	1.000
25	10	0.130	0.087	1.000
25	16	0.104	0.134	1.000
25	28	0.062	0.088	1.000
25	29	0.065	0.052	1.000
26	11	0.005	0.113	1.000
26	14	0.112	0.403	1.000
26	15	0.241	0.215	1.000
26	22	1.000	0.269	1.000
27	11	0.422	0.476	1.000
27	14	0.278	0.149	1.000
27	15	0.330	0.071	1.000
27	16	0.013	0.304	1.000
28	18	0.023	1.000	1.000
29	0	0.079	0.308	1.000
29	16	0.076	0.326	1.000
29	28	0.020	0.203	1.000
29	29	0.050	0.162	1.000
