#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	0.786	1.224	0.700	0.605	1.000	0.656
1	0.393	1.237	1.439	0.069	0.510	1.000	0.877
2	0.154	1.022	1.042	0.287	0.506	1.000	0.806
3	1.000	1.045	1.016	0.871	0.881	0.000	0.690
4	0.122	1.394	1.465	0.118	0.664	1.000	0.610
5	1.000	0.521	1.493	0.699	0.924	0.000	0.727
6	0.393	1.325	1.314	0.008	0.643	1.000	0.676
7	0.246	0.869	1.105	0.716	0.596	1.000	0.793
8	0.141	1.107	1.369	0.557	0.945	1.000	0.621
9	0.085	1.295	1.497	0.985	0.916	1.000	0.507
10	1.000	0.863	1.096	0.052	0.678	0.000	0.884
11	0.195	1.028	1.247	0.451	0.886	1.000	0.711
12	0.089	1.441	1.448	0.963	0.680	1.000	0.886
13	0.146	1.184	1.152	0.938	0.716	1.000	0.902
14	0.075	1.083	1.365	0.022	0.746	1.000	0.933
15	1.000	1.272	1.479	0.455	0.590	0.000	0.936
16	0.086	1.032	1.122	0.489	0.981	1.000	0.901
17	0.040	1.040	1.443	0.081	0.504	1.000	0.564
18	0.077	0.783	1.109	0.465	0.707	1.000	0.749
19	0.393	1.160	1.439	0.978	0.906	1.000	0.895
#From	To	chi[to]	beta[fr]	lambda
0	0	0.171	0.249	1.000
0	2	0.291	0.185	1.000
0	6	0.356	0.274	1.000
0	7	0.338	0.252	1.000
0	11	0.040	0.040	1.000
1	4	0.728	0.231	1.000
1	7	0.140	0.024	1.000
1	9	0.242	0.181	1.000
1	11	0.180	0.216	1.000
1	12	0.063	0.135	1.000
1	18	0.118	0.213	1.000
2	9	0.017	0.162	1.000
2	12	0.118	0.231	1.000
2	13	0.248	0.226	1.000
2	14	0.002	0.276	1.000
2	18	0.109	0.105	1.000
3	8	0.554	0.120	1.000
3	14	0.116	0.387	1.000
3	16	0.061	0.493	1.000
4	9	0.051	0.157	1.000
4	12	0.118	0.140	1.000
4	13	0.439	0.214	1.000
4	14	0.109	0.264	1.000
4	18	0.075	0.225	1.000
5	0	0.488	0.425	1.000
5	1	0.732	0.037	1.000
5	11	0.100	0.538	1.000
6	0	0.340	0.097	1.000
6	2	0.709	0.071	1.000
6	6	0.644	0.178	1.000
6	7	0.209	0.259	1.000
6	11	0.260	0.395	1.000
7	4	0.272	0.086	1.000
7	7	0.313	0.182	1.000
7	9	0.038	0.115	1.000
7	11	0.106	0.362	1.000
7	12	0.052	0.208	1.000
7	18	0.070	0.048	1.000
8	8	0.020	0.627	1.000
8	16	0.392	0.373	1.000
9	12	0.118	0.333	1.000
9	14	0.053	0.187	1.000
9	17	0.317	0.359	1.000
9	18	0.003	0.121	1.000
10	19	0.429	1.000	1.000
11	12	0.087	0.173	1.000
11	14	0.182	0.133	1.000
11	17	0.059	0.395	1.000
11	18	0.208	0.300	1.000
12	12	0.102	0.136	1.000
12	14	0.044	0.039	1.000
12	17	0.375	0.504	1.000
12	18	0.059	0.321	1.000
13	9	0.200	0.230	1.000
13	12	0.151	0.237	1.000
13	13	0.295	0.075	1.000
13	14	0.034	0.212	1.000
13	18	0.003	0.246	1.000
14	8	0.189	0.347	1.000
14	14	0.132	0.381	1.000
14	16	0.546	0.272	1.000
15	1	0.268	0.068	1.000
15	11	0.315	0.192	1.000
15	19	0.571	0.739	1.000
16	8	0.237	1.000	1.000
17	14	0.064	0.323	1.000
17	18	0.105	0.677	1.000
18	12	0.023	0.096	1.000
18	14	0.088	0.480	1.000
18	17	0.250	0.091	1.000
18	18	0.237	0.334	1.000
19	9	0.452	0.243	1.000
19	12	0.168	0.268	1.000
19	13	0.018	0.086	1.000
19	14	0.176	0.258	1.000
19	18	0.013	0.145	1.000
