#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.319	1.325	1.238	0.591	0.933	1.000	0.628
1	0.536	1.231	1.396	0.944	0.927	1.000	0.821
2	0.319	1.442	1.451	0.650	0.871	1.000	0.721
3	0.126	0.506	1.409	0.384	0.679	1.000	0.899
4	0.271	1.391	1.423	0.887	0.935	1.000	0.971
5	0.123	0.861	1.328	0.079	0.888	1.000	0.930
6	0.186	0.881	1.277	0.605	0.739	1.000	0.897
7	1.000	1.142	1.486	0.196	0.828	0.000	0.764
8	0.186	1.187	1.004	0.047	0.941	1.000	0.768
9	1.000	0.723	1.092	0.492	0.744	0.000	0.763
10	0.120	1.363	1.088	0.303	0.786	1.000	0.926
11	0.268	0.779	1.489	0.307	0.547	1.000	0.755
12	0.167	1.040	1.407	0.759	0.895	1.000	0.886
13	0.167	1.001	1.451	0.358	0.562	1.000	0.985
14	1.000	0.945	1.275	0.140	0.831	0.000	0.959
15	1.000	1.099	1.245	0.611	0.898	0.000	0.882
16	0.425	0.546	1.322	0.511	0.626	1.000	0.746
17	0.288	0.982	1.338	0.317	0.539	1.000	0.886
18	0.106	0.879	1.077	0.637	0.565	1.000	0.503
19	1.000	0.812	1.310	0.192	0.772	0.000	0.987
#From	To	chi[to]	beta[fr]	lambda
0	3	0.085	0.451	1.000
0	5	0.110	0.549	1.000
1	0	0.121	0.109	1.000
1	1	0.499	0.162	1.000
1	2	0.546	0.148	1.000
1	4	0.305	0.107	1.000
1	6	0.130	0.146	1.000
1	8	0.030	0.173	1.000
1	16	0.067	0.115	1.000
1	17	0.480	0.040	1.000
2	5	0.122	0.187	1.000
2	6	0.145	0.148	1.000
2	8	0.167	0.150	1.000
2	10	0.132	0.184	1.000
2	11	0.383	0.183	1.000
2	18	0.193	0.147	1.000
3	3	0.110	0.448	1.000
3	5	0.021	0.552	1.000
4	3	0.052	0.429	1.000
4	5	0.041	0.101	1.000
4	18	0.095	0.470	1.000
5	3	0.234	0.196	1.000
5	5	0.095	0.804	1.000
6	5	0.033	0.070	1.000
6	10	0.115	0.070	1.000
6	18	0.064	0.859	1.000
7	3	0.046	0.261	1.000
7	5	0.023	0.739	1.000
8	5	0.116	0.317	1.000
8	10	0.218	0.431	1.000
8	18	0.136	0.251	1.000
9	0	0.465	0.242	1.000
9	1	0.467	0.113	1.000
9	2	0.079	0.028	1.000
9	4	0.280	0.156	1.000
9	6	0.121	0.191	1.000
9	8	0.193	0.053	1.000
9	16	0.037	0.216	1.000
10	3	0.174	0.553	1.000
10	5	0.020	0.153	1.000
10	18	0.087	0.294	1.000
11	5	0.023	0.183	1.000
11	10	0.053	0.158	1.000
11	18	0.187	0.659	1.000
12	5	0.026	0.345	1.000
12	6	0.007	0.135	1.000
12	8	0.090	0.120	1.000
12	10	0.203	0.400	1.000
13	5	0.078	0.338	1.000
13	6	0.061	0.157	1.000
13	8	0.181	0.425	1.000
13	10	0.019	0.080	1.000
14	5	0.107	0.198	1.000
14	6	0.149	0.186	1.000
14	8	0.026	0.240	1.000
14	10	0.045	0.109	1.000
14	11	0.353	0.120	1.000
14	18	0.053	0.146	1.000
15	5	0.041	0.294	1.000
15	6	0.071	0.124	1.000
15	8	0.063	0.044	1.000
15	10	0.038	0.297	1.000
15	11	0.264	0.241	1.000
16	4	0.161	0.068	1.000
16	6	0.129	0.179	1.000
16	8	0.182	0.014	1.000
16	12	1.000	0.145	1.000
16	13	1.000	0.481	1.000
16	16	0.775	0.113	1.000
17	5	0.032	0.236	1.000
17	6	0.056	0.098	1.000
17	8	0.035	0.272	1.000
17	10	0.177	0.018	1.000
17	18	0.185	0.376	1.000
18	3	0.299	0.609	1.000
18	5	0.111	0.391	1.000
19	0	0.414	0.186	1.000
19	1	0.034	0.013	1.000
19	2	0.374	0.109	1.000
19	4	0.254	0.160	1.000
19	6	0.131	0.132	1.000
19	8	0.033	0.187	1.000
19	16	0.120	0.149	1.000
19	17	0.520	0.064	1.000
