#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.068	1.181	0.337	0.718	0.000	0.971
1	0.169	1.007	1.197	0.517	0.886	1.000	0.588
2	0.393	0.734	1.355	0.681	0.688	1.000	0.893
3	0.101	0.808	1.013	0.624	0.552	1.000	0.665
4	0.050	0.776	1.385	0.670	0.820	1.000	0.938
5	0.179	0.990	1.195	0.129	0.722	1.000	0.993
6	0.393	0.756	1.117	0.723	0.606	1.000	0.683
7	0.031	1.277	1.288	0.598	0.641	1.000	0.611
8	0.095	1.008	1.274	0.365	0.593	1.000	0.554
9	0.246	1.400	1.299	0.397	0.641	1.000	0.926
10	0.132	0.705	1.240	0.498	0.948	1.000	0.793
11	0.067	0.598	1.404	0.389	0.644	1.000	0.696
12	1.000	1.322	1.134	0.318	0.670	0.000	0.808
13	1.000	1.386	1.436	0.705	0.578	0.000	0.576
14	0.047	0.562	1.015	0.427	0.691	1.000	0.868
15	0.074	1.124	1.018	0.003	0.886	1.000	0.518
16	0.336	1.440	1.486	0.127	0.504	1.000	0.869
17	0.127	0.863	1.422	0.051	0.890	1.000	0.823
18	0.113	1.064	1.223	0.089	0.821	1.000	0.572
19	0.246	1.349	1.044	0.670	0.589	1.000	0.636
20	0.079	0.633	1.374	0.361	0.854	1.000	0.864
21	1.000	0.808	1.054	0.119	0.579	0.000	0.984
22	0.288	1.056	1.117	0.073	0.930	1.000	0.685
23	0.124	1.025	1.142	0.920	0.879	1.000	0.698
24	0.122	0.759	1.186	0.382	0.732	1.000	0.726
25	0.050	0.688	1.298	0.967	0.585	1.000	0.625
26	0.393	0.771	1.127	0.212	0.567	1.000	0.764
27	0.122	1.239	1.360	0.473	0.702	1.000	0.673
28	1.000	1.301	1.231	0.970	0.610	0.000	0.772
29	1.000	0.693	1.074	0.503	0.840	0.000	0.645
#From	To	chi[to]	beta[fr]	lambda
0	9	0.323	1.000	1.000
1	1	0.246	0.096	1.000
1	3	0.225	0.175	1.000
1	5	0.197	0.172	1.000
1	8	0.339	0.196	1.000
1	17	0.012	0.042	1.000
1	23	0.091	0.104	1.000
1	24	0.208	0.062	1.000
1	27	0.026	0.153	1.000
2	1	0.223	0.167	1.000
2	3	0.248	0.045	1.000
2	5	0.128	0.104	1.000
2	8	0.353	0.162	1.000
2	17	0.174	0.222	1.000
2	23	0.132	0.169	1.000
2	24	0.188	0.012	1.000
2	27	0.132	0.117	1.000
3	4	0.034	0.017	1.000
3	14	0.100	0.725	1.000
3	25	0.029	0.257	1.000
4	4	0.014	0.262	1.000
4	14	0.079	0.650	1.000
4	25	0.075	0.088	1.000
5	1	0.250	0.008	1.000
5	3	0.077	0.107	1.000
5	5	0.108	0.193	1.000
5	8	0.275	0.114	1.000
5	17	0.151	0.054	1.000
5	23	0.081	0.150	1.000
5	24	0.148	0.185	1.000
5	27	0.155	0.187	1.000
6	9	0.055	0.259	1.000
6	19	0.387	0.741	1.000
7	4	0.110	0.066	1.000
7	14	0.067	0.510	1.000
7	25	0.069	0.423	1.000
8	4	0.028	0.498	1.000
8	25	0.095	0.502	1.000
9	1	0.046	0.142	1.000
9	3	0.225	0.102	1.000
9	5	0.185	0.048	1.000
9	16	0.228	0.184	1.000
9	17	0.208	0.021	1.000
9	18	0.687	0.139	1.000
9	23	0.387	0.161	1.000
9	24	0.003	0.078	1.000
9	27	0.162	0.126	1.000
10	4	0.079	0.086	1.000
10	11	0.159	0.403	1.000
10	15	0.214	0.311	1.000
10	17	0.074	0.081	1.000
10	20	0.326	0.119	1.000
11	4	0.038	0.609	1.000
11	14	0.172	0.226	1.000
11	25	0.081	0.165	1.000
12	4	0.057	0.207	1.000
12	11	0.073	0.219	1.000
12	15	0.283	0.086	1.000
12	17	0.053	0.127	1.000
12	20	0.171	0.162	1.000
12	25	0.040	0.198	1.000
13	2	1.000	0.133	1.000
13	6	1.000	0.257	1.000
13	9	0.330	0.272	1.000
13	19	0.613	0.119	1.000
13	26	1.000	0.219	1.000
14	4	0.033	0.378	1.000
14	14	0.058	0.263	1.000
14	25	0.093	0.359	1.000
15	4	0.003	0.132	1.000
15	25	0.027	0.868	1.000
16	1	0.235	0.084	1.000
16	3	0.088	0.166	1.000
16	5	0.103	0.110	1.000
16	10	1.000	0.027	1.000
16	16	0.029	0.025	1.000
16	17	0.100	0.165	1.000
16	18	0.313	0.133	1.000
16	23	0.077	0.087	1.000
16	24	0.205	0.068	1.000
16	27	0.164	0.135	1.000
17	4	0.110	0.191	1.000
17	11	0.445	0.538	1.000
17	15	0.280	0.119	1.000
17	17	0.024	0.060	1.000
17	20	0.137	0.053	1.000
17	25	0.053	0.040	1.000
18	4	0.096	0.276	1.000
18	11	0.120	0.012	1.000
18	15	0.052	0.218	1.000
18	17	0.117	0.177	1.000
18	20	0.256	0.317	1.000
19	4	0.109	0.384	1.000
19	14	0.173	0.092	1.000
19	25	0.103	0.523	1.000
20	4	0.104	0.122	1.000
20	7	1.000	0.273	1.000
20	11	0.204	0.340	1.000
20	25	0.115	0.265	1.000
21	5	0.262	0.021	1.000
21	16	0.744	0.011	1.000
21	17	0.054	0.411	1.000
21	23	0.232	0.163	1.000
21	24	0.208	0.352	1.000
21	27	0.260	0.042	1.000
22	3	0.138	0.055	1.000
22	5	0.017	0.021	1.000
22	8	0.033	0.200	1.000
22	17	0.011	0.380	1.000
22	20	0.034	0.083	1.000
22	24	0.039	0.023	1.000
22	27	0.101	0.238	1.000
23	4	0.049	0.042	1.000
23	14	0.106	0.400	1.000
23	25	0.047	0.558	1.000
24	4	0.053	0.320	1.000
24	15	0.170	0.175	1.000
24	17	0.022	0.291	1.000
24	20	0.076	0.214	1.000
25	4	0.050	0.244	1.000
25	14	0.072	0.400	1.000
25	25	0.062	0.356	1.000
26	9	0.292	0.387	1.000
26	22	0.402	0.613	1.000
27	4	0.033	0.356	1.000
27	14	0.173	0.409	1.000
27	25	0.109	0.235	1.000
28	22	0.276	1.000	1.000
29	22	0.321	1.000	1.000
