#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.173	1.350	1.063	0.361	0.812	1.000	0.907
1	0.097	0.708	1.022	0.931	0.654	1.000	0.641
2	0.113	1.277	1.267	0.497	0.734	1.000	0.000
3	0.110	0.542	1.209	0.746	0.613	1.000	0.657
4	1.000	0.994	1.413	0.123	0.614	0.000	0.920
5	0.061	1.307	1.360	0.913	0.876	1.000	0.959
6	1.000	1.351	1.370	0.624	0.510	0.000	0.607
7	1.000	1.074	1.120	0.438	0.542	0.000	0.604
8	1.000	0.593	1.468	0.461	0.520	0.000	0.799
9	0.393	0.808	1.465	0.912	0.578	1.000	0.000
10	0.089	1.031	1.419	0.728	0.756	1.000	0.000
11	0.154	1.211	1.262	0.214	0.691	1.000	0.846
12	1.000	1.041	1.419	0.639	0.861	0.000	0.559
13	0.137	0.663	1.111	0.016	0.762	1.000	0.631
14	0.132	0.993	1.325	0.392	0.884	1.000	0.833
15	0.073	0.825	1.117	0.882	0.683	1.000	0.000
16	0.200	0.890	1.274	0.358	0.825	1.000	0.532
17	0.393	0.764	1.225	0.429	0.583	1.000	0.851
18	0.393	0.619	1.113	0.693	0.531	1.000	0.580
19	1.000	1.274	1.357	0.400	0.594	0.000	0.661
#From	To	chi[to]	beta[fr]	lambda
0	2	0.146	0.033	1.000
0	3	0.114	0.167	1.000
0	10	0.157	0.152	1.000
0	13	0.033	0.321	1.000
0	15	0.541	0.326	1.000
1	0	0.421	0.094	1.000
1	2	0.146	0.374	1.000
1	3	0.124	0.169	1.000
1	14	0.166	0.362	1.000
3	2	0.010	0.444	1.000
3	10	0.169	0.361	1.000
3	13	0.141	0.195	1.000
4	0	0.030	0.270	1.000
4	2	0.111	0.074	1.000
4	3	0.143	0.156	1.000
4	13	0.064	0.344	1.000
4	16	0.136	0.156	1.000
5	10	0.183	0.390	1.000
5	13	0.049	0.610	1.000
6	17	1.000	0.416	1.000
6	18	0.570	0.584	1.000
7	10	0.113	0.059	1.000
7	13	0.225	0.941	1.000
8	2	0.086	0.531	1.000
8	10	0.147	0.027	1.000
8	13	0.175	0.442	1.000
11	1	0.760	0.332	1.000
11	2	0.146	0.434	1.000
11	3	0.173	0.059	1.000
11	5	1.000	0.175	1.000
12	18	0.430	1.000	1.000
13	10	0.150	0.365	1.000
13	13	0.006	0.635	1.000
14	2	0.078	0.117	1.000
14	3	0.124	0.252	1.000
14	13	0.162	0.346	1.000
14	16	0.343	0.285	1.000
16	2	0.097	0.130	1.000
16	3	0.126	0.184	1.000
16	10	0.080	0.354	1.000
16	13	0.145	0.178	1.000
16	15	0.459	0.153	1.000
17	1	0.240	0.308	1.000
17	2	0.096	0.413	1.000
17	3	0.104	0.065	1.000
17	11	1.000	0.214	1.000
18	0	0.399	0.088	1.000
18	2	0.027	0.230	1.000
18	3	0.089	0.601	1.000
18	14	0.045	0.080	1.000
19	0	0.150	0.184	1.000
19	2	0.058	0.004	1.000
19	3	0.004	0.281	1.000
19	9	1.000	0.153	1.000
19	14	0.789	0.274	1.000
19	16	0.521	0.105	1.000
