#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.638	1.452	0.089	0.507	0.000	0.710
1	0.020	1.023	1.295	0.212	0.752	1.000	0.757
2	0.051	1.420	1.429	0.468	0.765	1.000	0.946
3	0.393	0.750	1.433	0.286	0.545	1.000	0.820
4	1.000	1.143	1.407	0.773	0.984	0.000	0.653
5	0.097	1.124	1.309	0.827	0.762	1.000	0.765
6	0.126	1.066	1.234	0.787	0.884	1.000	0.742
7	0.126	0.914	1.407	0.239	0.999	1.000	0.696
8	1.000	1.052	1.012	0.888	0.792	0.000	0.558
9	0.246	0.618	1.416	0.385	0.954	1.000	0.669
10	0.098	1.135	1.255	0.028	0.748	1.000	0.702
11	1.000	1.120	1.221	0.210	0.764	0.000	0.957
12	0.136	0.776	1.164	0.776	0.934	1.000	0.784
13	0.038	1.330	1.500	0.768	0.684	1.000	0.845
14	0.098	1.284	1.172	0.025	0.783	1.000	0.609
15	0.126	0.844	1.416	0.329	0.901	1.000	0.000
16	1.000	0.517	1.106	0.414	0.822	0.000	0.979
17	0.128	1.162	1.134	0.762	0.795	1.000	0.523
18	0.122	0.823	1.312	0.855	0.541	1.000	0.996
19	0.088	1.297	1.212	0.990	0.534	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	6	0.150	0.176	1.000
0	7	0.196	0.122	1.000
0	10	0.087	0.202	1.000
0	14	0.155	0.090	1.000
0	15	0.218	0.090	1.000
0	17	0.088	0.195	1.000
0	18	0.313	0.063	1.000
0	19	0.032	0.063	1.000
1	19	0.069	1.000	1.000
2	1	1.000	0.503	1.000
2	19	0.078	0.497	1.000
3	9	0.782	1.000	1.000
4	3	1.000	0.686	1.000
4	9	0.218	0.314	1.000
5	6	0.069	0.266	1.000
5	7	0.233	0.077	1.000
5	10	0.086	0.103	1.000
5	13	1.000	0.125	1.000
5	14	0.150	0.051	1.000
5	15	0.135	0.236	1.000
5	17	0.250	0.058	1.000
5	18	0.346	0.085	1.000
6	2	0.192	0.382	1.000
6	10	0.059	0.164	1.000
6	12	0.389	0.275	1.000
6	14	0.103	0.054	1.000
6	19	0.116	0.125	1.000
7	2	0.455	0.158	1.000
7	10	0.058	0.252	1.000
7	12	0.355	0.049	1.000
7	14	0.113	0.237	1.000
7	19	0.068	0.304	1.000
8	6	0.044	0.121	1.000
8	7	0.028	0.120	1.000
8	10	0.091	0.046	1.000
8	14	0.068	0.191	1.000
8	15	0.038	0.117	1.000
8	17	0.214	0.214	1.000
8	18	0.256	0.117	1.000
8	19	0.074	0.075	1.000
9	5	1.000	0.047	1.000
9	6	0.288	0.140	1.000
9	7	0.080	0.304	1.000
9	10	0.161	0.308	1.000
9	15	0.224	0.157	1.000
9	18	0.061	0.045	1.000
10	19	0.046	1.000	1.000
11	6	0.088	0.009	1.000
11	7	0.161	0.137	1.000
11	10	0.177	0.173	1.000
11	14	0.063	0.085	1.000
11	15	0.034	0.044	1.000
11	17	0.323	0.184	1.000
11	18	0.016	0.150	1.000
11	19	0.096	0.217	1.000
12	2	0.353	0.097	1.000
12	10	0.109	0.191	1.000
12	12	0.158	0.339	1.000
12	14	0.090	0.262	1.000
12	19	0.035	0.111	1.000
13	6	0.288	0.074	1.000
13	7	0.056	0.176	1.000
13	10	0.136	0.104	1.000
13	14	0.098	0.178	1.000
13	15	0.019	0.079	1.000
13	17	0.125	0.183	1.000
13	18	0.009	0.206	1.000
14	19	0.047	1.000	1.000
16	6	0.055	0.120	1.000
16	7	0.044	0.021	1.000
16	10	0.030	0.134	1.000
16	12	0.073	0.216	1.000
16	14	0.083	0.220	1.000
16	15	0.321	0.189	1.000
16	19	0.073	0.099	1.000
17	19	0.077	1.000	1.000
18	6	0.018	0.023	1.000
18	7	0.202	0.066	1.000
18	10	0.005	0.186	1.000
18	12	0.025	0.210	1.000
18	14	0.076	0.221	1.000
18	15	0.011	0.271	1.000
18	19	0.085	0.024	1.000
19	19	0.103	1.000	1.000
