#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.077	1.176	1.491	0.580	0.875	1.000	0.625
1	0.136	1.187	1.261	0.318	0.957	1.000	0.938
2	1.000	1.067	1.325	0.721	0.766	0.000	0.862
3	1.000	1.261	1.398	0.981	0.754	0.000	0.837
4	0.393	1.382	1.449	0.584	0.532	1.000	0.560
5	0.109	1.312	1.322	0.945	0.700	1.000	0.617
6	0.195	1.004	1.384	0.789	0.880	1.000	0.528
7	0.393	1.435	1.353	0.477	0.772	1.000	0.836
8	0.089	1.028	1.305	0.644	0.893	1.000	0.819
9	1.000	1.204	1.373	0.608	0.711	0.000	0.930
10	1.000	1.217	1.151	0.622	0.808	0.000	0.868
11	0.154	0.536	1.494	0.057	0.887	1.000	0.785
12	0.179	0.603	1.052	0.734	0.584	1.000	0.562
13	0.102	0.616	1.171	0.721	0.806	1.000	0.902
14	0.081	1.296	1.076	0.531	0.726	1.000	0.732
15	0.393	0.808	1.166	0.583	0.650	1.000	0.997
16	0.278	1.395	1.135	0.514	0.578	1.000	0.749
17	0.393	0.939	1.443	0.433	0.733	1.000	0.669
18	0.393	1.331	1.235	0.373	0.837	1.000	0.986
19	0.146	1.058	1.019	0.092	0.729	1.000	1.000
#From	To	chi[to]	beta[fr]	lambda
0	5	0.129	0.376	1.000
0	13	0.026	0.273	1.000
0	14	0.179	0.351	1.000
1	5	0.032	0.363	1.000
1	13	0.018	0.372	1.000
1	14	0.116	0.045	1.000
1	19	0.034	0.221	1.000
2	1	0.175	0.119	1.000
2	5	0.123	0.026	1.000
2	12	0.181	0.176	1.000
2	13	0.054	0.221	1.000
2	16	0.189	0.085	1.000
2	17	0.365	0.320	1.000
2	19	0.196	0.053	1.000
3	4	0.140	0.112	1.000
3	12	0.143	0.359	1.000
3	15	1.000	0.295	1.000
3	18	0.372	0.234	1.000
4	4	0.241	0.206	1.000
4	7	0.425	0.288	1.000
4	11	0.425	0.227	1.000
4	12	0.046	0.280	1.000
5	5	0.009	0.157	1.000
5	13	0.109	0.395	1.000
5	14	0.139	0.448	1.000
6	0	1.000	0.326	1.000
6	1	0.072	0.448	1.000
6	6	0.120	0.009	1.000
6	8	0.503	0.199	1.000
6	12	0.194	0.018	1.000
7	4	0.618	0.088	1.000
7	6	0.375	0.392	1.000
7	7	0.575	0.060	1.000
7	11	0.398	0.238	1.000
7	12	0.090	0.221	1.000
8	5	0.074	0.194	1.000
8	13	0.108	0.608	1.000
8	14	0.079	0.198	1.000
9	1	0.187	0.244	1.000
9	5	0.169	0.076	1.000
9	12	0.174	0.064	1.000
9	13	0.019	0.191	1.000
9	16	0.253	0.087	1.000
9	17	0.635	0.089	1.000
9	19	0.073	0.249	1.000
10	18	0.628	1.000	1.000
11	1	0.163	0.111	1.000
11	6	0.307	0.209	1.000
11	8	0.265	0.374	1.000
11	12	0.078	0.306	1.000
12	1	0.193	0.060	1.000
12	5	0.070	0.089	1.000
12	13	0.021	0.174	1.000
12	14	0.036	0.038	1.000
12	16	0.219	0.323	1.000
12	19	0.238	0.316	1.000
13	13	0.117	0.360	1.000
13	14	0.054	0.640	1.000
14	5	0.117	0.190	1.000
14	13	0.123	0.521	1.000
14	14	0.042	0.288	1.000
15	1	0.077	0.213	1.000
15	6	0.198	0.054	1.000
15	8	0.232	0.134	1.000
15	11	0.177	0.282	1.000
15	12	0.094	0.317	1.000
16	1	0.134	0.310	1.000
16	5	0.038	0.067	1.000
16	13	0.066	0.058	1.000
16	14	0.147	0.428	1.000
16	16	0.062	0.029	1.000
16	19	0.195	0.108	1.000
17	5	0.040	0.063	1.000
17	13	0.122	0.263	1.000
17	14	0.159	0.120	1.000
17	16	0.278	0.450	1.000
17	19	0.265	0.104	1.000
18	5	0.149	0.221	1.000
18	13	0.097	0.552	1.000
18	14	0.029	0.227	1.000
19	5	0.051	0.114	1.000
19	13	0.121	0.440	1.000
19	14	0.020	0.446	1.000
