#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.069	1.084	0.235	0.797	1.000	0.768
1	1.000	1.183	1.279	0.731	0.966	0.000	0.774
2	0.060	0.908	1.217	0.702	0.834	1.000	0.000
3	0.311	1.169	1.116	0.144	0.850	1.000	0.828
4	0.288	0.784	1.488	0.123	0.686	1.000	0.933
5	0.204	0.935	1.226	0.634	0.768	1.000	0.737
6	1.000	0.704	1.260	0.629	0.805	0.000	0.501
7	0.288	0.775	1.007	0.581	0.580	1.000	0.836
8	1.000	1.086	1.187	0.417	0.615	0.000	0.510
9	1.000	0.635	1.119	0.519	0.574	0.000	0.912
10	0.115	1.180	1.158	0.378	0.728	1.000	0.849
11	0.336	0.713	1.039	0.319	0.715	1.000	0.829
12	1.000	0.554	1.157	0.952	0.763	0.000	0.804
13	0.036	1.097	1.256	0.823	0.974	1.000	0.637
14	0.393	1.283	1.205	0.529	0.595	1.000	0.869
15	1.000	1.027	1.276	0.066	0.745	0.000	0.737
16	1.000	1.025	1.249	0.342	0.809	0.000	0.527
17	1.000	1.092	1.212	0.140	0.575	0.000	0.863
18	0.098	1.053	1.051	0.847	0.913	1.000	0.853
19	0.393	1.298	1.090	0.458	0.733	1.000	0.552
20	0.037	1.163	1.446	0.454	0.549	1.000	0.979
21	0.177	1.222	1.093	0.186	0.708	1.000	0.989
22	0.393	0.779	1.076	0.773	0.592	1.000	0.728
23	0.108	0.514	1.432	0.313	0.527	1.000	0.939
24	0.131	1.085	1.040	0.177	0.798	1.000	0.000
25	0.078	1.389	1.459	0.957	0.862	1.000	0.810
26	0.064	0.628	1.134	0.012	0.908	1.000	0.624
27	0.039	1.060	1.327	0.162	0.983	1.000	0.983
28	0.036	0.966	1.251	0.944	0.775	1.000	0.569
29	0.137	1.027	1.456	0.978	0.815	1.000	0.705
#From	To	chi[to]	beta[fr]	lambda
0	2	0.075	0.373	1.000
0	10	0.187	0.186	1.000
0	18	0.144	0.064	1.000
0	21	0.083	0.011	1.000
0	29	0.225	0.366	1.000
1	24	0.112	0.424	1.000
1	25	0.066	0.576	1.000
3	2	0.106	0.476	1.000
3	10	0.201	0.084	1.000
3	18	0.016	0.407	1.000
3	20	0.287	0.020	1.000
3	23	0.013	0.013	1.000
4	2	0.068	0.196	1.000
4	5	0.278	0.108	1.000
4	10	0.207	0.239	1.000
4	18	0.179	0.117	1.000
4	21	0.106	0.145	1.000
4	29	0.307	0.194	1.000
5	2	0.108	0.270	1.000
5	20	0.151	0.295	1.000
5	25	0.040	0.188	1.000
5	27	0.139	0.094	1.000
5	28	0.230	0.153	1.000
6	24	0.230	0.492	1.000
6	25	0.159	0.138	1.000
6	27	0.013	0.370	1.000
7	2	0.046	0.177	1.000
7	10	0.094	0.216	1.000
7	18	0.109	0.310	1.000
7	21	0.263	0.298	1.000
8	24	0.039	1.000	1.000
9	0	1.000	0.276	1.000
9	3	0.041	0.092	1.000
9	4	0.615	0.165	1.000
9	7	0.405	0.228	1.000
9	11	0.133	0.158	1.000
9	22	0.011	0.081	1.000
10	2	0.004	0.178	1.000
10	13	0.054	0.045	1.000
10	18	0.014	0.025	1.000
10	20	0.057	0.133	1.000
10	23	0.520	0.131	1.000
10	26	0.312	0.209	1.000
10	27	0.118	0.091	1.000
10	28	0.252	0.189	1.000
11	2	0.129	0.056	1.000
11	5	0.215	0.160	1.000
11	10	0.031	0.089	1.000
11	11	0.169	0.201	1.000
11	18	0.035	0.089	1.000
11	21	0.027	0.199	1.000
11	29	0.272	0.207	1.000
12	3	0.488	0.033	1.000
12	4	0.217	0.186	1.000
12	5	0.012	0.032	1.000
12	7	0.402	0.071	1.000
12	11	0.122	0.244	1.000
12	14	0.274	0.202	1.000
12	21	0.220	0.130	1.000
12	22	0.115	0.102	1.000
13	2	0.043	0.090	1.000
13	20	0.087	0.228	1.000
13	25	0.126	0.051	1.000
13	26	0.236	0.279	1.000
13	27	0.092	0.093	1.000
13	28	0.291	0.259	1.000
14	2	0.019	0.224	1.000
14	10	0.177	0.167	1.000
14	18	0.051	0.167	1.000
14	21	0.046	0.245	1.000
14	29	0.197	0.197	1.000
15	3	0.044	0.214	1.000
15	5	0.233	0.006	1.000
15	11	0.201	0.187	1.000
15	14	0.726	0.167	1.000
15	18	0.111	0.163	1.000
15	21	0.236	0.207	1.000
15	22	0.454	0.056	1.000
16	19	1.000	1.000	1.000
17	24	0.075	0.523	1.000
17	25	0.142	0.477	1.000
18	2	0.074	0.181	1.000
18	20	0.073	0.267	1.000
18	25	0.014	0.159	1.000
18	26	0.148	0.051	1.000
18	27	0.024	0.120	1.000
18	28	0.084	0.222	1.000
19	3	0.428	0.118	1.000
19	4	0.169	0.113	1.000
19	7	0.193	0.291	1.000
19	11	0.166	0.213	1.000
19	22	0.402	0.264	1.000
20	24	0.088	0.254	1.000
20	25	0.069	0.325	1.000
20	27	0.071	0.421	1.000
21	24	0.168	1.000	1.000
22	5	0.262	0.197	1.000
22	11	0.208	0.205	1.000
22	18	0.134	0.031	1.000
22	21	0.020	0.308	1.000
22	22	0.018	0.259	1.000
23	2	0.119	0.200	1.000
23	13	0.576	0.071	1.000
23	18	0.024	0.041	1.000
23	20	0.010	0.004	1.000
23	23	0.169	0.167	1.000
23	26	0.099	0.058	1.000
23	27	0.181	0.235	1.000
23	28	0.050	0.225	1.000
24	24	0.242	1.000	1.000
25	24	0.040	0.442	1.000
25	25	0.177	0.226	1.000
25	27	0.189	0.332	1.000
26	2	0.035	0.124	1.000
26	13	0.370	0.212	1.000
26	18	0.068	0.129	1.000
26	20	0.312	0.099	1.000
26	23	0.298	0.273	1.000
26	26	0.205	0.074	1.000
26	28	0.093	0.090	1.000
27	24	0.005	0.460	1.000
27	25	0.103	0.540	1.000
28	2	0.052	0.152	1.000
28	20	0.022	0.312	1.000
28	25	0.102	0.391	1.000
28	27	0.173	0.145	1.000
29	2	0.123	0.520	1.000
29	10	0.103	0.226	1.000
29	18	0.116	0.254	1.000
