#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.086	1.333	0.565	0.706	1.000	0.588
1	0.393	0.543	1.352	0.757	0.730	1.000	0.593
2	0.393	1.332	1.212	0.348	0.815	1.000	0.949
3	0.154	1.298	1.116	0.458	0.572	1.000	0.000
4	0.393	0.988	1.096	0.635	0.540	1.000	0.969
5	0.393	1.235	1.149	0.883	0.535	1.000	0.601
6	0.150	0.867	1.358	0.353	0.984	1.000	0.733
7	0.195	0.718	1.454	0.708	0.891	1.000	0.709
8	0.393	0.674	1.458	0.977	0.831	1.000	0.783
9	0.270	0.629	1.232	0.358	0.896	1.000	0.862
10	1.000	1.120	1.456	0.444	0.697	0.000	0.558
11	1.000	0.735	1.103	0.484	0.586	0.000	0.539
12	1.000	0.975	1.208	0.379	0.614	0.000	0.532
13	0.246	1.254	1.006	0.986	0.998	1.000	1.000
14	0.059	1.318	1.093	0.765	0.967	1.000	0.000
15	0.224	0.854	1.074	0.353	0.677	1.000	0.681
16	1.000	0.788	1.158	0.106	0.948	0.000	0.955
17	0.131	1.041	1.197	0.406	0.519	1.000	0.829
18	1.000	0.880	1.134	0.901	0.603	0.000	0.852
19	1.000	0.750	1.176	0.384	0.981	0.000	0.682
#From	To	chi[to]	beta[fr]	lambda
0	3	0.027	1.000	1.000
1	8	0.832	0.121	1.000
1	15	0.146	0.879	1.000
2	6	0.117	0.321	1.000
2	9	0.294	0.387	1.000
2	13	0.492	0.164	1.000
2	17	0.128	0.128	1.000
3	3	0.123	1.000	1.000
4	3	0.219	0.153	1.000
4	6	0.064	0.159	1.000
4	7	0.219	0.404	1.000
4	17	0.007	0.285	1.000
5	9	0.181	0.790	1.000
5	15	0.358	0.210	1.000
6	14	1.000	1.000	1.000
7	3	0.125	0.201	1.000
7	6	0.277	0.393	1.000
7	7	0.119	0.297	1.000
7	17	0.248	0.109	1.000
8	8	0.168	0.585	1.000
8	15	0.189	0.415	1.000
9	6	0.062	0.362	1.000
9	7	0.227	0.328	1.000
9	17	0.009	0.310	1.000
10	3	0.187	0.416	1.000
10	6	0.114	0.190	1.000
10	7	0.017	0.021	1.000
10	17	0.176	0.373	1.000
11	9	0.318	0.321	1.000
11	15	0.194	0.679	1.000
12	1	0.206	1.000	1.000
13	3	0.116	0.188	1.000
13	6	0.005	0.209	1.000
13	7	0.146	0.415	1.000
13	17	0.240	0.187	1.000
15	3	0.028	0.311	1.000
15	6	0.143	0.259	1.000
15	7	0.272	0.250	1.000
15	17	0.191	0.180	1.000
16	0	0.919	0.166	1.000
16	2	1.000	0.281	1.000
16	4	0.415	0.114	1.000
16	9	0.075	0.439	1.000
17	3	0.175	1.000	1.000
18	1	0.794	0.373	1.000
18	5	1.000	0.484	1.000
18	15	0.114	0.142	1.000
19	0	0.081	0.151	1.000
19	4	0.585	0.229	1.000
19	6	0.217	0.232	1.000
19	9	0.133	0.164	1.000
19	13	0.508	0.224	1.000
