#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.246	1.085	1.018	0.302	0.873	1.000	0.503
1	1.000	1.420	1.066	0.260	0.910	0.000	0.515
2	1.000	0.961	1.455	0.666	0.938	0.000	0.676
3	1.000	0.790	1.277	0.692	0.728	0.000	0.926
4	0.160	1.278	1.169	0.989	0.711	1.000	0.506
5	0.246	0.626	1.469	0.353	0.568	1.000	0.507
6	0.061	1.317	1.428	0.109	0.909	1.000	0.000
7	1.000	1.386	1.041	0.418	0.885	0.000	0.560
8	0.116	1.064	1.261	0.778	0.701	1.000	0.682
9	0.129	1.409	1.316	0.366	0.516	1.000	0.611
10	0.134	1.150	1.061	0.334	0.646	1.000	0.794
11	1.000	1.154	1.420	0.113	0.586	0.000	0.743
12	0.057	1.254	1.447	0.233	0.912	1.000	0.776
13	1.000	1.023	1.492	0.574	0.794	0.000	0.681
14	0.017	0.970	1.263	0.181	0.540	1.000	0.768
15	0.180	1.355	1.398	0.639	0.938	1.000	0.562
16	0.195	1.213	1.060	0.875	0.550	1.000	0.866
17	0.097	1.218	1.423	0.095	0.765	1.000	0.723
18	0.097	0.606	1.389	0.482	0.929	1.000	0.000
19	0.085	0.975	1.392	0.774	0.507	1.000	0.734
20	0.042	0.955	1.227	0.627	0.734	1.000	0.879
21	0.097	0.837	1.236	0.359	0.766	1.000	0.599
22	0.393	0.836	1.279	0.471	0.662	1.000	0.992
23	0.118	0.985	1.058	0.566	0.765	1.000	0.922
24	0.246	0.517	1.457	0.702	0.853	1.000	0.619
25	1.000	0.840	1.497	0.001	0.691	0.000	0.518
26	0.046	1.397	1.301	0.982	0.740	1.000	0.531
27	0.106	0.516	1.300	0.266	0.699	1.000	0.948
28	0.143	1.300	1.447	0.438	0.942	1.000	0.816
29	0.143	0.689	1.245	0.977	0.842	1.000	0.995
#From	To	chi[to]	beta[fr]	lambda
0	5	0.137	0.113	1.000
0	9	0.366	0.204	1.000
0	15	0.690	0.050	1.000
0	16	0.677	0.036	1.000
0	21	1.000	0.155	1.000
0	23	0.020	0.215	1.000
0	28	0.273	0.021	1.000
0	29	0.452	0.206	1.000
1	4	0.194	0.195	1.000
1	6	0.008	0.126	1.000
1	8	0.123	0.161	1.000
1	18	0.220	0.110	1.000
1	23	0.069	0.193	1.000
1	27	0.111	0.216	1.000
2	5	0.216	0.130	1.000
2	9	0.029	0.299	1.000
2	15	0.081	0.094	1.000
2	16	0.323	0.202	1.000
2	23	0.112	0.069	1.000
2	28	0.252	0.159	1.000
2	29	0.259	0.047	1.000
3	5	0.172	1.000	1.000
4	4	0.048	0.190	1.000
4	6	0.058	0.074	1.000
4	8	0.219	0.267	1.000
4	18	0.010	0.169	1.000
4	23	0.092	0.098	1.000
4	27	0.022	0.202	1.000
5	6	0.013	0.287	1.000
5	17	0.152	0.212	1.000
5	19	0.161	0.263	1.000
5	23	0.025	0.195	1.000
5	27	0.093	0.042	1.000
7	6	0.011	0.084	1.000
7	12	0.029	0.346	1.000
7	19	0.180	0.422	1.000
7	27	0.098	0.148	1.000
8	6	0.068	0.145	1.000
8	10	0.554	0.049	1.000
8	12	0.032	0.293	1.000
8	17	0.091	0.071	1.000
8	19	0.125	0.274	1.000
8	27	0.080	0.168	1.000
9	4	0.135	0.406	1.000
9	6	0.075	0.339	1.000
9	18	0.071	0.040	1.000
9	23	0.087	0.058	1.000
9	27	0.004	0.158	1.000
10	6	0.003	0.081	1.000
10	12	0.132	0.142	1.000
10	19	0.022	0.362	1.000
10	27	0.040	0.414	1.000
11	0	0.474	0.027	1.000
11	5	0.243	0.356	1.000
11	22	1.000	0.105	1.000
11	23	0.151	0.163	1.000
11	24	0.353	0.350	1.000
12	6	0.071	1.000	1.000
13	6	0.054	0.015	1.000
