#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.066	1.144	1.413	0.336	0.780	1.000	0.803
1	0.078	1.134	1.213	0.857	0.622	1.000	0.000
2	0.055	0.693	1.278	0.634	0.665	1.000	0.000
3	0.167	0.858	1.086	0.081	0.623	1.000	0.860
4	0.259	0.642	1.356	0.338	0.727	1.000	0.864
5	0.121	1.259	1.342	0.014	0.796	1.000	0.952
6	1.000	0.710	1.435	0.067	0.827	0.000	0.501
7	1.000	1.494	1.108	0.569	0.919	0.000	0.978
8	0.259	1.364	1.429	0.496	0.848	1.000	0.849
9	0.154	1.155	1.277	0.893	0.812	1.000	0.000
10	1.000	1.330	1.459	0.243	0.561	0.000	0.738
11	0.288	1.173	1.339	0.341	0.716	1.000	0.529
12	0.298	1.471	1.390	0.637	0.593	1.000	0.639
13	0.167	1.454	1.161	0.783	0.656	1.000	0.653
14	0.086	1.326	1.156	0.662	0.652	1.000	0.801
15	1.000	0.526	1.032	0.907	0.568	0.000	0.751
16	1.000	0.595	1.434	0.074	0.655	0.000	0.753
17	0.167	0.795	1.293	0.358	0.544	1.000	0.635
18	0.288	0.668	1.489	0.508	0.578	1.000	0.717
19	0.393	1.114	1.424	0.766	0.529	1.000	0.854
#From	To	chi[to]	beta[fr]	lambda
0	1	0.028	1.000	1.000
1	1	0.219	1.000	1.000
3	1	0.093	1.000	1.000
4	0	0.261	0.153	1.000
4	1	0.175	0.249	1.000
4	2	0.311	0.326	1.000
4	5	0.191	0.272	1.000
5	0	0.261	0.319	1.000
5	1	0.133	0.096	1.000
5	2	0.323	0.341	1.000
5	5	0.048	0.244	1.000
6	11	0.345	0.410	1.000
6	18	0.097	0.418	1.000
6	19	1.000	0.172	1.000
7	3	0.207	0.359	1.000
7	12	0.143	0.234	1.000
7	13	0.044	0.106	1.000
7	17	0.283	0.301	1.000
8	3	0.703	0.386	1.000
8	12	0.109	0.301	1.000
8	13	0.090	0.081	1.000
8	17	0.428	0.233	1.000
10	11	0.557	0.575	1.000
10	18	0.831	0.425	1.000
11	4	0.200	0.400	1.000
11	8	0.226	0.354	1.000
11	12	0.030	0.246	1.000
12	3	0.090	0.264	1.000
12	12	0.239	0.215	1.000
12	13	0.866	0.065	1.000
12	17	0.289	0.457	1.000
13	1	0.262	1.000	1.000
14	0	0.099	0.402	1.000
14	1	0.091	0.387	1.000
14	2	0.366	0.037	1.000
14	5	0.370	0.174	1.000
15	4	0.289	0.452	1.000
15	8	0.417	0.160	1.000
15	12	0.228	0.388	1.000
16	4	0.510	0.130	1.000
16	8	0.357	0.419	1.000
16	12	0.252	0.451	1.000
17	0	0.362	0.391	1.000
17	5	0.202	0.442	1.000
17	14	0.592	0.167	1.000
18	0	0.017	0.164	1.000
18	5	0.190	0.423	1.000
18	14	0.408	0.413	1.000
19	9	1.000	0.441	1.000
19	11	0.099	0.356	1.000
19	18	0.072	0.202	1.000
