#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.115	0.783	1.230	0.223	0.554	1.000	0.851
1	0.125	1.486	1.359	0.111	0.761	1.000	0.507
2	0.023	0.676	1.143	0.880	0.752	1.000	0.961
3	0.032	1.086	1.072	0.751	0.728	1.000	0.534
4	0.026	0.585	1.046	0.248	0.628	1.000	0.766
5	0.040	1.336	1.074	0.421	0.978	1.000	0.527
6	0.131	1.082	1.363	0.552	0.510	1.000	0.952
7	0.020	1.437	1.054	0.140	0.625	1.000	0.685
8	0.014	0.894	1.270	0.248	0.692	1.000	0.867
9	0.017	0.516	1.145	0.941	0.735	1.000	0.559
10	0.020	1.319	1.187	0.977	0.570	1.000	0.835
11	0.010	1.375	1.221	0.764	0.958	1.000	0.710
12	0.083	1.266	1.134	0.797	0.805	1.000	0.579
13	0.044	0.540	1.002	0.070	0.588	1.000	0.639
14	0.078	1.001	1.405	0.441	0.655	1.000	0.671
15	0.052	0.942	1.063	0.423	0.814	1.000	0.712
16	0.393	0.653	1.361	0.229	0.582	1.000	0.513
17	0.022	0.550	1.028	0.501	0.763	1.000	0.754
18	0.393	0.513	1.141	0.832	0.585	1.000	0.933
19	1.000	1.395	1.438	0.108	0.522	0.000	0.501
20	0.049	0.545	1.208	0.108	0.627	1.000	0.502
21	0.027	1.078	1.024	0.033	0.612	1.000	0.564
22	0.211	0.883	1.436	0.666	0.880	1.000	0.899
23	0.021	0.612	1.008	0.809	0.653	1.000	0.659
24	0.017	0.900	1.009	0.340	0.514	1.000	0.665
25	0.050	1.417	1.402	0.879	0.948	1.000	0.707
26	0.167	0.929	1.025	0.817	0.567	1.000	0.612
27	0.026	0.870	1.114	0.537	0.988	1.000	0.532
28	0.016	1.184	1.156	0.929	0.970	1.000	0.627
29	0.120	1.473	1.453	0.554	0.794	1.000	0.611
#From	To	chi[to]	beta[fr]	lambda
0	0	0.609	0.091	1.000
0	3	0.137	0.204	1.000
0	5	0.102	0.094	1.000
0	13	0.039	0.085	1.000
0	14	0.091	0.168	1.000
0	20	0.171	0.195	1.000
0	21	0.095	0.113	1.000
0	25	0.424	0.050	1.000
1	8	0.072	0.205	1.000
1	9	0.121	0.102	1.000
1	11	0.042	0.249	1.000
1	24	0.017	0.233	1.000
1	28	0.114	0.211	1.000
2	7	0.091	0.125	1.000
2	8	0.034	0.192	1.000
2	9	0.073	0.234	1.000
2	10	0.199	0.140	1.000
2	21	0.087	0.155	1.000
2	23	0.006	0.093	1.000
2	24	0.090	0.060	1.000
3	8	0.054	0.260	1.000
3	9	0.114	0.058	1.000
3	11	0.174	0.062	1.000
3	24	0.092	0.229	1.000
3	28	0.068	0.391	1.000
4	8	0.059	0.181	1.000
4	9	0.016	0.240	1.000
4	11	0.135	0.199	1.000
4	24	0.018	0.189	1.000
4	28	0.068	0.191	1.000
5	2	0.197	0.230	1.000
5	3	0.040	0.137	1.000
5	13	0.090	0.094	1.000
5	17	0.106	0.308	1.000
5	20	0.002	0.010	1.000
5	21	0.060	0.137	1.000
5	23	0.009	0.084	1.000
6	2	0.340	0.172	1.000
6	3	0.083	0.073	1.000
6	4	0.218	0.035	1.000
6	6	0.524	0.131	1.000
6	10	0.278	0.159	1.000
6	17	0.102	0.059	1.000
6	20	0.107	0.010	1.000
6	21	0.122	0.028	1.000
6	23	0.042	0.087	1.000
6	24	0.105	0.088	1.000
6	27	0.191	0.158	1.000
7	7	0.229	0.247	1.000
7	8	0.060	0.040	1.000
7	9	0.068	0.067	1.000
7	21	0.042	0.009	1.000
7	23	0.044	0.265	1.000
7	24	0.078	0.107	1.000
7	28	0.100	0.264	1.000
8	8	0.036	0.007	1.000
8	11	0.140	0.433	1.000
8	24	0.084	0.214	1.000
8	28	0.047	0.346	1.000
9	7	0.100	0.167	1.000
9	8	0.035	0.086	1.000
9	9	0.135	0.120	1.000
9	11	0.101	0.140	1.000
9	23	0.025	0.168	1.000
9	24	0.065	0.205	1.000
9	28	0.052	0.115	1.000
10	8	0.032	1.000	1.000
11	8	0.078	1.000	1.000
12	0	0.280	0.213	1.000
12	3	0.136	0.032	1.000
12	13	0.038	0.110	1.000
12	14	0.431	0.094	1.000
12	15	0.315	0.043	1.000
12	20	0.084	0.082	1.000
12	21	0.117	0.185	1.000
12	25	0.274	0.083	1.000
12	29	0.101	0.159	1.000
13	2	0.324	0.080	1.000
13	3	0.021	0.115	1.000
13	4	0.764	0.091	1.000
13	6	0.476	0.140	1.000
13	10	0.294	0.004	1.000
13	17	0.255	0.055	1.000
13	20	0.062	0.152	1.000
13	21	0.020	0.062	1.000
13	23	0.027	0.124	1.000
13	24	0.056	0.026	1.000
13	27	0.152	0.151	1.000
14	3	0.118	0.129	1.000
14	5	0.458	0.386	1.000
14	13	0.094	0.408	1.000
14	20	0.028	0.064	1.000
14	21	0.008	0.014	1.000
15	3	0.175	0.047	1.000
15	13	0.250	0.614	1.000
15	20	0.176	0.108	1.000
15	21	0.067	0.230	1.000
16	1	0.669	0.055	1.000
16	13	0.011	0.062	1.000
16	14	0.181	0.278	1.000
16	16	0.061	0.033	1.000
16	20	0.086	0.126	1.000
16	22	0.459	0.020	1.000
16	26	0.349	0.145	1.000
16	29	0.306	0.281	1.000
17	7	0.203	0.176	1.000
17	8	0.056	0.197	1.000
17	9	0.128	0.180	1.000
17	11	0.066	0.096	1.000
17	23	0.011	0.094	1.000
17	24	0.028	0.156	1.000
17	28	0.142	0.101	1.000
18	1	0.144	0.069	1.000
18	13	0.013	0.089	1.000
18	14	0.049	0.251	1.000
18	16	0.939	0.048	1.000
18	20	0.030	0.162	1.000
18	22	0.135	0.018	1.000
18	26	0.147	0.153	1.000
18	29	0.233	0.209	1.000
19	18	1.000	0.376	1.000
19	20	0.016	0.008	1.000
19	22	0.406	0.390	1.000
19	26	0.425	0.008	1.000
19	29	0.128	0.218	1.000
20	4	0.018	0.053	1.000
20	7	0.101	0.109	1.000
20	8	0.036	0.025	1.000
20	10	0.229	0.207	1.000
20	17	0.239	0.029	1.000
20	21	0.062	0.107	1.000
20	23	0.172	0.101	1.000
20	24	0.064	0.170	1.000
20	27	0.657	0.200	1.000
21	7	0.094	0.164	1.000
21	8	0.044	0.274	1.000
21	9	0.117	0.279	1.000
21	23	0.090	0.014	1.000
21	24	0.012	0.147	1.000
21	28	0.013	0.122	1.000
22	1	0.187	0.148	1.000
22	3	0.024	0.015	1.000
22	12	1.000	0.065	1.000
22	13	0.128	0.134	1.000
22	14	0.247	0.088	1.000
22	15	0.685	0.059	1.000
22	20	0.007	0.094	1.000
22	21	0.057	0.083	1.000
22	25	0.302	0.115	1.000
22	26	0.079	0.098	1.000
22	29	0.231	0.102	1.000
23	7	0.158	0.242	1.000
23	8	0.084	0.036	1.000
23	9	0.124	0.110	1.000
23	23	0.175	0.188	1.000
23	24	0.103	0.174	1.000
23	28	0.004	0.250	1.000
24	8	0.066	0.295	1.000
24	9	0.065	0.310	1.000
24	11	0.168	0.200	1.000
24	24	0.036	0.117	1.000
24	28	0.139	0.079	1.000
25	2	0.139	0.102	1.000
25	3	0.194	0.045	1.000
25	13	0.151	0.251	1.000
25	17	0.299	0.162	1.000
25	20	0.069	0.078	1.000
25	21	0.117	0.108	1.000
25	23	0.138	0.253	1.000
26	7	0.006	0.126	1.000
26	8	0.084	0.356	1.000
26	9	0.019	0.075	1.000
26	21	0.079	0.039	1.000
26	23	0.033	0.033	1.000
26	24	0.092	0.337	1.000
26	28	0.138	0.035	1.000
27	7	0.018	0.293	1.000
27	8	0.096	0.205	1.000
27	9	0.005	0.224	1.000
27	23	0.229	0.008	1.000
27	24	0.030	0.064	1.000
27	28	0.086	0.206	1.000
28	8	0.075	0.365	1.000
28	9	0.013	0.055	1.000
28	11	0.175	0.201	1.000
28	24	0.030	0.306	1.000
28	28	0.030	0.073	1.000
29	0	0.111	0.157	1.000
29	3	0.071	0.100	1.000
29	5	0.440	0.165	1.000
