#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.095	1.282	0.434	0.964	1.000	0.903
1	0.393	1.425	1.272	0.976	0.967	1.000	0.676
2	0.154	1.223	1.293	0.081	0.858	1.000	0.527
3	1.000	0.551	1.017	0.550	0.911	0.000	0.667
4	0.122	0.891	1.159	0.283	0.733	1.000	0.926
5	1.000	0.585	1.041	0.020	0.718	0.000	0.809
6	0.393	0.971	1.478	0.383	0.917	1.000	0.579
7	0.246	1.388	1.170	0.605	0.876	1.000	0.976
8	0.141	0.748	1.241	0.661	0.845	1.000	0.896
9	0.085	0.661	1.378	0.505	0.799	1.000	0.954
10	1.000	0.591	1.164	0.109	0.763	0.000	0.777
11	0.195	0.653	1.460	0.892	0.581	1.000	0.524
12	0.089	1.483	1.176	0.218	0.712	1.000	0.999
13	0.146	0.832	1.141	0.540	0.687	1.000	0.708
14	0.075	1.010	1.055	0.332	0.539	1.000	0.544
15	1.000	0.870	1.145	0.276	0.731	0.000	0.893
16	0.086	1.311	1.301	0.524	0.951	1.000	0.717
17	0.040	1.189	1.227	0.168	0.680	1.000	0.910
18	0.077	1.072	1.294	0.042	0.506	1.000	0.779
19	0.393	1.209	1.419	0.341	0.899	1.000	0.649
#From	To	chi[to]	beta[fr]	lambda
0	0	0.715	0.390	1.000
0	2	0.864	0.225	1.000
0	6	0.470	0.088	1.000
0	7	0.288	0.220	1.000
0	11	0.217	0.078	1.000
1	4	0.558	0.085	1.000
1	7	0.150	0.266	1.000
1	9	0.380	0.254	1.000
1	11	0.222	0.130	1.000
1	12	0.072	0.037	1.000
1	18	0.042	0.228	1.000
2	9	0.093	0.242	1.000
2	12	0.096	0.229	1.000
2	13	0.086	0.259	1.000
2	14	0.018	0.013	1.000
2	18	0.160	0.257	1.000
3	8	0.418	0.319	1.000
3	14	0.104	0.340	1.000
3	16	0.360	0.340	1.000
4	9	0.006	0.125	1.000
4	12	0.012	0.296	1.000
4	13	0.215	0.227	1.000
4	14	0.093	0.260	1.000
4	18	0.034	0.091	1.000
5	0	0.237	0.179	1.000
5	1	0.657	0.073	1.000
5	11	0.037	0.748	1.000
6	0	0.047	0.270	1.000
6	2	0.136	0.462	1.000
6	6	0.530	0.046	1.000
6	7	0.289	0.083	1.000
6	11	0.229	0.138	1.000
7	4	0.442	0.177	1.000
7	7	0.273	0.059	1.000
7	9	0.155	0.235	1.000
7	11	0.152	0.232	1.000
7	12	0.184	0.096	1.000
7	18	0.039	0.201	1.000
8	8	0.284	0.916	1.000
8	16	0.402	0.084	1.000
9	12	0.183	0.274	1.000
9	14	0.143	0.169	1.000
9	17	0.327	0.204	1.000
9	18	0.012	0.353	1.000
10	19	0.434	1.000	1.000
11	12	0.203	0.160	1.000
11	14	0.162	0.057	1.000
11	17	0.299	0.092	1.000
11	18	0.100	0.691	1.000
12	12	0.015	0.292	1.000
12	14	0.057	0.283	1.000
12	17	0.037	0.287	1.000
12	18	0.102	0.138	1.000
13	9	0.134	0.101	1.000
13	12	0.042	0.225	1.000
13	13	0.315	0.273	1.000
13	14	0.174	0.129	1.000
13	18	0.205	0.272	1.000
14	8	0.017	0.248	1.000
14	14	0.083	0.319	1.000
14	16	0.238	0.433	1.000
15	1	0.343	0.275	1.000
15	11	0.144	0.444	1.000
15	19	0.566	0.281	1.000
16	8	0.281	1.000	1.000
17	14	0.098	0.829	1.000
17	18	0.132	0.171	1.000
18	12	0.144	0.233	1.000
18	14	0.063	0.135	1.000
18	17	0.337	0.316	1.000
18	18	0.048	0.317	1.000
19	9	0.232	0.085	1.000
19	12	0.050	0.256	1.000
19	13	0.385	0.179	1.000
19	14	0.006	0.197	1.000
19	18	0.126	0.283	1.000
