#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.110	1.124	1.088	0.064	0.889	1.000	0.724
1	0.113	0.670	1.430	0.512	0.832	1.000	0.914
2	0.393	0.770	1.214	0.641	0.506	1.000	0.819
3	0.393	1.161	1.197	0.056	0.929	1.000	0.921
4	0.393	1.124	1.292	0.687	0.803	1.000	0.698
5	0.057	1.408	1.151	0.250	0.818	1.000	0.000
6	0.627	0.567	1.423	0.126	0.735	1.000	0.528
7	0.393	0.792	1.448	0.283	0.607	1.000	0.000
8	0.255	1.004	1.100	0.710	0.615	1.000	0.757
9	0.065	1.185	1.010	0.504	0.797	1.000	0.000
10	0.183	1.300	1.430	0.284	0.637	1.000	0.552
11	1.000	1.312	1.131	0.275	0.834	0.000	0.631
12	0.393	1.498	1.438	0.297	0.887	1.000	0.533
13	0.393	0.582	1.183	0.077	0.958	1.000	0.719
14	0.122	0.528	1.287	0.383	0.884	1.000	0.761
15	0.104	0.960	1.312	0.866	0.875	1.000	0.853
16	1.000	1.384	1.097	0.616	0.809	0.000	0.538
17	0.093	1.229	1.456	0.180	0.581	1.000	0.779
18	1.000	1.187	1.326	0.117	0.575	0.000	0.644
19	0.054	0.651	1.027	0.150	0.893	1.000	0.810
20	0.237	1.107	1.148	0.431	0.721	1.000	0.755
21	0.123	1.005	1.264	0.300	0.506	1.000	0.868
22	0.137	0.511	1.182	0.011	0.607	1.000	0.000
23	0.078	1.146	1.133	0.970	0.718	1.000	0.000
24	0.393	0.946	1.326	0.498	0.943	1.000	0.552
25	0.175	1.107	1.282	0.752	0.780	1.000	0.754
26	0.065	1.208	1.050	0.358	0.809	1.000	0.000
27	0.311	0.681	1.119	0.161	0.886	1.000	0.760
28	0.305	1.135	1.420	0.462	0.711	1.000	0.574
29	0.119	0.642	1.406	0.245	0.588	1.000	0.681
#From	To	chi[to]	beta[fr]	lambda
0	9	0.134	0.305	1.000
0	23	0.141	0.449	1.000
0	26	0.028	0.246	1.000
1	9	0.265	0.446	1.000
1	26	0.080	0.554	1.000
2	2	0.224	0.293	1.000
2	9	0.004	0.020	1.000
2	23	0.120	0.164	1.000
2	26	0.023	0.523	1.000
3	1	0.129	0.113	1.000
3	10	0.040	0.178	1.000
3	14	0.287	0.112	1.000
3	17	0.102	0.160	1.000
3	21	0.130	0.068	1.000
3	22	0.585	0.132	1.000
3	25	0.039	0.115	1.000
3	29	0.122	0.122	1.000
4	2	0.776	0.012	1.000
4	5	0.774	0.417	1.000
4	9	0.280	0.104	1.000
4	23	0.654	0.208	1.000
4	26	0.356	0.260	1.000
6	6	0.759	0.230	1.000
6	8	0.224	0.173	1.000
6	10	0.137	0.251	1.000
6	20	0.094	0.173	1.000
6	25	0.012	0.084	1.000
6	27	0.076	0.088	1.000
8	0	0.135	0.044	1.000
8	8	0.030	0.158	1.000
8	10	0.166	0.124	1.000
8	15	0.321	0.032	1.000
8	20	0.343	0.126	1.000
8	21	0.004	0.163	1.000
8	25	0.214	0.184	1.000
8	29	0.015	0.171	1.000
10	1	0.208	0.270	1.000
10	14	0.182	0.185	1.000
10	17	0.141	0.263	1.000
10	21	0.037	0.131	1.000
10	29	0.210	0.150	1.000
11	1	0.242	0.107	1.000
11	4	1.000	0.082	1.000
11	7	1.000	0.037	1.000
11	10	0.112	0.042	1.000
11	13	1.000	0.142	1.000
11	14	0.258	0.139	1.000
11	17	0.158	0.080	1.000
11	21	0.111	0.133	1.000
11	25	0.201	0.133	1.000
11	29	0.246	0.105	1.000
12	10	0.173	0.363	1.000
12	12	0.475	0.369	1.000
12	25	0.145	0.268	1.000
13	1	0.048	0.259	1.000
13	14	0.020	0.111	1.000
13	17	0.056	0.294	1.000
13	21	0.128	0.084	1.000
13	29	0.262	0.252	1.000
14	17	0.105	0.053	1.000
14	19	0.067	0.361	1.000
14	21	0.070	0.586	1.000
15	1	0.106	0.059	1.000
15	14	0.053	0.337	1.000
15	17	0.162	0.251	1.000
15	21	0.024	0.293	1.000
15	29	0.111	0.060	1.000
16	3	1.000	0.376	1.000
16	10	0.050	0.256	1.000
16	24	1.000	0.367	1.000
17	9	0.124	0.452	1.000
17	23	0.085	0.267	1.000
17	26	0.160	0.281	1.000
18	6	0.241	0.127	1.000
18	8	0.259	0.330	1.000
18	10	0.177	0.150	1.000
18	20	0.177	0.174	1.000
18	25	0.085	0.147	1.000
18	27	0.924	0.072	1.000
19	5	0.226	1.000	1.000
20	8	0.216	0.155	1.000
20	10	0.081	0.199	1.000
20	15	0.285	0.072	1.000
20	20	0.061	0.199	1.000
20	21	0.038	0.084	1.000
20	25	0.090	0.175	1.000
20	28	0.340	0.116	1.000
21	17	0.058	0.309	1.000
21	19	0.531	0.232	1.000
21	21	0.141	0.458	1.000
24	10	0.028	0.265	1.000
24	12	0.525	0.059	1.000
24	20	0.060	0.173	1.000
24	25	0.020	0.502	1.000
25	1	0.109	0.386	1.000
25	17	0.091	0.184	1.000
25	19	0.402	0.179	1.000
25	21	0.015	0.250	1.000
27	1	0.158	0.174	1.000
27	10	0.019	0.219	1.000
27	14	0.200	0.121	1.000
27	17	0.128	0.085	1.000
27	21	0.150	0.086	1.000
27	22	0.415	0.231	1.000
27	29	0.033	0.085	1.000
28	0	0.865	0.170	1.000
28	8	0.271	0.051	1.000
28	10	0.016	0.254	1.000
28	15	0.395	0.130	1.000
28	20	0.264	0.207	1.000
28	21	0.152	0.032	1.000
28	25	0.194	0.059	1.000
28	28	0.660	0.097	1.000
29	9	0.194	0.847	1.000
29	26	0.352	0.153	1.000
