#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.034	0.953	1.184	0.428	0.889	1.000	0.791
1	0.026	1.325	1.446	0.307	0.849	1.000	0.947
2	0.105	0.587	1.056	0.522	0.980	1.000	0.951
3	0.024	1.369	1.420	0.638	0.765	1.000	0.764
4	0.138	1.254	1.203	0.111	0.802	1.000	0.715
5	0.049	0.949	1.065	0.296	0.547	1.000	0.766
6	1.000	1.188	1.363	0.781	0.767	0.000	0.582
7	0.035	1.375	1.218	0.926	0.892	1.000	0.547
8	0.102	1.126	1.242	0.331	0.825	1.000	0.758
9	1.000	0.719	1.277	0.217	0.661	0.000	0.959
10	0.035	0.996	1.448	0.957	0.564	1.000	0.823
11	0.181	0.707	1.376	0.260	0.563	1.000	0.648
12	0.080	1.469	1.365	0.043	0.753	1.000	0.688
13	0.042	0.801	1.164	0.585	0.837	1.000	0.717
14	0.071	1.496	1.155	0.711	0.783	1.000	0.546
15	0.195	1.427	1.394	0.672	0.772	1.000	0.908
16	0.102	1.280	1.154	0.608	0.649	1.000	0.579
17	0.038	1.155	1.230	0.099	0.647	1.000	0.675
18	0.157	0.688	1.347	0.784	0.819	1.000	0.823
19	0.128	1.459	1.202	0.068	0.712	1.000	0.982
20	0.102	0.746	1.256	0.357	0.589	1.000	0.523
21	0.246	1.114	1.049	0.119	0.889	1.000	0.599
22	0.393	0.572	1.110	0.702	0.971	1.000	0.531
23	0.023	0.722	1.077	0.202	0.739	1.000	0.557
24	0.097	0.944	1.293	0.852	0.644	1.000	0.574
25	1.000	0.845	1.208	0.436	0.992	0.000	0.971
26	0.025	0.818	1.373	0.385	0.572	1.000	0.584
27	1.000	1.464	1.272	0.430	0.670	0.000	0.575
28	1.000	1.472	1.285	0.312	0.713	0.000	0.607
29	0.393	1.491	1.339	0.577	0.634	1.000	0.981
#From	To	chi[to]	beta[fr]	lambda
0	0	0.142	0.685	1.000
0	17	0.035	0.315	1.000
1	0	0.055	0.116	1.000
1	3	0.069	0.175	1.000
1	7	0.116	0.192	1.000
1	10	0.160	0.172	1.000
1	17	0.068	0.026	1.000
1	23	0.039	0.187	1.000
1	26	0.071	0.133	1.000
2	0	0.100	0.292	1.000
2	3	0.171	0.130	1.000
2	7	0.006	0.114	1.000
2	10	0.051	0.190	1.000
2	17	0.106	0.257	1.000
2	26	0.133	0.017	1.000
3	0	0.072	1.000	1.000
4	2	0.073	0.116	1.000
4	5	0.140	0.124	1.000
4	10	0.052	0.114	1.000
4	13	0.392	0.170	1.000
4	14	0.098	0.143	1.000
4	17	0.048	0.018	1.000
4	23	0.223	0.149	1.000
4	26	0.127	0.166	1.000
5	2	0.076	0.034	1.000
5	5	0.080	0.181	1.000
5	10	0.090	0.157	1.000
5	13	0.125	0.036	1.000
5	14	0.088	0.069	1.000
5	17	0.095	0.142	1.000
5	23	0.214	0.185	1.000
5	26	0.076	0.196	1.000
6	2	0.021	0.059	1.000
6	4	0.202	0.033	1.000
6	8	0.203	0.083	1.000
6	11	0.098	0.087	1.000
6	14	0.089	0.133	1.000
6	16	0.476	0.160	1.000
6	18	0.106	0.133	1.000
6	19	0.163	0.106	1.000
6	20	0.496	0.207	1.000
7	0	0.150	0.319	1.000
7	7	0.035	0.217	1.000
7	10	0.072	0.073	1.000
7	17	0.093	0.016	1.000
7	23	0.053	0.123	1.000
7	26	0.095	0.252	1.000
8	2	0.097	0.141	1.000
8	5	0.023	0.047	1.000
8	11	0.130	0.137	1.000
8	13	0.212	0.158	1.000
8	14	0.037	0.246	1.000
8	19	0.056	0.271	1.000
9	0	0.005	0.335	1.000
9	12	0.091	0.444	1.000
9	17	0.018	0.221	1.000
10	5	0.104	0.096	1.000
10	7	0.184	0.065	1.000
10	10	0.009	0.291	1.000
10	14	0.093	0.184	1.000
10	17	0.031	0.148	1.000
10	23	0.063	0.187	1.000
10	26	0.077	0.028	1.000
11	2	0.027	0.219	1.000
11	4	0.211	0.202	1.000
11	8	0.022	0.146	1.000
11	11	0.087	0.148	1.000
11	14	0.054	0.090	1.000
11	16	0.377	0.072	1.000
11	18	0.217	0.003	1.000
11	19	0.051	0.068	1.000
11	20	0.152	0.052	1.000
12	0	0.055	0.561	1.000
12	3	0.208	0.014	1.000
12	12	0.133	0.368	1.000
12	17	0.010	0.057	1.000
13	1	0.649	0.053	1.000
13	5	0.170	0.164	1.000
13	7	0.217	0.160	1.000
13	10	0.046	0.065	1.000
13	14	0.081	0.167	1.000
13	17	0.099	0.085	1.000
13	23	0.019	0.152	1.000
13	26	0.078	0.153	1.000
14	5	0.211	0.124	1.000
14	7	0.081	0.184	1.000
14	10	0.013	0.243	1.000
14	17	0.030	0.030	1.000
14	23	0.132	0.175	1.000
14	26	0.061	0.244	1.000
15	2	0.108	0.139	1.000
15	5	0.086	0.063	1.000
15	13	0.272	0.045	1.000
15	14	0.053	0.278	1.000
15	17	0.006	0.195	1.000
15	19	0.031	0.280	1.000
16	5	0.117	0.025	1.000
16	7	0.148	0.084	1.000
16	10	0.056	0.078	1.000
16	14	0.038	0.072	1.000
16	17	0.107	0.072	1.000
16	23	0.223	0.225	1.000
16	26	0.072	0.444	1.000
17	0	0.065	0.150	1.000
17	3	0.211	0.245	1.000
17	12	0.086	0.274	1.000
17	17	0.069	0.332	1.000
18	0	0.085	0.049	1.000
18	3	0.038	0.058	1.000
18	7	0.042	0.085	1.000
18	10	0.160	0.222	1.000
18	12	0.472	0.241	1.000
18	17	0.059	0.260	1.000
18	26	0.116	0.085	1.000
19	0	0.089	0.062	1.000
19	3	0.185	0.166	1.000
19	7	0.130	0.145	1.000
19	10	0.117	0.269	1.000
19	17	0.005	0.163	1.000
19	26	0.003	0.195	1.000
20	1	0.351	0.185	1.000
20	2	0.087	0.072	1.000
20	5	0.067	0.069	1.000
20	10	0.091	0.165	1.000
20	14	0.069	0.147	1.000
20	17	0.048	0.216	1.000
20	23	0.034	0.012	1.000
20	26	0.035	0.135	1.000
21	2	0.089	0.040	1.000
21	4	0.205	0.144	1.000
21	11	0.092	0.129	1.000
21	14	0.100	0.194	1.000
21	15	0.126	0.067	1.000
21	18	0.041	0.091	1.000
21	19	0.112	0.230	1.000
21	24	1.000	0.106	1.000
22	2	0.115	0.014	1.000
22	4	0.136	0.011	1.000
22	11	0.164	0.105	1.000
22	14	0.013	0.111	1.000
22	18	0.114	0.170	1.000
22	19	0.115	0.116	1.000
22	21	0.655	0.263	1.000
22	29	0.409	0.210	1.000
23	0	0.105	0.326	1.000
23	3	0.119	0.246	1.000
23	7	0.042	0.062	1.000
23	10	0.082	0.007	1.000
23	12	0.219	0.005	1.000
23	17	0.074	0.041	1.000
23	26	0.054	0.312	1.000
24	2	0.089	0.073	1.000
24	4	0.185	0.175	1.000
24	8	0.775	0.101	1.000
24	11	0.163	0.108	1.000
24	14	0.005	0.196	1.000
24	16	0.147	0.006	1.000
24	18	0.062	0.106	1.000
24	19	0.090	0.144	1.000
24	20	0.352	0.090	1.000
25	2	0.004	0.049	1.000
25	4	0.027	0.246	1.000
25	11	0.015	0.035	1.000
25	14	0.068	0.024	1.000
25	15	0.874	0.312	1.000
25	18	0.217	0.248	1.000
25	19	0.166	0.012	1.000
25	29	0.407	0.075	1.000
26	0	0.078	1.000	1.000
27	2	0.047	0.024	1.000
27	11	0.121	0.167	1.000
27	14	0.021	0.114	1.000
27	18	0.147	0.343	1.000
27	19	0.094	0.166	1.000
27	21	0.345	0.169	1.000
27	29	0.056	0.017	1.000
28	2	0.118	0.736	1.000
28	22	1.000	0.264	1.000
29	2	0.048	0.047	1.000
29	4	0.032	0.019	1.000
29	11	0.129	0.052	1.000
29	14	0.093	0.389	1.000
29	18	0.096	0.250	1.000
29	19	0.121	0.043	1.000
29	29	0.128	0.200	1.000
