#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.270	1.360	1.145	0.025	0.516	1.000	0.967
1	0.094	0.894	1.188	0.093	0.762	1.000	0.000
2	0.393	0.906	1.378	0.418	0.770	1.000	0.535
3	0.129	0.581	1.500	0.910	0.608	1.000	0.999
4	0.106	0.939	1.290	0.040	0.582	1.000	0.838
5	1.000	0.786	1.150	0.327	0.903	0.000	0.765
6	0.106	0.975	1.065	0.486	0.897	1.000	0.951
7	0.144	1.046	1.326	0.492	0.885	1.000	0.710
8	0.393	0.953	1.484	0.141	0.683	1.000	0.539
9	0.151	1.292	1.080	0.990	0.552	1.000	0.953
10	1.000	0.805	1.068	0.964	0.705	0.000	0.671
11	0.106	1.402	1.313	0.960	0.560	1.000	0.889
12	0.393	1.403	1.386	0.870	0.883	1.000	0.864
13	1.000	1.027	1.093	0.543	0.658	0.000	0.913
14	0.393	1.202	1.160	0.130	0.748	1.000	0.780
15	0.246	1.314	1.142	0.228	0.760	1.000	0.845
16	0.122	1.470	1.271	0.137	0.560	1.000	0.909
17	1.000	1.190	1.288	0.235	0.920	0.000	0.922
18	1.000	0.999	1.012	0.870	0.690	0.000	0.605
19	0.228	1.039	1.339	0.903	0.506	1.000	0.856
20	0.151	0.735	1.412	0.135	0.589	1.000	0.714
21	0.106	0.869	1.063	0.847	0.706	1.000	0.539
22	0.311	0.818	1.080	0.368	0.601	1.000	0.624
23	1.000	0.636	1.433	0.825	0.871	0.000	0.804
24	1.000	1.394	1.031	0.244	0.745	0.000	0.884
25	1.000	1.069	1.443	0.981	0.555	0.000	0.630
26	0.270	1.334	1.081	0.734	0.712	1.000	0.673
27	0.627	0.836	1.404	0.333	0.975	1.000	0.646
28	0.234	1.077	1.442	0.467	0.619	1.000	0.931
29	0.266	0.863	1.017	0.288	0.689	1.000	0.941
#From	To	chi[to]	beta[fr]	lambda
0	3	0.020	0.384	1.000
0	7	0.097	0.006	1.000
0	16	0.095	0.432	1.000
0	20	0.062	0.178	1.000
1	1	0.127	1.000	1.000
2	1	0.086	0.128	1.000
2	3	0.087	0.137	1.000
2	20	0.123	0.735	1.000
3	1	0.182	1.000	1.000
4	1	0.014	1.000	1.000
5	0	0.284	0.224	1.000
5	12	0.196	0.189	1.000
5	15	0.019	0.347	1.000
5	26	0.227	0.058	1.000
5	29	0.023	0.181	1.000
6	1	0.047	1.000	1.000
7	1	0.030	1.000	1.000
8	0	0.300	0.071	1.000
8	12	0.139	0.128	1.000
8	15	0.416	0.220	1.000
8	26	0.047	0.305	1.000
8	29	0.244	0.276	1.000
9	3	0.011	0.550	1.000
9	16	0.102	0.239	1.000
9	20	0.004	0.212	1.000
10	9	0.210	0.007	1.000
10	19	0.566	0.190	1.000
10	22	0.858	0.302	1.000
10	27	0.680	0.294	1.000
10	29	0.261	0.206	1.000
11	3	0.095	0.283	1.000
11	16	0.051	0.239	1.000
11	20	0.087	0.477	1.000
12	0	0.184	0.080	1.000
12	12	0.125	0.504	1.000
12	15	0.232	0.180	1.000
12	26	0.242	0.017	1.000
12	29	0.202	0.219	1.000
13	0	0.026	0.246	1.000
13	2	1.000	0.273	1.000
13	8	1.000	0.169	1.000
13	26	0.028	0.312	1.000
14	3	0.052	0.376	1.000
14	7	0.152	0.146	1.000
14	16	0.009	0.334	1.000
14	20	0.047	0.144	1.000
15	3	0.094	0.198	1.000
15	7	0.160	0.267	1.000
15	16	0.106	0.199	1.000
15	20	0.031	0.336	1.000
16	1	0.275	1.000	1.000
17	3	0.101	0.031	1.000
17	7	0.028	0.264	1.000
17	16	0.040	0.357	1.000
17	20	0.008	0.347	1.000
18	1	0.155	1.000	1.000
19	3	0.058	0.445	1.000
19	7	0.173	0.155	1.000
19	16	0.127	0.024	1.000
19	20	0.043	0.375	1.000
20	3	0.071	0.358	1.000
20	7	0.193	0.306	1.000
20	16	0.147	0.107	1.000
20	20	0.131	0.228	1.000
21	1	0.084	1.000	1.000
22	3	0.097	0.145	1.000
22	4	0.722	0.070	1.000
22	6	0.656	0.171	1.000
22	9	0.117	0.114	1.000
22	11	0.498	0.183	1.000
22	19	0.403	0.084	1.000
22	21	0.022	0.158	1.000
22	28	0.858	0.076	1.000
23	3	0.106	0.202	1.000
23	7	0.197	0.288	1.000
23	16	0.032	0.185	1.000
23	20	0.039	0.325	1.000
24	3	0.064	0.341	1.000
24	16	0.010	0.235	1.000
24	20	0.122	0.425	1.000
25	0	0.206	0.057	1.000
25	12	0.540	0.227	1.000
25	14	1.000	0.235	1.000
25	15	0.332	0.122	1.000
25	26	0.457	0.231	1.000
25	29	0.126	0.128	1.000
26	3	0.079	0.159	1.000
26	9	0.342	0.215	1.000
26	11	0.328	0.128	1.000
26	16	0.016	0.199	1.000
26	20	0.088	0.080	1.000
26	21	0.184	0.219	1.000
27	3	0.039	0.150	1.000
27	9	0.218	0.306	1.000
27	19	0.030	0.021	1.000
27	22	0.142	0.232	1.000
27	27	0.320	0.287	1.000
27	29	0.144	0.004	1.000
28	3	0.002	0.171	1.000
28	4	0.278	0.135	1.000
28	6	0.344	0.066	1.000
28	9	0.057	0.191	1.000
28	11	0.159	0.118	1.000
28	16	0.109	0.168	1.000
28	20	0.094	0.068	1.000
28	21	0.607	0.045	1.000
28	28	0.114	0.038	1.000
29	3	0.026	0.093	1.000
29	9	0.056	0.160	1.000
29	11	0.015	0.092	1.000
29	16	0.157	0.233	1.000
29	20	0.122	0.235	1.000
29	21	0.188	0.115	1.000
29	28	0.028	0.071	1.000
