#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.739	1.294	0.562	0.538	0.000	0.981
1	1.000	1.055	1.313	0.375	0.781	0.000	0.585
2	1.000	0.565	1.109	0.661	0.700	0.000	0.862
3	0.176	1.364	1.145	0.220	0.609	1.000	0.000
4	0.057	0.890	1.301	0.080	0.901	1.000	0.855
5	0.083	1.407	1.345	0.995	0.790	1.000	0.000
6	0.108	1.289	1.416	0.101	0.541	1.000	0.815
7	1.000	1.122	1.461	0.730	0.543	0.000	0.775
8	0.058	1.045	1.320	0.850	0.574	1.000	0.867
9	0.393	1.307	1.464	0.403	0.553	1.000	0.949
10	0.393	0.518	1.482	0.244	0.718	1.000	0.937
11	0.393	0.567	1.338	0.012	0.825	1.000	0.550
12	0.154	0.864	1.046	0.116	0.995	1.000	0.793
13	0.142	1.177	1.304	0.005	0.972	1.000	0.899
14	0.156	1.027	1.068	0.285	0.726	1.000	0.915
15	0.246	0.564	1.330	0.560	0.689	1.000	0.912
16	0.124	0.819	1.304	0.077	0.838	1.000	0.648
17	1.000	1.205	1.329	0.302	0.913	0.000	0.903
18	0.211	1.016	1.045	0.624	0.998	1.000	0.634
19	0.154	0.698	1.435	0.376	0.708	1.000	0.859
#From	To	chi[to]	beta[fr]	lambda
0	5	0.119	0.111	1.000
0	6	0.077	0.574	1.000
0	14	0.191	0.316	1.000
1	3	0.072	0.506	1.000
1	9	1.000	0.058	1.000
1	11	1.000	0.183	1.000
1	19	0.158	0.254	1.000
2	5	0.080	0.282	1.000
2	6	0.027	0.150	1.000
2	13	0.093	0.070	1.000
2	14	0.183	0.199	1.000
2	15	0.363	0.157	1.000
2	16	0.189	0.096	1.000
2	18	0.602	0.046	1.000
4	5	0.037	0.968	1.000
4	6	0.085	0.032	1.000
6	4	0.237	0.052	1.000
6	5	0.188	0.149	1.000
6	6	0.024	0.191	1.000
6	8	0.376	0.077	1.000
6	13	0.156	0.234	1.000
6	14	0.103	0.091	1.000
6	16	0.129	0.207	1.000
7	3	0.027	0.080	1.000
7	10	0.220	0.333	1.000
7	14	0.100	0.061	1.000
7	15	0.388	0.527	1.000
8	5	0.169	0.752	1.000
8	6	0.113	0.248	1.000
9	3	0.180	0.038	1.000
9	5	0.017	0.145	1.000
9	6	0.093	0.079	1.000
9	10	0.411	0.087	1.000
9	13	0.179	0.236	1.000
9	14	0.044	0.200	1.000
9	15	0.077	0.203	1.000
9	18	0.090	0.012	1.000
10	5	0.068	0.258	1.000
10	6	0.089	0.171	1.000
10	10	0.369	0.089	1.000
10	13	0.102	0.178	1.000
10	14	0.015	0.218	1.000
10	15	0.172	0.061	1.000
10	18	0.307	0.025	1.000
11	3	0.164	0.108	1.000
11	12	1.000	0.377	1.000
11	19	0.457	0.515	1.000
12	3	0.161	0.698	1.000
12	19	0.385	0.302	1.000
13	4	0.020	0.080	1.000
13	5	0.091	0.106	1.000
13	6	0.139	0.227	1.000
13	8	0.117	0.074	1.000
13	13	0.089	0.175	1.000
13	14	0.081	0.326	1.000
13	16	0.265	0.011	1.000
14	4	0.189	0.260	1.000
14	5	0.137	0.075	1.000
14	6	0.112	0.151	1.000
14	13	0.289	0.228	1.000
14	14	0.042	0.011	1.000
14	16	0.278	0.276	1.000
15	5	0.018	0.117	1.000
15	6	0.024	0.396	1.000
15	14	0.134	0.443	1.000
15	16	0.031	0.044	1.000
16	4	0.300	0.209	1.000
16	5	0.048	0.046	1.000
16	6	0.086	0.275	1.000
16	13	0.092	0.215	1.000
16	14	0.067	0.185	1.000
16	16	0.103	0.070	1.000
17	3	0.177	1.000	1.000
18	4	0.254	0.179	1.000
18	5	0.028	0.177	1.000
18	6	0.131	0.044	1.000
18	8	0.507	0.028	1.000
18	14	0.038	0.466	1.000
18	16	0.006	0.107	1.000
19	3	0.218	1.000	1.000
