#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.084	1.372	0.692	0.655	0.000	0.534
1	1.000	1.041	1.036	0.184	0.707	0.000	0.887
2	0.627	1.165	1.261	0.949	0.760	1.000	0.779
3	0.154	0.915	1.226	0.564	0.560	1.000	0.668
4	1.000	0.549	1.239	0.001	0.832	0.000	0.939
5	1.000	1.138	1.132	0.144	0.797	0.000	0.991
6	0.195	1.491	1.396	0.485	0.877	1.000	0.522
7	0.103	0.711	1.102	0.430	0.786	1.000	0.626
8	1.000	1.459	1.370	0.992	0.825	0.000	0.679
9	1.000	0.853	1.259	0.610	0.549	0.000	0.697
10	0.068	1.375	1.298	0.686	0.541	1.000	0.871
11	0.168	0.584	1.381	0.374	0.886	1.000	0.500
12	0.225	1.202	1.291	0.827	0.565	1.000	0.980
13	0.196	0.851	1.358	0.002	0.821	1.000	0.824
14	0.393	1.066	1.096	0.429	0.762	1.000	0.774
15	0.097	0.703	1.472	0.331	0.807	1.000	0.618
16	0.157	0.781	1.080	0.805	0.548	1.000	0.626
17	0.393	0.909	1.147	0.110	0.761	1.000	0.558
18	0.155	0.613	1.272	0.183	0.549	1.000	0.678
19	0.143	0.944	1.039	0.226	0.711	1.000	0.689
20	0.186	0.858	1.357	0.316	0.682	1.000	0.933
21	0.149	0.917	1.101	0.862	0.548	1.000	0.567
22	0.393	0.945	1.415	0.463	0.909	1.000	0.578
23	0.154	0.743	1.150	0.300	0.920	1.000	0.983
24	0.393	0.526	1.272	0.610	0.774	1.000	0.544
25	1.000	0.755	1.078	0.923	0.891	0.000	0.722
26	0.105	1.163	1.365	0.149	0.698	1.000	0.000
27	0.158	0.788	1.227	0.637	0.701	1.000	0.867
28	0.157	0.800	1.307	0.933	0.957	1.000	0.910
29	1.000	1.436	1.405	0.758	0.933	0.000	0.998
#From	To	chi[to]	beta[fr]	lambda
0	6	0.036	0.213	1.000
0	12	0.132	0.205	1.000
0	16	0.163	0.284	1.000
0	19	0.006	0.146	1.000
0	28	0.016	0.152	1.000
1	2	0.333	0.223	1.000
1	6	0.099	0.052	1.000
1	16	0.118	0.144	1.000
1	19	0.012	0.295	1.000
1	27	0.228	0.200	1.000
1	28	0.177	0.086	1.000
2	2	0.667	0.220	1.000
2	6	0.174	0.191	1.000
2	16	0.160	0.105	1.000
2	19	0.077	0.351	1.000
2	28	0.206	0.133	1.000
3	15	0.107	0.125	1.000
3	16	0.198	0.254	1.000
3	19	0.089	0.192	1.000
3	20	0.078	0.186	1.000
3	27	0.142	0.227	1.000
3	28	0.044	0.016	1.000
4	14	1.000	0.294	1.000
4	17	1.000	0.221	1.000
4	22	1.000	0.163	1.000
4	24	1.000	0.136	1.000
4	27	0.133	0.186	1.000
5	16	0.008	0.323	1.000
5	19	0.047	0.309	1.000
5	20	0.325	0.009	1.000
5	27	0.009	0.063	1.000
5	28	0.064	0.297	1.000
6	7	0.042	0.687	1.000
6	26	0.052	0.313	1.000
7	7	0.096	0.663	1.000
7	26	0.059	0.337	1.000
8	26	0.087	1.000	1.000
9	6	0.178	0.070	1.000
9	12	0.158	0.114	1.000
9	13	0.372	0.199	1.000
9	16	0.084	0.164	1.000
9	19	0.060	0.206	1.000
9	28	0.027	0.247	1.000
10	26	0.028	1.000	1.000
11	10	0.439	0.143	1.000
11	11	0.168	0.269	1.000
11	19	0.080	0.065	1.000
11	21	0.281	0.303	1.000
11	26	0.104	0.220	1.000
12	7	0.245	0.181	1.000
12	21	0.279	0.264	1.000
12	26	0.002	0.555	1.000
13	10	0.308	0.058	1.000
13	11	0.425	0.236	1.000
13	19	0.068	0.250	1.000
13	21	0.099	0.241	1.000
13	26	0.050	0.215	1.000
14	13	0.385	0.142	1.000
14	18	0.371	0.345	1.000
14	19	0.084	0.337	1.000
14	26	0.102	0.175	1.000
15	6	0.128	0.234	1.000
15	16	0.015	0.231	1.000
15	19	0.026	0.417	1.000
15	28	0.120	0.117	1.000
16	6	0.143	0.134	1.000
16	12	0.304	0.207	1.000
16	13	0.156	0.102	1.000
16	18	0.485	0.212	1.000
16	19	0.015	0.082	1.000
16	26	0.046	0.262	1.000
17	3	1.000	0.026	1.000
17	15	0.893	0.064	1.000
17	16	0.032	0.134	1.000
17	19	0.004	0.038	1.000
17	20	0.186	0.176	1.000
17	23	1.000	0.290	1.000
17	27	0.232	0.137	1.000
17	28	0.069	0.134	1.000
18	7	0.129	0.521	1.000
18	26	0.086	0.479	1.000
19	7	0.214	0.616	1.000
19	26	0.011	0.384	1.000
20	16	0.018	0.238	1.000
20	19	0.078	0.066	1.000
20	20	0.253	0.150	1.000
20	27	0.152	0.238	1.000
