#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.246	1.213	1.442	0.777	0.795	1.000	0.655
1	0.393	0.958	1.187	0.849	0.731	1.000	0.945
2	1.000	1.498	1.390	0.235	0.562	0.000	0.819
3	1.000	1.474	1.402	0.318	0.547	0.000	0.916
4	0.311	1.184	1.042	0.613	0.525	1.000	0.000
5	0.122	1.342	1.475	0.532	0.822	1.000	0.843
6	0.048	0.670	1.449	0.025	0.554	1.000	0.517
7	1.000	1.419	1.034	0.018	0.629	0.000	0.612
8	0.154	1.310	1.246	0.305	0.747	1.000	0.762
9	1.000	1.304	1.316	0.218	0.918	0.000	0.989
#From	To	chi[to]	beta[fr]	lambda
0	5	0.381	1.000	1.000
1	0	0.463	0.244	1.000
1	8	1.000	0.756	1.000
2	1	0.829	1.000	1.000
3	1	0.171	1.000	1.000
4	4	0.332	1.000	1.000
5	5	0.404	0.475	1.000
5	6	1.000	0.525	1.000
6	5	0.215	1.000	1.000
7	0	0.537	0.598	1.000
7	4	0.106	0.402	1.000
8	4	0.351	1.000	1.000
9	4	0.211	1.000	1.000
