#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	0.650	1.028	0.003	0.691	1.000	0.598
1	0.393	1.389	1.395	0.939	0.644	1.000	0.928
2	1.000	0.906	1.006	0.089	0.749	0.000	0.901
3	1.000	0.788	1.209	0.373	0.722	0.000	0.606
4	0.148	1.277	1.434	0.262	0.620	1.000	0.949
5	1.000	1.090	1.176	0.743	0.906	0.000	0.763
6	0.260	1.441	1.190	0.545	0.752	1.000	0.533
7	0.135	1.487	1.295	0.725	0.778	1.000	0.587
8	1.000	0.676	1.386	0.442	0.998	0.000	0.838
9	0.236	1.342	1.267	0.898	0.517	1.000	0.687
10	1.000	0.577	1.089	0.085	0.981	0.000	0.655
11	0.152	1.107	1.115	0.609	0.930	1.000	0.816
12	0.393	1.475	1.460	0.351	0.630	1.000	0.875
13	1.000	0.597	1.487	0.855	0.504	0.000	0.806
14	1.000	1.459	1.247	0.143	0.771	0.000	0.872
15	0.251	1.156	1.048	0.377	0.619	1.000	0.958
16	1.000	1.238	1.280	0.724	0.961	0.000	0.591
17	0.288	1.073	1.279	0.704	0.574	1.000	0.943
18	0.326	0.781	1.105	0.723	0.610	1.000	0.740
19	0.235	0.772	1.086	0.909	0.743	1.000	0.510
#From	To	chi[to]	beta[fr]	lambda
0	4	0.011	0.070	1.000
0	7	0.159	0.930	1.000
1	6	0.237	0.302	1.000
1	9	0.099	0.314	1.000
1	19	0.499	0.384	1.000
2	0	1.000	0.248	1.000
2	9	0.064	0.164	1.000
2	15	0.030	0.215	1.000
2	19	0.012	0.373	1.000
3	6	0.194	0.389	1.000
3	9	0.090	0.208	1.000
3	18	0.224	0.403	1.000
4	4	0.107	0.140	1.000
4	7	0.004	0.495	1.000
4	11	0.256	0.365	1.000
5	1	0.463	0.723	1.000
5	12	1.000	0.277	1.000
6	4	0.059	0.145	1.000
6	7	0.050	0.252	1.000
6	9	0.092	0.276	1.000
6	15	0.301	0.327	1.000
7	4	0.173	0.745	1.000
7	7	0.093	0.255	1.000
8	1	0.537	0.018	1.000
8	9	0.172	0.518	1.000
8	17	0.046	0.425	1.000
8	18	0.232	0.039	1.000
9	4	0.054	0.430	1.000
9	7	0.208	0.326	1.000
9	11	0.524	0.244	1.000
10	4	0.061	0.196	1.000
10	7	0.175	0.804	1.000
11	4	0.012	0.540	1.000
11	7	0.072	0.048	1.000
11	11	0.031	0.413	1.000
12	9	0.149	0.227	1.000
12	17	0.336	0.396	1.000
12	18	0.114	0.377	1.000
13	6	0.149	0.169	1.000
13	9	0.091	0.354	1.000
13	17	0.618	0.406	1.000
13	18	0.175	0.070	1.000
14	6	0.221	0.036	1.000
14	9	0.060	0.291	1.000
14	18	0.255	0.673	1.000
15	4	0.199	0.321	1.000
15	7	0.134	0.657	1.000
15	11	0.189	0.023	1.000
16	4	0.172	0.094	1.000
16	9	0.082	0.114	1.000
16	15	0.669	0.606	1.000
16	19	0.133	0.185	1.000
17	4	0.044	0.502	1.000
17	7	0.066	0.290	1.000
17	9	0.065	0.208	1.000
18	6	0.200	0.607	1.000
18	9	0.036	0.310	1.000
18	19	0.355	0.083	1.000
19	4	0.109	0.637	1.000
19	7	0.040	0.363	1.000
