#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.026	1.172	1.320	0.761	0.778	1.000	0.595
1	1.000	0.885	1.449	0.917	0.729	0.000	0.815
2	0.040	0.680	1.473	0.618	0.852	1.000	0.654
3	0.022	0.774	1.077	0.806	0.921	1.000	0.591
4	0.027	1.290	1.212	0.374	0.525	1.000	0.000
5	0.246	0.771	1.246	0.726	0.842	1.000	0.914
6	0.059	0.852	1.304	0.808	0.868	1.000	0.814
7	0.044	1.163	1.113	0.586	0.522	1.000	0.925
8	0.031	1.301	1.306	0.341	0.680	1.000	0.000
9	0.177	0.590	1.151	0.031	0.811	1.000	0.873
10	1.000	1.198	1.480	0.535	0.592	0.000	0.719
11	0.033	0.614	1.114	0.148	0.798	1.000	0.852
12	0.219	0.790	1.285	0.570	0.853	1.000	0.549
13	0.041	0.716	1.369	0.679	0.651	1.000	0.000
14	0.107	1.106	1.480	0.754	0.947	1.000	0.557
15	0.393	1.429	1.348	0.348	0.513	1.000	0.808
16	0.042	1.318	1.032	0.854	0.822	1.000	0.685
17	0.065	1.491	1.359	0.186	0.801	1.000	0.793
18	0.022	0.608	1.271	0.039	0.607	1.000	0.981
19	0.044	1.334	1.149	0.208	0.570	1.000	0.554
20	0.393	0.792	1.224	0.613	0.531	1.000	0.729
21	0.067	1.491	1.357	0.488	0.868	1.000	0.561
22	0.033	0.858	1.030	0.308	0.527	1.000	0.837
23	0.074	0.560	1.440	0.105	0.673	1.000	0.731
24	0.074	0.508	1.312	0.498	0.780	1.000	0.951
25	0.272	1.477	1.476	0.763	0.607	1.000	0.520
26	0.170	1.054	1.288	0.797	0.600	1.000	0.602
27	0.064	1.419	1.149	0.448	0.521	1.000	0.901
28	0.027	0.960	1.352	0.014	0.797	1.000	0.692
29	0.188	1.116	1.418	0.407	0.863	1.000	0.750
#From	To	chi[to]	beta[fr]	lambda
0	2	0.034	0.012	1.000
0	3	0.217	0.268	1.000
0	6	0.116	0.069	1.000
0	16	0.094	0.148	1.000
0	17	0.123	0.116	1.000
0	18	0.343	0.012	1.000
0	22	0.070	0.081	1.000
0	27	0.124	0.246	1.000
0	28	0.083	0.049	1.000
1	2	0.116	0.385	1.000
1	5	0.289	0.040	1.000
1	9	0.202	0.181	1.000
1	27	0.033	0.303	1.000
1	29	0.246	0.091	1.000
2	4	0.150	0.448	1.000
2	28	0.071	0.552	1.000
3	13	0.301	1.000	1.000
4	4	0.234	1.000	1.000
5	2	0.046	0.177	1.000
5	6	0.244	0.403	1.000
5	9	0.093	0.032	1.000
5	12	0.223	0.039	1.000
5	27	0.078	0.172	1.000
5	29	0.164	0.178	1.000
6	2	0.112	0.056	1.000
6	3	0.162	0.097	1.000
6	8	0.323	0.152	1.000
6	11	0.075	0.123	1.000
6	16	0.034	0.054	1.000
6	17	0.240	0.136	1.000
6	22	0.023	0.103	1.000
6	27	0.099	0.147	1.000
6	28	0.038	0.132	1.000
7	2	0.019	0.083	1.000
7	11	0.042	0.057	1.000
7	16	0.073	0.233	1.000
7	19	0.191	0.276	1.000
7	22	0.019	0.210	1.000
7	28	0.029	0.140	1.000
9	2	0.087	0.212	1.000
9	11	0.122	0.221	1.000
9	16	0.061	0.105	1.000
9	19	0.081	0.042	1.000
9	22	0.089	0.313	1.000
9	28	0.063	0.107	1.000
10	9	0.009	0.525	1.000
10	15	1.000	0.413	1.000
10	20	1.000	0.061	1.000
11	2	0.012	0.031	1.000
11	4	0.098	0.034	1.000
11	11	0.061	0.564	1.000
11	22	0.044	0.103	1.000
11	28	0.087	0.268	1.000
12	2	0.004	0.157	1.000
12	6	0.256	0.026	1.000
12	9	0.257	0.019	1.000
12	12	0.516	0.136	1.000
12	16	0.051	0.166	1.000
12	27	0.051	0.108	1.000
12	28	0.088	0.187	1.000
12	29	0.068	0.201	1.000
13	13	0.261	1.000	1.000
14	2	0.018	0.176	1.000
14	3	0.280	0.080	1.000
14	8	0.677	0.204	1.000
14	16	0.113	0.089	1.000
14	17	0.033	0.019	1.000
14	18	0.170	0.162	1.000
14	22	0.077	0.199	1.000
14	27	0.096	0.067	1.000
14	28	0.021	0.004	1.000
15	2	0.028	0.066	1.000
15	6	0.014	0.292	1.000
15	9	0.217	0.208	1.000
15	12	0.143	0.050	1.000
15	27	0.132	0.130	1.000
15	29	0.021	0.254	1.000
16	2	0.027	0.103	1.000
16	11	0.137	0.205	1.000
16	16	0.032	0.055	1.000
16	19	0.258	0.192	1.000
16	22	0.105	0.221	1.000
16	28	0.006	0.224	1.000
17	0	1.000	0.102	1.000
17	2	0.077	0.090	1.000
17	3	0.342	0.089	1.000
17	6	0.063	0.002	1.000
17	16	0.074	0.145	1.000
17	17	0.169	0.127	1.000
17	18	0.487	0.018	1.000
17	22	0.123	0.158	1.000
17	27	0.050	0.180	1.000
17	28	0.032	0.089	1.000
18	2	0.070	0.312	1.000
18	4	0.127	0.146	1.000
18	11	0.040	0.005	1.000
18	16	0.056	0.150	1.000
18	19	0.018	0.078	1.000
18	22	0.091	0.148	1.000
18	28	0.050	0.160	1.000
19	2	0.077	0.206	1.000
19	4	0.095	0.205	1.000
19	11	0.082	0.170	1.000
19	16	0.131	0.010	1.000
19	19	0.221	0.086	1.000
19	22	0.028	0.142	1.000
19	28	0.044	0.181	1.000
20	2	0.042	0.239	1.000
20	5	0.711	0.012	1.000
20	9	0.223	0.205	1.000
20	12	0.118	0.104	1.000
20	27	0.004	0.219	1.000
20	29	0.050	0.221	1.000
21	2	0.019	0.170	1.000
21	4	0.052	0.435	1.000
21	11	0.109	0.056	1.000
21	28	0.009	0.339	1.000
22	2	0.068	0.181	1.000
22	4	0.090	0.088	1.000
22	11	0.175	0.145	1.000
22	22	0.069	0.275	1.000
22	28	0.082	0.311	1.000
23	2	0.050	0.161	1.000
23	7	0.509	0.154	1.000
23	11	0.133	0.214	1.000
23	16	0.087	0.028	1.000
23	19	0.178	0.051	1.000
23	22	0.156	0.198	1.000
23	26	0.911	0.072	1.000
23	27	0.009	0.019	1.000
23	28	0.076	0.104	1.000
24	13	0.289	1.000	1.000
25	2	0.025	0.111	1.000
25	6	0.094	0.162	1.000
25	14	1.000	0.038	1.000
25	16	0.041	0.075	1.000
25	17	0.217	0.084	1.000
25	22	0.053	0.024	1.000
25	25	0.342	0.096	1.000
25	27	0.134	0.175	1.000
25	28	0.058	0.171	1.000
25	29	0.210	0.065	1.000
26	2	0.022	0.124	1.000
26	7	0.491	0.154	1.000
26	11	0.024	0.122	1.000
26	16	0.051	0.151	1.000
26	19	0.052	0.112	1.000
26	21	1.000	0.003	1.000
26	22	0.054	0.046	1.000
26	26	0.089	0.052	1.000
26	27	0.118	0.113	1.000
26	28	0.052	0.123	1.000
27	4	0.154	0.366	1.000
27	28	0.022	0.634	1.000
28	13	0.149	1.000	1.000
29	2	0.049	0.210	1.000
29	6	0.213	0.141	1.000
29	16	0.100	0.019	1.000
29	17	0.218	0.150	1.000
29	23	1.000	0.051	1.000
29	24	1.000	0.039	1.000
29	25	0.658	0.141	1.000
29	27	0.073	0.049	1.000
29	28	0.087	0.139	1.000
29	29	0.242	0.060	1.000
