#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.066	1.428	1.173	0.437	0.555	1.000	0.662
1	0.078	0.619	1.324	0.146	0.683	1.000	0.000
2	0.055	1.267	1.119	0.654	0.548	1.000	0.000
3	0.167	1.397	1.471	0.023	0.725	1.000	0.818
4	0.259	1.340	1.491	0.749	0.726	1.000	0.830
5	0.121	1.478	1.458	0.301	0.871	1.000	0.808
6	1.000	1.460	1.345	0.879	0.544	0.000	0.578
7	1.000	1.287	1.414	0.856	0.805	0.000	0.832
8	0.259	0.911	1.010	0.931	0.995	1.000	0.572
9	0.154	0.519	1.039	0.195	0.756	1.000	0.000
10	1.000	0.523	1.391	0.802	0.808	0.000	0.957
11	0.288	0.855	1.285	0.290	0.976	1.000	0.674
12	0.298	1.030	1.024	0.436	0.520	1.000	0.784
13	0.167	0.538	1.473	0.134	0.607	1.000	0.787
14	0.086	1.476	1.049	0.479	0.634	1.000	0.726
15	1.000	1.128	1.061	0.932	0.775	0.000	0.855
16	1.000	0.733	1.474	0.907	0.522	0.000	0.724
17	0.167	0.597	1.044	0.652	0.513	1.000	0.996
18	0.288	0.540	1.096	0.708	0.898	1.000	0.708
19	0.393	1.461	1.433	0.020	0.944	1.000	0.736
#From	To	chi[to]	beta[fr]	lambda
0	1	0.240	1.000	1.000
1	1	0.050	1.000	1.000
3	1	0.069	1.000	1.000
4	0	0.133	0.164	1.000
4	1	0.208	0.271	1.000
4	2	0.289	0.235	1.000
4	5	0.161	0.329	1.000
5	0	0.243	0.115	1.000
5	1	0.094	0.174	1.000
5	2	0.535	0.502	1.000
5	5	0.239	0.208	1.000
6	11	0.298	0.019	1.000
6	18	0.253	0.533	1.000
6	19	1.000	0.448	1.000
7	3	0.326	0.091	1.000
7	12	0.025	0.451	1.000
7	13	0.196	0.285	1.000
7	17	0.268	0.173	1.000
8	3	0.381	0.324	1.000
8	12	0.153	0.287	1.000
8	13	0.282	0.144	1.000
8	17	0.011	0.245	1.000
10	11	0.557	0.436	1.000
10	18	0.480	0.564	1.000
11	4	0.085	0.153	1.000
11	8	0.518	0.396	1.000
11	12	0.270	0.451	1.000
12	3	0.293	0.349	1.000
12	12	0.129	0.039	1.000
12	13	0.521	0.285	1.000
12	17	0.721	0.327	1.000
13	1	0.092	1.000	1.000
14	0	0.146	0.288	1.000
14	1	0.248	0.340	1.000
14	2	0.176	0.245	1.000
14	5	0.007	0.127	1.000
15	4	0.565	0.537	1.000
15	8	0.155	0.092	1.000
15	12	0.174	0.371	1.000
16	4	0.350	0.495	1.000
16	8	0.327	0.422	1.000
16	12	0.248	0.083	1.000
17	0	0.296	0.347	1.000
17	5	0.283	0.353	1.000
17	14	0.689	0.300	1.000
18	0	0.182	0.146	1.000
18	5	0.310	0.822	1.000
18	14	0.311	0.033	1.000
19	9	1.000	0.301	1.000
19	11	0.145	0.060	1.000
19	18	0.267	0.639	1.000
