#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.246	1.028	1.188	0.082	0.999	1.000	0.741
1	1.000	1.458	1.452	0.369	0.766	0.000	0.781
2	1.000	0.551	1.177	0.604	0.951	0.000	0.746
3	1.000	0.676	1.387	0.469	0.854	0.000	0.948
4	0.160	0.595	1.425	0.098	0.577	1.000	0.677
5	0.246	1.236	1.025	0.316	0.825	1.000	0.550
6	0.061	0.794	1.239	0.005	0.769	1.000	0.000
7	1.000	1.015	1.390	0.964	0.764	0.000	0.700
8	0.116	1.175	1.448	0.806	0.706	1.000	0.936
9	0.129	1.397	1.120	0.785	0.784	1.000	0.629
10	0.134	0.956	1.247	0.139	0.874	1.000	0.947
11	1.000	1.043	1.331	0.719	0.757	0.000	0.712
12	0.057	0.504	1.111	0.490	0.670	1.000	0.673
13	1.000	1.413	1.044	0.947	0.568	0.000	0.688
14	0.017	1.111	1.095	0.604	0.943	1.000	0.874
15	0.180	0.542	1.303	0.440	0.637	1.000	0.591
16	0.195	1.375	1.216	0.140	0.811	1.000	0.873
17	0.097	1.107	1.378	0.266	0.542	1.000	0.869
18	0.097	0.586	1.312	0.690	0.862	1.000	0.000
19	0.085	1.327	1.272	0.092	0.700	1.000	0.599
20	0.042	0.819	1.070	0.576	0.597	1.000	0.626
21	0.097	0.604	1.416	0.714	0.718	1.000	0.846
22	0.393	0.953	1.311	0.954	0.969	1.000	0.707
23	0.118	0.969	1.377	0.106	0.908	1.000	0.704
24	0.246	0.534	1.353	0.617	0.582	1.000	0.791
25	1.000	1.325	1.485	0.911	0.968	0.000	0.904
26	0.046	1.370	1.072	0.551	0.727	1.000	0.768
27	0.106	0.753	1.054	0.933	0.976	1.000	0.880
28	0.143	0.867	1.170	0.657	0.681	1.000	0.738
29	0.143	0.742	1.027	0.408	0.707	1.000	0.670
#From	To	chi[to]	beta[fr]	lambda
0	5	0.135	0.139	1.000
0	9	0.021	0.022	1.000
0	15	0.286	0.100	1.000
0	16	0.376	0.231	1.000
0	21	1.000	0.194	1.000
0	23	0.044	0.158	1.000
0	28	0.134	0.153	1.000
0	29	0.065	0.003	1.000
1	4	0.187	0.192	1.000
1	6	0.073	0.149	1.000
1	8	0.198	0.200	1.000
1	18	0.056	0.062	1.000
1	23	0.045	0.172	1.000
1	27	0.076	0.225	1.000
2	5	0.178	0.047	1.000
2	9	0.252	0.042	1.000
2	15	0.252	0.059	1.000
2	16	0.624	0.162	1.000
2	23	0.021	0.332	1.000
2	28	0.429	0.052	1.000
2	29	0.361	0.306	1.000
3	5	0.404	1.000	1.000
4	4	0.308	0.088	1.000
4	6	0.050	0.176	1.000
4	8	0.225	0.220	1.000
4	18	0.279	0.175	1.000
4	23	0.057	0.127	1.000
4	27	0.074	0.214	1.000
5	6	0.062	0.283	1.000
5	17	0.017	0.274	1.000
5	19	0.132	0.138	1.000
5	23	0.106	0.190	1.000
5	27	0.009	0.115	1.000
7	6	0.026	0.272	1.000
7	12	0.042	0.376	1.000
7	19	0.165	0.223	1.000
7	27	0.106	0.129	1.000
8	6	0.037	0.094	1.000
8	10	0.592	0.260	1.000
8	12	0.059	0.050	1.000
8	17	0.046	0.221	1.000
8	19	0.021	0.242	1.000
8	27	0.065	0.133	1.000
9	4	0.070	0.504	1.000
9	6	0.060	0.023	1.000
9	18	0.080	0.181	1.000
9	23	0.092	0.187	1.000
9	27	0.053	0.106	1.000
10	6	0.065	0.458	1.000
10	12	0.150	0.381	1.000
10	19	0.218	0.096	1.000
10	27	0.022	0.065	1.000
11	0	0.612	0.236	1.000
11	5	0.020	0.148	1.000
11	22	1.000	0.145	1.000
11	23	0.078	0.375	1.000
11	24	0.497	0.096	1.000
12	6	0.040	1.000	1.000
13	6	0.008	0.178	1.000
13	10	0.408	0.207	1.000
13	12	0.130	0.071	1.000
13	17	0.223	0.249	1.000
13	19	0.031	0.170	1.000
13	27	0.047	0.124	1.000
14	6	0.073	1.000	1.000
15	6	0.028	0.329	1.000
15	12	0.021	0.143	1.000
15	19	0.051	0.066	1.000
15	27	0.074	0.462	1.000
16	6	0.014	0.145	1.000
16	9	0.423	0.104	1.000
16	18	0.118	0.177	1.000
16	23	0.051	0.018	1.000
16	28	0.437	0.257	1.000
16	29	0.574	0.298	1.000
17	6	0.018	0.229	1.000
17	12	0.149	0.314	1.000
17	19	0.242	0.337	1.000
17	27	0.098	0.120	1.000
19	6	0.062	0.540	1.000
19	12	0.051	0.460	1.000
20	6	0.046	0.234	1.000
20	12	0.098	0.624	1.000
20	14	0.303	0.142	1.000
21	4	0.112	0.226	1.000
21	6	0.031	0.221	1.000
21	8	0.280	0.119	1.000
21	17	0.274	0.084	1.000
21	18	0.039	0.032	1.000
21	23	0.034	0.222	1.000
21	27	0.105	0.096	1.000
22	0	0.388	0.335	1.000
22	5	0.263	0.299	1.000
22	15	0.461	0.064	1.000
22	23	0.111	0.290	1.000
22	24	0.503	0.012	1.000
23	6	0.021	0.320	1.000
23	12	0.053	0.174	1.000
23	26	1.000	0.469	1.000
23	27	0.023	0.037	1.000
24	6	0.062	0.295	1.000
24	9	0.305	0.244	1.000
24	18	0.042	0.247	1.000
24	23	0.103	0.214	1.000
25	4	0.018	0.327	1.000
25	6	0.021	0.151	1.000
25	8	0.084	0.032	1.000
25	17	0.244	0.087	1.000
25	18	0.243	0.168	1.000
25	23	0.030	0.129	1.000
25	27	0.101	0.105	1.000
26	6	0.016	0.502	1.000
26	12	0.129	0.165	1.000
26	14	0.697	0.332	1.000
27	6	0.060	0.174	1.000
27	12	0.117	0.289	1.000
27	19	0.124	0.174	1.000
27	20	1.000	0.054	1.000
27	27	0.065	0.310	1.000
28	6	0.066	0.420	1.000
28	17	0.041	0.027	1.000
28	19	0.016	0.352	1.000
