#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.105	0.990	1.008	0.235	0.627	1.000	0.978
1	0.211	0.911	1.052	0.149	0.660	1.000	0.794
2	0.211	1.376	1.081	0.427	0.919	1.000	0.832
3	0.204	0.933	1.385	0.542	0.758	1.000	0.911
4	0.393	1.326	1.272	0.862	0.767	1.000	0.867
5	0.393	0.732	1.044	0.831	0.734	1.000	0.814
6	0.190	0.511	1.043	0.983	0.668	1.000	0.788
7	0.231	0.929	1.412	0.731	0.879	1.000	0.601
8	0.057	1.418	1.321	0.951	0.827	1.000	0.834
9	1.000	1.158	1.309	0.180	0.938	0.000	0.573
10	0.270	1.415	1.405	0.513	0.945	1.000	0.550
11	0.393	0.676	1.488	0.428	0.614	1.000	0.942
12	0.096	0.740	1.380	0.217	0.557	1.000	0.647
13	1.000	0.744	1.423	0.118	0.541	0.000	0.713
14	0.151	1.049	1.136	0.666	0.732	1.000	0.827
15	1.000	0.791	1.020	0.912	0.672	0.000	0.607
16	1.000	0.815	1.102	0.073	0.736	0.000	0.574
17	0.150	1.441	1.375	0.767	0.805	1.000	0.707
18	0.393	0.745	1.287	0.077	0.949	1.000	0.660
19	0.119	0.915	1.071	0.451	0.626	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	0	0.224	0.589	1.000
0	8	0.076	0.411	1.000
1	0	0.066	0.681	1.000
1	8	0.289	0.319	1.000
2	0	0.163	0.797	1.000
2	8	0.099	0.203	1.000
3	6	0.211	0.064	1.000
3	14	0.325	0.471	1.000
3	17	0.104	0.465	1.000
4	1	0.400	0.030	1.000
4	2	0.135	0.018	1.000
4	7	0.400	0.530	1.000
4	10	0.122	0.366	1.000
4	18	0.820	0.056	1.000
5	19	0.204	1.000	1.000
6	19	0.302	1.000	1.000
7	19	0.257	1.000	1.000
8	19	0.210	1.000	1.000
9	3	0.507	0.053	1.000
9	6	0.151	0.234	1.000
9	7	0.116	0.379	1.000
9	14	0.075	0.054	1.000
9	17	0.150	0.280	1.000
10	3	0.493	0.281	1.000
10	6	0.309	0.155	1.000
10	7	0.084	0.084	1.000
10	14	0.219	0.228	1.000
10	17	0.747	0.253	1.000
11	0	0.122	0.592	1.000
11	12	0.851	0.312	1.000
11	14	0.381	0.096	1.000
12	0	0.146	0.496	1.000
12	8	0.284	0.504	1.000
13	1	0.364	0.253	1.000
13	2	0.595	0.221	1.000
13	6	0.329	0.101	1.000
13	7	0.031	0.180	1.000
13	10	0.222	0.040	1.000
13	11	1.000	0.205	1.000
14	0	0.096	0.334	1.000
14	12	0.149	0.666	1.000
15	4	1.000	0.617	1.000
15	5	1.000	0.042	1.000
15	7	0.213	0.291	1.000
15	10	0.319	0.049	1.000
16	10	0.132	1.000	1.000
17	0	0.183	0.930	1.000
17	8	0.252	0.070	1.000
18	1	0.236	0.109	1.000
18	2	0.270	0.421	1.000
18	7	0.155	0.178	1.000
18	10	0.206	0.188	1.000
18	18	0.180	0.104	1.000
19	19	0.026	1.000	1.000
