#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.288	1.319	1.288	0.538	0.733	1.000	0.551
1	0.234	1.214	1.444	0.805	0.771	1.000	0.799
2	0.149	0.680	1.250	0.562	0.746	1.000	0.845
3	0.018	1.000	1.117	0.171	0.958	1.000	0.895
4	0.042	1.379	1.190	0.432	0.758	1.000	0.637
5	0.043	1.386	1.149	0.964	0.922	1.000	0.669
6	0.050	1.045	1.361	0.896	0.980	1.000	0.602
7	0.027	1.217	1.019	0.959	0.917	1.000	0.969
8	0.027	0.763	1.371	0.035	0.939	1.000	0.717
9	0.104	0.762	1.042	0.637	0.917	1.000	0.645
10	0.047	0.831	1.175	0.065	0.619	1.000	0.530
11	0.088	0.873	1.470	0.541	0.515	1.000	0.660
12	0.211	0.581	1.314	0.724	0.750	1.000	0.809
13	0.028	0.564	1.488	0.264	0.901	1.000	0.691
14	0.165	1.163	1.472	0.428	0.896	1.000	0.819
15	0.393	1.326	1.277	0.815	0.703	1.000	0.594
16	0.046	1.440	1.251	0.905	0.755	1.000	0.946
17	1.000	1.325	1.088	0.352	0.698	0.000	0.582
18	0.051	1.144	1.251	0.680	0.542	1.000	0.729
19	0.096	0.732	1.040	0.832	0.781	1.000	0.939
20	0.088	0.563	1.095	0.392	0.921	1.000	0.955
21	0.115	1.226	1.382	0.465	0.688	1.000	0.877
22	0.393	1.001	1.457	0.892	0.860	1.000	0.820
23	0.042	1.335	1.278	0.746	0.726	1.000	0.738
24	1.000	1.493	1.446	0.559	0.982	0.000	0.619
25	0.046	1.219	1.405	0.375	0.791	1.000	0.763
26	0.022	0.519	1.280	0.427	0.983	1.000	0.924
27	1.000	1.264	1.388	0.618	0.501	0.000	0.573
28	1.000	0.737	1.192	0.790	0.695	0.000	0.524
29	0.105	1.015	1.468	0.743	0.791	1.000	0.937
#From	To	chi[to]	beta[fr]	lambda
0	0	0.361	0.024	1.000
0	1	0.224	0.060	1.000
0	9	0.258	0.102	1.000
0	11	0.042	0.172	1.000
0	12	0.025	0.090	1.000
0	14	0.276	0.200	1.000
0	19	0.212	0.112	1.000
0	20	0.143	0.165	1.000
0	21	0.393	0.039	1.000
0	29	0.047	0.035	1.000
1	2	0.079	0.193	1.000
1	11	0.153	0.175	1.000
1	14	0.133	0.082	1.000
1	19	0.219	0.027	1.000
1	20	0.159	0.202	1.000
1	29	0.299	0.321	1.000
2	2	0.394	0.022	1.000
2	5	0.080	0.091	1.000
2	6	0.133	0.153	1.000
2	11	0.068	0.193	1.000
2	16	0.359	0.138	1.000
2	18	0.363	0.050	1.000
2	19	0.005	0.055	1.000
2	20	0.137	0.224	1.000
2	25	0.218	0.075	1.000
3	5	0.008	0.189	1.000
3	7	0.135	0.095	1.000
3	8	0.218	0.212	1.000
3	10	0.132	0.074	1.000
3	13	0.079	0.282	1.000
3	23	0.012	0.093	1.000
3	26	0.067	0.055	1.000
4	13	0.059	0.402	1.000
4	26	0.022	0.598	1.000
5	5	0.042	0.090	1.000
5	7	0.151	0.229	1.000
5	8	0.053	0.196	1.000
5	10	0.102	0.019	1.000
5	13	0.032	0.156	1.000
5	23	0.087	0.095	1.000
5	26	0.060	0.215	1.000
6	5	0.100	0.296	1.000
6	7	0.144	0.109	1.000
6	8	0.206	0.135	1.000
6	10	0.006	0.096	1.000
6	13	0.061	0.085	1.000
6	23	0.110	0.097	1.000
6	26	0.013	0.181	1.000
7	13	0.099	0.123	1.000
7	26	0.204	0.877	1.000
8	13	0.046	0.607	1.000
8	26	0.122	0.393	1.000
9	4	0.159	0.019	1.000
9	5	0.033	0.020	1.000
9	6	0.134	0.056	1.000
9	11	0.130	0.259	1.000
9	13	0.095	0.173	1.000
9	16	0.295	0.292	1.000
9	25	0.303	0.180	1.000
10	3	1.000	0.028	1.000
10	5	0.089	0.293	1.000
10	7	0.023	0.165	1.000
10	8	0.092	0.106	1.000
10	10	0.077	0.073	1.000
10	13	0.037	0.057	1.000
10	23	0.020	0.278	1.000
11	5	0.056	0.039	1.000
11	6	0.127	0.178	1.000
11	7	0.182	0.139	1.000
11	8	0.195	0.090	1.000
11	10	0.124	0.036	1.000
11	11	0.051	0.284	1.000
11	13	0.084	0.151	1.000
11	23	0.193	0.083	1.000
12	2	0.017	0.266	1.000
12	11	0.011	0.046	1.000
12	14	0.141	0.084	1.000
12	19	0.086	0.254	1.000
12	20	0.096	0.181	1.000
12	29	0.029	0.170	1.000
13	13	0.040	0.477	1.000
13	26	0.070	0.523	1.000
14	2	0.510	0.169	1.000
14	9	0.165	0.086	1.000
14	11	0.082	0.170	1.000
14	14	0.160	0.132	1.000
14	19	0.192	0.124	1.000
14	20	0.139	0.170	1.000
14	21	0.112	0.055	1.000
14	29	0.242	0.094	1.000
15	0	0.298	0.163	1.000
15	1	0.300	0.156	1.000
15	9	0.577	0.088	1.000
15	11	0.019	0.094	1.000
15	12	0.466	0.031	1.000
15	14	0.241	0.104	1.000
15	19	0.128	0.005	1.000
15	20	0.075	0.193	1.000
15	21	0.164	0.012	1.000
15	29	0.250	0.154	1.000
16	13	0.012	1.000	1.000
17	5	0.114	0.205	1.000
17	6	0.150	0.184	1.000
17	7	0.093	0.141	1.000
17	8	0.042	0.072	1.000
17	10	0.280	0.059	1.000
17	11	0.013	0.040	1.000
17	13	0.060	0.117	1.000
17	23	0.124	0.181	1.000
18	13	0.044	1.000	1.000
19	5	0.029	0.291	1.000
19	6	0.061	0.226	1.000
19	7	0.083	0.152	1.000
19	8	0.084	0.107	1.000
19	10	0.042	0.030	1.000
19	11	0.020	0.130	1.000
19	13	0.046	0.037	1.000
19	23	0.161	0.026	1.000
20	13	0.005	0.518	1.000
20	26	0.200	0.482	1.000
21	4	0.248	0.230	1.000
21	5	0.137	0.082	1.000
21	6	0.215	0.127	1.000
21	11	0.076	0.028	1.000
21	16	0.298	0.141	1.000
21	18	0.637	0.050	1.000
21	20	0.078	0.159	1.000
21	25	0.014	0.183	1.000
22	0	0.341	0.083	1.000
22	1	0.118	0.166	1.000
22	11	0.130	0.106	1.000
22	12	0.150	0.227	1.000
22	14	0.049	0.152	1.000
22	19	0.159	0.113	1.000
22	20	0.171	0.081	1.000
22	21	0.331	0.011	1.000
22	29	0.133	0.061	1.000
23	5	0.142	0.281	1.000
23	7	0.171	0.293	1.000
23	8	0.083	0.011	1.000
23	13	0.010	0.024	1.000
23	23	0.161	0.187	1.000
23	26	0.041	0.204	1.000
24	1	0.155	0.349	1.000
24	12	0.331	0.291	1.000
24	15	0.783	0.229	1.000
24	22	0.670	0.130	1.000
25	5	0.060	0.141	1.000
25	6	0.073	0.125	1.000
25	7	0.018	0.057	1.000
25	8	0.026	0.096	1.000
25	10	0.237	0.125	1.000
25	11	0.102	0.010	1.000
25	13	0.094	0.248	1.000
25	23	0.132	0.198	1.000
26	13	0.037	0.936	1.000
26	26	0.201	0.064	1.000
27	1	0.037	0.109	1.000
27	12	0.028	0.309	1.000
27	15	0.217	0.288	1.000
27	22	0.047	0.295	1.000
28	1	0.166	0.163	1.000
28	22	0.283	0.837	1.000
29	4	0.592	0.041	1.000
29	5	0.112	0.152	1.000
29	6	0.107	0.184	1.000
29	11	0.104	0.121	1.000
29	13	0.062	0.238	1.000
29	16	0.048	0.063	1.000
29	25	0.464	0.200	1.000
