#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.611	1.084	0.613	0.689	0.000	0.858
1	0.393	1.090	1.186	0.254	0.592	1.000	0.993
2	0.040	1.304	1.422	0.594	0.618	1.000	0.604
3	0.083	1.171	1.037	0.401	0.659	1.000	0.659
4	1.000	0.986	1.150	0.100	0.836	0.000	0.963
5	0.211	0.555	1.257	0.886	0.981	1.000	0.738
6	0.083	0.892	1.230	0.779	0.592	1.000	0.623
7	0.393	0.584	1.390	0.968	0.593	1.000	0.627
8	0.051	1.419	1.025	0.975	0.589	1.000	0.672
9	0.175	0.770	1.092	0.292	0.544	1.000	0.849
10	0.081	1.096	1.218	0.521	0.678	1.000	0.837
11	1.000	0.761	1.411	0.092	0.534	0.000	0.771
12	0.075	1.018	1.171	0.028	0.970	1.000	0.665
13	0.034	1.011	1.478	0.815	0.958	1.000	0.606
14	0.075	1.066	1.205	0.109	0.798	1.000	0.945
15	0.288	0.635	1.160	0.347	0.701	1.000	0.998
16	0.154	0.947	1.055	0.822	0.948	1.000	0.550
17	0.393	0.861	1.462	0.713	0.942	1.000	0.741
18	0.032	1.418	1.476	0.021	0.720	1.000	0.921
19	0.023	1.008	1.179	0.521	0.963	1.000	0.770
#From	To	chi[to]	beta[fr]	lambda
0	7	0.423	0.130	1.000
0	15	0.213	0.282	1.000
0	17	0.414	0.589	1.000
1	1	0.195	0.277	1.000
1	5	0.068	0.274	1.000
1	9	0.327	0.010	1.000
1	10	0.022	0.133	1.000
1	12	0.164	0.093	1.000
1	14	0.181	0.212	1.000
2	8	0.083	0.260	1.000
2	13	0.077	0.442	1.000
2	18	0.058	0.029	1.000
2	19	0.236	0.270	1.000
3	2	0.620	0.227	1.000
3	8	0.095	0.119	1.000
3	10	0.081	0.185	1.000
3	12	0.055	0.200	1.000
3	13	0.142	0.101	1.000
3	14	0.038	0.169	1.000
4	7	0.349	0.440	1.000
4	15	0.477	0.030	1.000
4	17	0.310	0.530	1.000
5	3	1.000	0.174	1.000
5	5	0.158	0.165	1.000
5	6	1.000	0.164	1.000
5	10	0.067	0.225	1.000
5	12	0.116	0.121	1.000
5	14	0.173	0.152	1.000
6	2	0.227	0.164	1.000
6	8	0.179	0.143	1.000
6	10	0.192	0.369	1.000
6	12	0.141	0.257	1.000
6	13	0.084	0.006	1.000
6	14	0.169	0.061	1.000
7	1	0.805	0.053	1.000
7	5	0.209	0.340	1.000
7	9	0.011	0.134	1.000
7	10	0.136	0.024	1.000
7	12	0.142	0.070	1.000
7	14	0.168	0.379	1.000
8	8	0.066	0.622	1.000
8	13	0.120	0.137	1.000
8	18	0.140	0.096	1.000
8	19	0.190	0.144	1.000
9	9	0.403	0.281	1.000
9	10	0.132	0.280	1.000
9	12	0.110	0.031	1.000
9	14	0.192	0.407	1.000
10	8	0.123	0.106	1.000
10	13	0.127	0.049	1.000
10	18	0.181	0.301	1.000
10	19	0.275	0.543	1.000
11	7	0.229	0.490	1.000
11	17	0.276	0.510	1.000
12	8	0.235	0.163	1.000
12	13	0.160	0.298	1.000
12	18	0.040	0.381	1.000
12	19	0.299	0.157	1.000
13	13	0.071	0.473	1.000
13	18	0.252	0.527	1.000
14	13	0.105	0.533	1.000
14	18	0.180	0.467	1.000
15	5	0.347	0.307	1.000
15	9	0.124	0.255	1.000
15	10	0.142	0.118	1.000
15	12	0.100	0.171	1.000
15	14	0.075	0.150	1.000
16	2	0.154	0.224	1.000
16	8	0.220	0.013	1.000
16	9	0.135	0.188	1.000
16	10	0.101	0.213	1.000
16	12	0.171	0.173	1.000
16	13	0.020	0.077	1.000
16	14	0.003	0.112	1.000
17	5	0.219	0.150	1.000
17	10	0.126	0.359	1.000
17	15	0.310	0.257	1.000
17	16	1.000	0.233	1.000
18	13	0.044	0.121	1.000
18	18	0.026	0.879	1.000
19	13	0.050	0.657	1.000
19	18	0.123	0.343	1.000
