#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.159	1.054	0.074	0.990	0.000	0.641
1	0.393	1.469	1.325	0.737	0.866	1.000	0.932
2	1.000	0.825	1.153	0.233	0.941	0.000	0.833
3	0.136	1.293	1.294	0.928	0.598	1.000	0.768
4	0.093	0.604	1.019	0.169	0.900	1.000	0.632
5	0.311	1.114	1.210	0.402	0.524	1.000	0.813
6	1.000	0.774	1.059	0.615	0.940	0.000	0.765
7	0.145	0.777	1.177	0.527	0.749	1.000	0.509
8	0.258	0.538	1.025	0.297	0.731	1.000	0.977
9	0.627	1.483	1.049	0.488	0.681	1.000	0.805
10	0.393	1.033	1.364	0.366	0.559	1.000	0.000
11	0.241	1.072	1.199	0.679	0.943	1.000	0.570
12	1.000	1.481	1.046	0.982	0.657	0.000	0.556
13	0.393	1.361	1.040	0.014	0.506	1.000	0.684
14	0.107	1.305	1.177	0.026	0.866	1.000	0.000
15	0.149	0.600	1.152	0.533	0.707	1.000	0.990
16	0.148	1.007	1.354	0.731	0.531	1.000	0.759
17	0.145	1.009	1.393	0.174	0.560	1.000	0.631
18	0.336	0.788	1.213	0.630	0.686	1.000	0.631
19	0.055	1.035	1.063	0.150	0.903	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	9	0.922	0.636	1.000
0	18	0.385	0.364	1.000
1	3	0.062	0.061	1.000
1	7	0.188	0.125	1.000
1	8	0.112	0.184	1.000
1	11	0.288	0.188	1.000
1	14	0.060	0.122	1.000
1	16	0.263	0.080	1.000
1	17	0.050	0.241	1.000
2	1	1.000	0.173	1.000
2	5	0.658	0.265	1.000
2	8	0.175	0.310	1.000
2	18	0.388	0.252	1.000
3	3	0.097	0.237	1.000
3	14	0.058	0.368	1.000
3	19	0.831	0.394	1.000
4	14	0.012	1.000	1.000
5	3	0.169	0.215	1.000
5	7	0.093	0.268	1.000
5	14	0.124	0.285	1.000
5	16	0.219	0.148	1.000
5	17	0.152	0.084	1.000
6	3	0.065	0.221	1.000
6	4	0.208	0.117	1.000
6	10	1.000	0.239	1.000
6	13	1.000	0.167	1.000
6	14	0.063	0.256	1.000
7	3	0.146	0.377	1.000
7	4	0.336	0.305	1.000
7	14	0.149	0.318	1.000
8	3	0.106	0.188	1.000
8	7	0.280	0.144	1.000
8	8	0.286	0.173	1.000
8	11	0.150	0.055	1.000
8	14	0.116	0.142	1.000
8	15	0.250	0.096	1.000
8	16	0.296	0.156	1.000
8	17	0.039	0.046	1.000
9	5	0.342	0.101	1.000
9	9	0.078	0.602	1.000
9	18	0.228	0.297	1.000
11	3	0.030	0.146	1.000
11	7	0.087	0.039	1.000
11	8	0.109	0.185	1.000
11	11	0.124	0.040	1.000
11	14	0.136	0.230	1.000
11	15	0.412	0.216	1.000
11	16	0.107	0.136	1.000
11	17	0.259	0.008	1.000
12	3	0.144	0.018	1.000
12	7	0.167	0.203	1.000
12	8	0.187	0.260	1.000
12	11	0.141	0.023	1.000
12	15	0.194	0.268	1.000
12	16	0.115	0.180	1.000
12	17	0.227	0.048	1.000
13	14	0.156	1.000	1.000
14	14	0.067	1.000	1.000
15	3	0.038	0.148	1.000
15	4	0.055	0.069	1.000
15	14	0.004	0.783	1.000
16	3	0.052	0.149	1.000
16	4	0.401	0.663	1.000
16	14	0.006	0.188	1.000
17	3	0.085	0.514	1.000
17	14	0.048	0.194	1.000
17	19	0.169	0.292	1.000
18	3	0.006	0.105	1.000
18	7	0.186	0.286	1.000
18	8	0.131	0.226	1.000
18	11	0.298	0.286	1.000
18	15	0.144	0.061	1.000
18	17	0.273	0.035	1.000
