#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.288	0.853	1.214	0.808	0.879	1.000	0.632
1	0.234	1.430	1.056	0.015	0.639	1.000	0.892
2	0.149	1.103	1.280	0.792	0.625	1.000	0.527
3	0.018	0.834	1.051	0.423	0.773	1.000	0.983
4	0.042	0.683	1.400	0.588	0.559	1.000	0.512
5	0.043	0.949	1.253	0.490	0.998	1.000	0.735
6	0.050	0.591	1.431	0.424	0.717	1.000	0.921
7	0.027	1.374	1.117	0.940	0.965	1.000	0.999
8	0.027	1.206	1.218	0.039	0.900	1.000	0.927
9	0.104	0.905	1.138	0.815	0.765	1.000	0.712
10	0.047	0.663	1.361	0.207	0.741	1.000	0.608
11	0.088	1.491	1.287	0.529	0.573	1.000	0.676
12	0.211	0.673	1.188	0.745	0.975	1.000	0.830
13	0.028	1.434	1.134	0.443	0.596	1.000	0.894
14	0.165	1.279	1.406	0.920	0.864	1.000	0.879
15	0.393	1.056	1.016	0.338	0.859	1.000	0.949
16	0.046	0.841	1.386	0.109	0.768	1.000	0.892
17	1.000	1.440	1.413	0.618	0.823	0.000	0.527
18	0.051	0.796	1.042	0.806	0.579	1.000	0.800
19	0.096	1.224	1.201	0.981	0.996	1.000	0.565
20	0.088	0.857	1.465	0.902	0.954	1.000	0.709
21	0.115	1.292	1.126	0.497	0.958	1.000	0.523
22	0.393	0.731	1.316	0.941	0.925	1.000	0.652
23	0.042	1.272	1.120	0.645	0.766	1.000	1.000
24	1.000	0.741	1.214	0.656	0.700	0.000	0.895
25	0.046	0.731	1.470	0.303	0.633	1.000	0.725
26	0.022	0.618	1.240	0.445	0.737	1.000	0.671
27	1.000	0.645	1.403	0.926	0.928	0.000	0.739
28	1.000	0.836	1.384	0.913	0.789	0.000	0.824
29	0.105	0.916	1.348	0.112	0.981	1.000	0.957
#From	To	chi[to]	beta[fr]	lambda
0	0	0.600	0.046	1.000
0	1	0.082	0.208	1.000
0	9	0.193	0.036	1.000
0	11	0.095	0.100	1.000
0	12	0.239	0.216	1.000
0	14	0.141	0.055	1.000
0	19	0.020	0.116	1.000
0	20	0.025	0.068	1.000
0	21	0.138	0.098	1.000
0	29	0.206	0.057	1.000
1	2	0.368	0.040	1.000
1	11	0.033	0.080	1.000
1	14	0.058	0.088	1.000
1	19	0.165	0.176	1.000
1	20	0.151	0.253	1.000
1	29	0.209	0.363	1.000
2	2	0.198	0.095	1.000
2	5	0.023	0.045	1.000
2	6	0.083	0.011	1.000
2	11	0.155	0.203	1.000
2	16	0.348	0.189	1.000
2	18	0.668	0.026	1.000
2	19	0.118	0.007	1.000
2	20	0.251	0.249	1.000
2	25	0.443	0.175	1.000
3	5	0.042	0.212	1.000
3	7	0.110	0.172	1.000
3	8	0.151	0.240	1.000
3	10	0.093	0.142	1.000
3	13	0.102	0.184	1.000
3	23	0.135	0.037	1.000
3	26	0.167	0.013	1.000
4	13	0.029	0.384	1.000
4	26	0.140	0.616	1.000
5	5	0.050	0.084	1.000
5	7	0.072	0.021	1.000
5	8	0.183	0.160	1.000
5	10	0.197	0.223	1.000
5	13	0.030	0.132	1.000
5	23	0.124	0.197	1.000
5	26	0.056	0.181	1.000
6	5	0.078	0.157	1.000
6	7	0.019	0.106	1.000
6	8	0.090	0.185	1.000
6	10	0.147	0.154	1.000
6	13	0.054	0.191	1.000
6	23	0.151	0.157	1.000
6	26	0.198	0.052	1.000
7	13	0.056	0.774	1.000
7	26	0.147	0.226	1.000
8	13	0.009	0.567	1.000
8	26	0.022	0.433	1.000
9	4	0.097	0.250	1.000
9	5	0.056	0.054	1.000
9	6	0.078	0.142	1.000
9	11	0.070	0.022	1.000
9	13	0.027	0.325	1.000
9	16	0.023	0.099	1.000
9	25	0.141	0.108	1.000
10	3	1.000	0.182	1.000
10	5	0.094	0.399	1.000
10	7	0.186	0.169	1.000
10	8	0.117	0.089	1.000
10	10	0.178	0.015	1.000
10	13	0.003	0.072	1.000
10	23	0.090	0.073	1.000
11	5	0.128	0.104	1.000
11	6	0.105	0.024	1.000
11	7	0.119	0.029	1.000
11	8	0.167	0.074	1.000
11	10	0.113	0.314	1.000
11	11	0.053	0.102	1.000
11	13	0.094	0.062	1.000
11	23	0.072	0.292	1.000
12	2	0.032	0.177	1.000
12	11	0.028	0.167	1.000
12	14	0.062	0.157	1.000
12	19	0.081	0.260	1.000
12	20	0.221	0.128	1.000
12	29	0.055	0.111	1.000
13	13	0.020	0.480	1.000
13	26	0.028	0.520	1.000
14	2	0.402	0.216	1.000
14	9	0.228	0.069	1.000
14	11	0.081	0.033	1.000
14	14	0.281	0.008	1.000
14	19	0.237	0.232	1.000
14	20	0.141	0.071	1.000
14	21	0.253	0.181	1.000
14	29	0.182	0.192	1.000
15	0	0.081	0.140	1.000
15	1	0.242	0.059	1.000
15	9	0.579	0.121	1.000
15	11	0.018	0.130	1.000
15	12	0.182	0.084	1.000
15	14	0.213	0.070	1.000
15	19	0.136	0.099	1.000
15	20	0.120	0.025	1.000
15	21	0.429	0.130	1.000
15	29	0.221	0.143	1.000
16	13	0.003	1.000	1.000
17	5	0.089	0.140	1.000
17	6	0.285	0.152	1.000
17	7	0.077	0.173	1.000
17	8	0.091	0.119	1.000
17	10	0.115	0.088	1.000
17	11	0.008	0.026	1.000
17	13	0.086	0.184	1.000
17	23	0.132	0.119	1.000
18	13	0.045	1.000	1.000
19	5	0.040	0.154	1.000
19	6	0.063	0.045	1.000
19	7	0.160	0.198	1.000
19	8	0.107	0.156	1.000
19	10	0.050	0.028	1.000
19	11	0.133	0.163	1.000
19	13	0.119	0.090	1.000
19	23	0.091	0.165	1.000
20	13	0.053	0.614	1.000
20	26	0.030	0.386	1.000
21	4	0.321	0.150	1.000
21	5	0.087	0.130	1.000
21	6	0.310	0.012	1.000
21	11	0.074	0.147	1.000
21	16	0.523	0.168	1.000
21	18	0.332	0.153	1.000
21	20	0.087	0.087	1.000
21	25	0.015	0.154	1.000
22	0	0.319	0.136	1.000
22	1	0.261	0.134	1.000
22	11	0.061	0.170	1.000
22	12	0.164	0.119	1.000
22	14	0.244	0.032	1.000
22	19	0.243	0.148	1.000
22	20	0.004	0.156	1.000
22	21	0.180	0.094	1.000
22	29	0.127	0.012	1.000
23	5	0.072	0.185	1.000
23	7	0.126	0.222	1.000
23	8	0.016	0.180	1.000
23	13	0.026	0.227	1.000
23	23	0.093	0.072	1.000
23	26	0.133	0.115	1.000
24	1	0.200	0.580	1.000
24	12	0.384	0.258	1.000
24	15	0.958	0.080	1.000
24	22	0.429	0.082	1.000
25	5	0.136	0.213	1.000
25	6	0.057	0.148	1.000
25	7	0.132	0.051	1.000
25	8	0.078	0.189	1.000
25	10	0.107	0.210	1.000
25	11	0.150	0.010	1.000
25	13	0.092	0.071	1.000
25	23	0.112	0.109	1.000
26	13	0.127	0.636	1.000
26	26	0.078	0.364	1.000
27	1	0.102	0.128	1.000
27	12	0.031	0.335	1.000
27	15	0.042	0.225	1.000
27	22	0.365	0.312	1.000
28	1	0.113	0.623	1.000
