#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.034	0.975	1.441	0.822	0.982	1.000	0.676
1	0.026	0.750	1.086	0.104	0.858	1.000	0.831
2	0.105	1.398	1.348	0.642	0.892	1.000	0.883
3	0.024	1.134	1.451	0.630	0.859	1.000	0.980
4	0.138	0.947	1.051	0.853	0.560	1.000	0.689
5	0.049	0.516	1.409	0.034	0.500	1.000	0.728
6	1.000	1.414	1.261	0.484	0.652	0.000	0.925
7	0.035	0.875	1.170	0.155	0.561	1.000	0.503
8	0.102	0.707	1.241	0.045	0.569	1.000	0.508
9	1.000	0.667	1.316	0.393	0.622	0.000	0.918
10	0.035	0.528	1.396	0.398	0.985	1.000	0.597
11	0.181	1.217	1.105	0.135	0.503	1.000	0.789
12	0.080	1.342	1.146	0.328	0.959	1.000	0.970
13	0.042	1.048	1.071	0.333	0.911	1.000	0.508
14	0.071	1.315	1.299	0.386	0.894	1.000	0.929
15	0.195	1.453	1.127	0.392	0.692	1.000	0.616
16	0.102	0.694	1.049	0.367	0.833	1.000	0.927
17	0.038	0.627	1.059	0.326	0.807	1.000	0.610
18	0.157	0.650	1.155	0.388	0.527	1.000	0.772
19	0.128	1.195	1.453	0.216	0.719	1.000	0.730
20	0.102	1.343	1.371	0.241	0.873	1.000	0.970
21	0.246	1.339	1.399	0.563	0.538	1.000	0.999
22	0.393	1.339	1.201	0.618	0.840	1.000	0.724
23	0.023	0.631	1.137	0.194	0.722	1.000	0.544
24	0.097	0.739	1.407	0.953	0.736	1.000	0.797
25	1.000	1.351	1.257	0.548	0.791	0.000	0.881
26	0.025	0.968	1.186	0.479	0.695	1.000	0.776
27	1.000	1.431	1.441	0.728	0.910	0.000	0.760
28	1.000	0.732	1.449	0.885	0.998	0.000	0.860
29	0.393	0.771	1.420	0.287	0.554	1.000	0.782
#From	To	chi[to]	beta[fr]	lambda
0	0	0.138	0.344	1.000
0	17	0.018	0.656	1.000
1	0	0.012	0.228	1.000
1	3	0.045	0.056	1.000
1	7	0.122	0.219	1.000
1	10	0.014	0.214	1.000
1	17	0.101	0.016	1.000
1	23	0.168	0.195	1.000
1	26	0.003	0.073	1.000
2	0	0.008	0.105	1.000
2	3	0.243	0.101	1.000
2	7	0.195	0.254	1.000
2	10	0.103	0.245	1.000
2	17	0.091	0.136	1.000
2	26	0.023	0.160	1.000
3	0	0.110	1.000	1.000
4	2	0.020	0.085	1.000
4	5	0.143	0.203	1.000
4	10	0.101	0.163	1.000
4	13	0.427	0.129	1.000
4	14	0.046	0.088	1.000
4	17	0.107	0.206	1.000
4	23	0.156	0.106	1.000
4	26	0.170	0.021	1.000
5	2	0.100	0.194	1.000
5	5	0.200	0.065	1.000
5	10	0.090	0.117	1.000
5	13	0.167	0.156	1.000
5	14	0.057	0.037	1.000
5	17	0.103	0.025	1.000
5	23	0.024	0.079	1.000
5	26	0.098	0.327	1.000
6	2	0.022	0.063	1.000
6	4	0.308	0.087	1.000
6	8	0.415	0.199	1.000
6	11	0.202	0.033	1.000
6	14	0.061	0.075	1.000
6	16	0.031	0.067	1.000
6	18	0.196	0.197	1.000
6	19	0.168	0.084	1.000
6	20	0.173	0.196	1.000
7	0	0.114	0.199	1.000
7	7	0.160	0.314	1.000
7	10	0.064	0.107	1.000
7	17	0.045	0.107	1.000
7	23	0.135	0.144	1.000
7	26	0.049	0.129	1.000
8	2	0.017	0.113	1.000
8	5	0.199	0.118	1.000
8	11	0.059	0.302	1.000
8	13	0.123	0.183	1.000
8	14	0.052	0.006	1.000
8	19	0.073	0.278	1.000
9	0	0.112	0.144	1.000
9	12	0.228	0.613	1.000
9	17	0.040	0.243	1.000
10	5	0.143	0.242	1.000
10	7	0.154	0.129	1.000
10	10	0.015	0.031	1.000
10	14	0.116	0.192	1.000
10	17	0.025	0.286	1.000
10	23	0.106	0.004	1.000
10	26	0.096	0.116	1.000
11	2	0.116	0.026	1.000
11	4	0.005	0.065	1.000
11	8	0.393	0.063	1.000
11	11	0.079	0.046	1.000
11	14	0.075	0.060	1.000
11	16	0.317	0.221	1.000
11	18	0.022	0.050	1.000
11	19	0.196	0.360	1.000
11	20	0.501	0.109	1.000
12	0	0.100	0.307	1.000
12	3	0.156	0.169	1.000
12	12	0.060	0.278	1.000
12	17	0.016	0.246	1.000
13	1	0.810	0.015	1.000
13	5	0.098	0.058	1.000
13	7	0.145	0.149	1.000
13	10	0.091	0.225	1.000
13	14	0.064	0.195	1.000
13	17	0.039	0.091	1.000
13	23	0.081	0.198	1.000
13	26	0.140	0.069	1.000
14	5	0.115	0.191	1.000
14	7	0.038	0.124	1.000
14	10	0.066	0.239	1.000
14	17	0.070	0.276	1.000
14	23	0.028	0.088	1.000
14	26	0.150	0.081	1.000
15	2	0.099	0.338	1.000
15	5	0.046	0.032	1.000
15	13	0.283	0.021	1.000
15	14	0.063	0.162	1.000
15	17	0.019	0.277	1.000
15	19	0.021	0.169	1.000
16	5	0.010	0.155	1.000
16	7	0.006	0.156	1.000
16	10	0.103	0.041	1.000
16	14	0.069	0.129	1.000
16	17	0.051	0.078	1.000
16	23	0.092	0.224	1.000
16	26	0.075	0.217	1.000
17	0	0.104	0.480	1.000
17	3	0.043	0.011	1.000
17	12	0.177	0.183	1.000
17	17	0.043	0.326	1.000
18	0	0.017	0.165	1.000
18	3	0.024	0.097	1.000
18	7	0.068	0.123	1.000
18	10	0.049	0.093	1.000
18	12	0.351	0.162	1.000
18	17	0.058	0.182	1.000
18	26	0.094	0.178	1.000
19	0	0.078	0.102	1.000
19	3	0.305	0.228	1.000
19	7	0.057	0.168	1.000
19	10	0.112	0.118	1.000
19	17	0.055	0.201	1.000
19	26	0.006	0.184	1.000
20	1	0.190	0.020	1.000
20	2	0.073	0.147	1.000
20	5	0.047	0.353	1.000
20	10	0.110	0.040	1.000
20	14	0.113	0.010	1.000
20	17	0.012	0.086	1.000
20	23	0.210	0.138	1.000
20	26	0.026	0.205	1.000
21	2	0.105	0.072	1.000
21	4	0.124	0.058	1.000
21	11	0.149	0.173	1.000
21	14	0.082	0.142	1.000
21	15	0.116	0.146	1.000
21	18	0.032	0.198	1.000
21	19	0.130	0.150	1.000
21	24	1.000	0.060	1.000
22	2	0.080	0.106	1.000
22	4	0.278	0.037	1.000
22	11	0.090	0.273	1.000
22	14	0.014	0.038	1.000
22	18	0.173	0.187	1.000
22	19	0.129	0.118	1.000
22	21	0.820	0.166	1.000
22	29	0.242	0.075	1.000
23	0	0.064	0.103	1.000
23	3	0.183	0.053	1.000
23	7	0.055	0.248	1.000
23	10	0.082	0.067	1.000
23	12	0.185	0.170	1.000
23	17	0.107	0.332	1.000
23	26	0.070	0.027	1.000
24	2	0.120	0.025	1.000
24	4	0.066	0.024	1.000
24	8	0.192	0.110	1.000
24	11	0.150	0.010	1.000
24	14	0.126	0.161	1.000
24	16	0.652	0.087	1.000
24	18	0.147	0.208	1.000
24	19	0.156	0.211	1.000
24	20	0.326	0.164	1.000
25	2	0.101	0.200	1.000
25	4	0.085	0.067	1.000
25	11	0.024	0.067	1.000
25	14	0.024	0.211	1.000
25	15	0.884	0.028	1.000
25	18	0.155	0.214	1.000
25	19	0.042	0.157	1.000
25	29	0.211	0.057	1.000
26	0	0.143	1.000	1.000
27	2	0.034	0.064	1.000
27	11	0.094	0.162	1.000
27	14	0.030	0.004	1.000
27	18	0.189	0.268	1.000
27	19	0.061	0.092	1.000
27	21	0.180	0.135	1.000
27	29	0.471	0.276	1.000
28	2	0.068	0.525	1.000
28	22	1.000	0.475	1.000
29	2	0.046	0.043	1.000
29	4	0.135	0.009	1.000
29	11	0.153	0.220	1.000
29	14	0.011	0.133	1.000
29	18	0.086	0.244	1.000
29	19	0.024	0.239	1.000
29	29	0.077	0.113	1.000
