#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.228	0.948	1.479	0.537	0.869	1.000	0.949
1	0.060	1.479	1.450	0.163	0.903	1.000	0.512
2	0.393	1.345	1.222	0.710	0.513	1.000	0.733
3	1.000	0.910	1.497	0.814	0.711	0.000	0.638
4	0.122	1.200	1.155	0.633	0.841	1.000	0.569
5	0.076	0.862	1.310	0.448	0.604	1.000	0.000
6	1.000	1.293	1.409	0.375	0.638	0.000	0.515
7	0.393	0.589	1.391	0.970	0.741	1.000	0.695
8	0.311	0.689	1.292	0.961	0.676	1.000	0.943
9	0.084	1.055	1.363	0.424	0.725	1.000	0.690
10	0.085	1.448	1.206	0.663	0.920	1.000	0.508
11	0.137	1.397	1.078	0.307	0.870	1.000	0.513
12	0.311	0.587	1.208	0.873	0.511	1.000	0.885
13	1.000	0.664	1.420	0.958	0.785	0.000	0.519
14	0.083	1.186	1.421	0.767	0.924	1.000	0.626
15	0.137	0.902	1.085	0.742	0.754	1.000	0.861
16	0.195	0.717	1.009	0.941	0.763	1.000	0.838
17	0.118	1.191	1.074	0.555	0.870	1.000	0.623
18	1.000	1.456	1.487	0.150	0.921	0.000	0.960
19	0.048	1.008	1.076	0.225	0.556	1.000	0.803
#From	To	chi[to]	beta[fr]	lambda
0	5	0.021	1.000	1.000
1	5	0.003	0.195	1.000
1	10	0.120	0.277	1.000
1	14	0.038	0.364	1.000
1	17	0.115	0.163	1.000
2	0	0.167	0.127	1.000
2	5	0.049	0.197	1.000
2	8	0.394	0.093	1.000
2	12	0.422	0.091	1.000
2	15	0.602	0.194	1.000
2	16	0.322	0.075	1.000
2	17	0.012	0.224	1.000
3	0	0.115	0.203	1.000
3	7	0.214	0.249	1.000
3	8	0.320	0.100	1.000
3	12	0.291	0.216	1.000
3	17	0.062	0.232	1.000
4	5	0.090	0.298	1.000
4	10	0.150	0.124	1.000
4	14	0.172	0.177	1.000
4	17	0.037	0.154	1.000
4	19	1.000	0.246	1.000
5	5	0.055	1.000	1.000
6	0	0.280	0.202	1.000
6	2	1.000	0.109	1.000
6	7	0.563	0.152	1.000
6	8	0.023	0.079	1.000
6	12	0.053	0.077	1.000
6	16	0.285	0.213	1.000
6	17	0.009	0.168	1.000
7	5	0.020	0.138	1.000
7	9	0.134	0.242	1.000
7	10	0.076	0.195	1.000
7	14	0.181	0.234	1.000
7	17	0.094	0.191	1.000
8	0	0.134	0.184	1.000
8	1	0.121	0.222	1.000
8	4	1.000	0.020	1.000
8	5	0.107	0.213	1.000
8	9	0.085	0.136	1.000
8	10	0.164	0.153	1.000
8	17	0.097	0.073	1.000
9	5	0.080	0.415	1.000
9	10	0.139	0.292	1.000
9	14	0.114	0.234	1.000
9	17	0.082	0.058	1.000
10	1	0.071	0.095	1.000
10	5	0.016	0.224	1.000
10	9	0.380	0.014	1.000
10	10	0.009	0.316	1.000
10	14	0.082	0.122	1.000
10	17	0.058	0.229	1.000
11	5	0.039	0.402	1.000
11	11	0.608	0.598	1.000
12	0	0.131	0.190	1.000
12	5	0.100	0.070	1.000
12	9	0.193	0.199	1.000
12	15	0.398	0.021	1.000
12	16	0.393	0.124	1.000
12	17	0.055	0.396	1.000
13	0	0.173	0.137	1.000
13	7	0.224	0.551	1.000
13	8	0.263	0.180	1.000
13	12	0.234	0.050	1.000
13	17	0.059	0.082	1.000
14	5	0.042	0.209	1.000
14	10	0.166	0.323	1.000
14	14	0.169	0.187	1.000
14	17	0.072	0.280	1.000
15	1	0.808	0.005	1.000
15	5	0.078	0.192	1.000
15	9	0.208	0.268	1.000
15	10	0.021	0.084	1.000
15	14	0.006	0.255	1.000
15	17	0.029	0.195	1.000
16	5	0.035	0.076	1.000
16	10	0.023	0.276	1.000
16	17	0.063	0.647	1.000
17	5	0.093	0.500	1.000
17	10	0.123	0.231	1.000
17	14	0.128	0.111	1.000
17	17	0.054	0.158	1.000
18	5	0.083	0.272	1.000
18	10	0.008	0.562	1.000
18	14	0.109	0.049	1.000
18	17	0.101	0.117	1.000
19	5	0.088	0.816	1.000
19	11	0.392	0.184	1.000
