#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.269	1.200	0.724	0.608	0.000	0.620
1	0.020	1.385	1.079	0.715	0.587	1.000	0.921
2	0.051	1.174	1.360	0.635	0.671	1.000	0.978
3	0.393	0.992	1.398	0.645	0.684	1.000	0.979
4	1.000	0.549	1.255	0.461	0.787	0.000	0.623
5	0.097	1.185	1.410	0.364	0.771	1.000	0.911
6	0.126	0.507	1.471	0.976	0.804	1.000	0.874
7	0.126	1.115	1.320	0.928	0.654	1.000	0.831
8	1.000	0.544	1.443	0.399	0.792	0.000	0.902
9	0.246	0.725	1.004	0.825	0.563	1.000	0.857
10	0.098	1.074	1.141	0.744	0.771	1.000	0.998
11	1.000	1.203	1.419	0.631	0.736	0.000	0.812
12	0.136	1.039	1.011	0.501	0.922	1.000	0.627
13	0.038	1.378	1.371	0.662	0.844	1.000	0.601
14	0.098	1.112	1.001	0.884	0.968	1.000	0.930
15	0.126	1.283	1.018	0.238	0.645	1.000	0.000
16	1.000	0.622	1.068	0.064	0.839	0.000	0.997
17	0.128	0.908	1.422	0.472	0.612	1.000	0.613
18	0.122	0.569	1.036	0.334	0.709	1.000	0.992
19	0.088	1.113	1.332	0.185	0.693	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	6	0.219	0.103	1.000
0	7	0.123	0.007	1.000
0	10	0.153	0.162	1.000
0	14	0.106	0.222	1.000
0	15	0.139	0.032	1.000
0	17	0.245	0.183	1.000
0	18	0.052	0.203	1.000
0	19	0.063	0.087	1.000
1	19	0.083	1.000	1.000
2	1	1.000	0.506	1.000
2	19	0.122	0.494	1.000
3	9	0.730	1.000	1.000
4	3	1.000	0.491	1.000
4	9	0.270	0.509	1.000
5	6	0.006	0.087	1.000
5	7	0.262	0.155	1.000
5	10	0.082	0.117	1.000
5	13	1.000	0.131	1.000
5	14	0.165	0.154	1.000
5	15	0.036	0.152	1.000
5	17	0.273	0.049	1.000
5	18	0.111	0.153	1.000
6	2	0.552	0.157	1.000
6	10	0.092	0.183	1.000
6	12	0.178	0.280	1.000
6	14	0.108	0.211	1.000
6	19	0.036	0.169	1.000
7	2	0.411	0.174	1.000
7	10	0.132	0.119	1.000
7	12	0.014	0.320	1.000
7	14	0.074	0.285	1.000
7	19	0.009	0.103	1.000
8	6	0.098	0.059	1.000
8	7	0.165	0.096	1.000
8	10	0.115	0.137	1.000
8	14	0.147	0.133	1.000
8	15	0.150	0.121	1.000
8	17	0.206	0.192	1.000
8	18	0.261	0.170	1.000
8	19	0.119	0.094	1.000
9	5	1.000	0.078	1.000
9	6	0.255	0.017	1.000
9	7	0.243	0.291	1.000
9	10	0.021	0.222	1.000
9	15	0.194	0.114	1.000
9	18	0.222	0.279	1.000
10	19	0.046	1.000	1.000
11	6	0.074	0.204	1.000
11	7	0.025	0.069	1.000
11	10	0.048	0.161	1.000
11	14	0.124	0.114	1.000
11	15	0.142	0.028	1.000
11	17	0.072	0.031	1.000
11	18	0.150	0.165	1.000
11	19	0.027	0.227	1.000
12	2	0.037	0.214	1.000
12	10	0.091	0.085	1.000
12	12	0.274	0.220	1.000
12	14	0.056	0.301	1.000
12	19	0.074	0.180	1.000
13	6	0.243	0.137	1.000
13	7	0.093	0.033	1.000
13	10	0.152	0.006	1.000
13	14	0.130	0.183	1.000
13	15	0.113	0.236	1.000
13	17	0.204	0.179	1.000
13	18	0.203	0.226	1.000
14	19	0.029	1.000	1.000
16	6	0.067	0.077	1.000
16	7	0.067	0.204	1.000
16	10	0.007	0.184	1.000
16	12	0.246	0.034	1.000
16	14	0.086	0.149	1.000
16	15	0.081	0.117	1.000
16	19	0.070	0.235	1.000
17	19	0.128	1.000	1.000
18	6	0.038	0.022	1.000
18	7	0.023	0.185	1.000
18	10	0.107	0.243	1.000
18	12	0.289	0.259	1.000
18	14	0.005	0.160	1.000
18	15	0.144	0.127	1.000
18	19	0.092	0.005	1.000
19	19	0.103	1.000	1.000
