#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.201	1.181	0.044	0.895	1.000	0.746
1	0.043	0.504	1.199	0.861	0.883	1.000	0.674
2	1.000	0.515	1.238	0.018	0.592	0.000	0.745
3	0.048	1.090	1.098	0.401	0.568	1.000	0.611
4	1.000	0.753	1.165	0.400	0.559	0.000	0.541
5	0.035	0.850	1.270	0.918	0.683	1.000	0.551
6	0.211	1.186	1.197	0.544	0.754	1.000	0.830
7	0.144	0.518	1.115	0.652	0.831	1.000	0.528
8	1.000	0.521	1.331	0.001	0.516	0.000	0.624
9	0.070	1.198	1.456	0.010	0.737	1.000	0.932
10	0.288	1.344	1.443	0.566	0.920	1.000	0.798
11	0.052	0.865	1.126	0.946	0.586	1.000	0.979
12	0.033	1.162	1.458	0.833	0.557	1.000	0.740
13	1.000	1.482	1.025	0.524	0.673	0.000	0.746
14	0.075	1.047	1.210	0.246	0.726	1.000	0.880
15	0.072	1.449	1.132	0.552	0.814	1.000	0.933
16	0.047	1.464	1.274	0.369	0.663	1.000	0.583
17	0.078	0.864	1.192	0.956	0.999	1.000	0.708
18	0.208	0.590	1.175	0.809	0.979	1.000	0.866
19	0.066	0.980	1.324	0.086	0.779	1.000	0.667
20	0.058	1.101	1.204	0.698	0.682	1.000	0.595
21	0.393	1.370	1.167	0.039	0.853	1.000	0.931
22	0.082	1.102	1.266	0.798	0.505	1.000	0.533
23	0.061	1.087	1.190	0.674	0.753	1.000	0.709
24	0.393	1.028	1.459	0.485	0.564	1.000	0.812
25	0.052	1.467	1.383	0.157	0.666	1.000	0.870
26	0.107	1.012	1.285	0.216	0.968	1.000	0.808
27	0.050	1.279	1.276	0.261	0.855	1.000	0.596
28	0.256	0.856	1.407	0.092	0.907	1.000	0.657
29	1.000	1.191	1.056	0.286	0.643	0.000	0.780
#From	To	chi[to]	beta[fr]	lambda
0	10	0.425	0.208	1.000
0	15	0.025	0.090	1.000
0	18	0.062	0.073	1.000
0	22	0.122	0.193	1.000
0	24	0.137	0.171	1.000
0	28	0.007	0.264	1.000
1	3	0.026	0.150	1.000
1	5	0.093	0.039	1.000
1	15	0.073	0.173	1.000
1	17	0.234	0.031	1.000
1	20	0.104	0.130	1.000
1	22	0.089	0.243	1.000
1	25	0.018	0.196	1.000
1	27	0.163	0.038	1.000
2	3	0.081	0.066	1.000
2	5	0.170	0.190	1.000
2	11	0.368	0.067	1.000
2	15	0.041	0.078	1.000
2	17	0.241	0.081	1.000
2	22	0.071	0.070	1.000
2	23	0.229	0.153	1.000
2	25	0.107	0.121	1.000
2	27	0.316	0.173	1.000
3	12	0.136	1.000	1.000
4	0	0.489	0.027	1.000
4	18	0.022	0.286	1.000
4	21	1.000	0.469	1.000
4	22	0.005	0.055	1.000
4	24	0.485	0.064	1.000
4	28	0.094	0.099	1.000
5	12	0.084	1.000	1.000
6	3	0.124	0.081	1.000
6	7	0.094	0.013	1.000
6	9	0.185	0.008	1.000
6	14	0.099	0.058	1.000
6	15	0.047	0.200	1.000
6	16	0.048	0.215	1.000
6	18	0.115	0.122	1.000
6	22	0.065	0.017	1.000
6	25	0.069	0.064	1.000
6	28	0.191	0.222	1.000
7	1	0.049	0.023	1.000
7	3	0.055	0.100	1.000
7	9	0.071	0.149	1.000
7	14	0.129	0.049	1.000
7	15	0.043	0.229	1.000
7	16	0.084	0.133	1.000
7	19	0.457	0.058	1.000
7	20	0.196	0.121	1.000
7	22	0.034	0.117	1.000
7	25	0.061	0.022	1.000
8	0	0.511	0.798	1.000
8	18	0.040	0.202	1.000
9	1	0.035	0.037	1.000
9	3	0.081	0.149	1.000
9	9	0.123	0.089	1.000
9	14	0.149	0.157	1.000
9	15	0.005	0.120	1.000
9	16	0.076	0.109	1.000
9	20	0.217	0.132	1.000
9	22	0.054	0.044	1.000
9	25	0.008	0.162	1.000
10	1	0.136	0.005	1.000
10	3	0.012	0.002	1.000
10	7	0.301	0.013	1.000
10	9	0.101	0.016	1.000
10	14	0.057	0.007	1.000
10	15	0.091	0.158	1.000
10	16	0.262	0.150	1.000
10	19	0.191	0.130	1.000
10	20	0.011	0.130	1.000
10	22	0.037	0.142	1.000
10	25	0.072	0.090	1.000
10	26	0.694	0.156	1.000
11	12	0.099	1.000	1.000
12	5	0.220	0.284	1.000
12	12	0.057	0.716	1.000
13	6	0.071	0.080	1.000
13	7	0.052	0.143	1.000
13	10	0.186	0.132	1.000
