#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.074	1.119	0.352	0.778	0.000	0.661
1	0.020	0.783	1.181	0.356	0.639	1.000	0.599
2	0.051	0.597	1.082	0.239	0.992	1.000	0.533
3	0.393	0.521	1.443	0.609	0.697	1.000	0.669
4	1.000	0.691	1.172	0.341	0.770	0.000	0.946
5	0.097	0.838	1.460	0.787	0.733	1.000	0.720
6	0.126	1.212	1.342	0.307	0.698	1.000	0.970
7	0.126	1.223	1.027	0.245	0.911	1.000	0.517
8	1.000	1.224	1.336	0.046	0.751	0.000	0.831
9	0.246	1.116	1.178	0.427	0.559	1.000	0.791
10	0.098	1.334	1.298	0.615	0.753	1.000	0.801
11	1.000	1.292	1.211	0.380	0.862	0.000	0.976
12	0.136	0.920	1.187	0.739	0.944	1.000	0.720
13	0.038	1.377	1.400	0.167	0.723	1.000	0.637
14	0.098	0.655	1.334	0.188	0.990	1.000	0.601
15	0.126	0.602	1.296	0.716	0.685	1.000	0.000
16	1.000	1.472	1.415	0.074	0.869	0.000	0.538
17	0.128	1.205	1.153	0.301	0.595	1.000	0.717
18	0.122	1.034	1.288	0.482	0.831	1.000	0.676
19	0.088	1.210	1.232	0.953	0.753	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	6	0.030	0.177	1.000
0	7	0.247	0.105	1.000
0	10	0.146	0.153	1.000
0	14	0.195	0.066	1.000
0	15	0.106	0.041	1.000
0	17	0.286	0.174	1.000
0	18	0.131	0.128	1.000
0	19	0.065	0.156	1.000
1	19	0.092	1.000	1.000
2	1	1.000	0.564	1.000
2	19	0.032	0.436	1.000
3	9	0.384	1.000	1.000
4	3	1.000	0.942	1.000
4	9	0.616	0.058	1.000
5	6	0.022	0.197	1.000
5	7	0.172	0.173	1.000
5	10	0.094	0.181	1.000
5	13	1.000	0.004	1.000
5	14	0.165	0.127	1.000
5	15	0.105	0.052	1.000
5	17	0.202	0.134	1.000
5	18	0.064	0.132	1.000
6	2	0.391	0.147	1.000
6	10	0.169	0.232	1.000
6	12	0.028	0.165	1.000
6	14	0.011	0.212	1.000
6	19	0.003	0.245	1.000
7	2	0.152	0.114	1.000
7	10	0.037	0.214	1.000
7	12	0.335	0.365	1.000
7	14	0.085	0.053	1.000
7	19	0.122	0.254	1.000
8	6	0.123	0.217	1.000
8	7	0.019	0.046	1.000
8	10	0.065	0.191	1.000
8	14	0.150	0.096	1.000
8	15	0.231	0.024	1.000
8	17	0.246	0.217	1.000
8	18	0.131	0.016	1.000
8	19	0.073	0.193	1.000
9	5	1.000	0.061	1.000
9	6	0.303	0.207	1.000
9	7	0.111	0.036	1.000
9	10	0.093	0.200	1.000
9	15	0.120	0.224	1.000
9	18	0.227	0.273	1.000
10	19	0.060	1.000	1.000
11	6	0.034	0.077	1.000
11	7	0.187	0.015	1.000
11	10	0.052	0.198	1.000
11	14	0.007	0.042	1.000
11	15	0.070	0.214	1.000
11	17	0.253	0.164	1.000
11	18	0.257	0.136	1.000
11	19	0.128	0.154	1.000
12	2	0.457	0.186	1.000
12	10	0.126	0.243	1.000
12	12	0.141	0.157	1.000
12	14	0.068	0.267	1.000
12	19	0.079	0.148	1.000
13	6	0.224	0.117	1.000
13	7	0.135	0.142	1.000
13	10	0.149	0.221	1.000
13	14	0.072	0.029	1.000
13	15	0.043	0.144	1.000
13	17	0.013	0.173	1.000
13	18	0.191	0.173	1.000
14	19	0.081	1.000	1.000
16	6	0.175	0.280	1.000
16	7	0.071	0.089	1.000
16	10	0.023	0.222	1.000
16	12	0.200	0.123	1.000
16	14	0.184	0.115	1.000
16	15	0.064	0.086	1.000
16	19	0.093	0.084	1.000
17	19	0.062	1.000	1.000
18	6	0.089	0.217	1.000
18	7	0.058	0.026	1.000
18	10	0.046	0.124	1.000
18	12	0.297	0.016	1.000
18	14	0.064	0.284	1.000
18	15	0.262	0.224	1.000
18	19	0.073	0.109	1.000
19	19	0.037	1.000	1.000
