#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.167	1.106	1.439	0.743	0.501	1.000	0.944
1	0.246	0.907	1.400	0.037	0.746	1.000	0.778
2	0.045	1.052	1.275	0.345	0.870	1.000	0.743
3	0.097	0.750	1.305	0.636	0.758	1.000	0.886
4	0.116	1.019	1.358	0.183	0.785	1.000	0.560
5	0.035	0.574	1.114	0.385	0.740	1.000	0.772
6	0.099	1.334	1.276	0.190	0.929	1.000	0.824
7	0.095	0.684	1.005	0.962	0.988	1.000	0.980
8	0.116	1.488	1.434	0.836	0.946	1.000	0.857
9	0.058	0.994	1.024	0.057	0.589	1.000	0.667
10	0.052	0.597	1.349	0.828	0.553	1.000	0.914
11	1.000	1.111	1.109	0.280	0.563	0.000	0.567
12	1.000	0.807	1.192	0.668	0.679	0.000	0.556
13	1.000	1.294	1.234	0.831	0.620	0.000	0.858
14	0.044	0.906	1.498	0.609	0.649	1.000	0.601
15	1.000	0.863	1.432	0.234	0.879	0.000	0.869
16	1.000	0.761	1.217	0.064	0.535	0.000	0.644
17	1.000	0.679	1.291	0.429	0.715	0.000	0.519
18	0.118	0.946	1.092	0.504	0.759	1.000	0.800
19	0.052	0.926	1.213	0.949	0.920	1.000	0.734
20	1.000	1.097	1.001	0.507	0.696	0.000	0.795
21	0.068	0.575	1.166	0.428	0.974	1.000	0.938
22	0.113	1.126	1.122	0.033	0.971	1.000	0.803
23	0.039	0.599	1.308	0.578	0.990	1.000	0.983
24	0.121	0.814	1.477	0.669	0.532	1.000	0.809
25	0.393	1.332	1.103	0.647	0.999	1.000	0.757
26	0.132	1.136	1.070	0.544	0.807	1.000	0.640
27	0.094	1.111	1.224	0.483	0.553	1.000	0.977
28	0.058	0.725	1.251	0.328	0.766	1.000	0.695
29	0.133	0.957	1.186	0.544	0.944	1.000	0.698
#From	To	chi[to]	beta[fr]	lambda
0	0	0.011	0.077	1.000
0	7	0.093	0.251	1.000
0	9	0.181	0.083	1.000
0	19	0.087	0.205	1.000
0	21	0.074	0.005	1.000
0	23	0.064	0.182	1.000
0	27	0.009	0.033	1.000
0	28	0.461	0.164	1.000
1	3	1.000	0.162	1.000
1	6	0.139	0.054	1.000
1	18	0.096	0.124	1.000
1	22	0.032	0.253	1.000
1	27	0.047	0.147	1.000
1	29	0.086	0.260	1.000
2	5	0.122	0.845	1.000
2	23	0.023	0.155	1.000
3	4	0.228	0.133	1.000
3	6	0.219	0.123	1.000
3	7	0.091	0.098	1.000
3	8	0.246	0.053	1.000
3	18	0.127	0.091	1.000
3	22	0.127	0.103	1.000
3	24	0.067	0.108	1.000
3	26	0.395	0.167	1.000
3	27	0.080	0.121	1.000
3	29	0.105	0.006	1.000
4	2	0.120	0.177	1.000
4	7	0.120	0.087	1.000
4	19	0.188	0.205	1.000
4	21	0.097	0.141	1.000
4	23	0.061	0.318	1.000
4	27	0.031	0.072	1.000
5	5	0.072	0.539	1.000
5	23	0.080	0.461	1.000
6	0	0.043	0.105	1.000
6	7	0.113	0.037	1.000
6	18	0.047	0.199	1.000
6	21	0.046	0.118	1.000
6	24	0.142	0.229	1.000
6	27	0.057	0.192	1.000
6	29	0.107	0.120	1.000
7	5	0.064	0.451	1.000
7	21	0.007	0.196	1.000
7	23	0.104	0.353	1.000
8	0	0.146	0.078	1.000
8	7	0.025	0.181	1.000
8	18	0.098	0.218	1.000
8	21	0.084	0.064	1.000
8	24	0.135	0.169	1.000
8	27	0.079	0.196	1.000
8	29	0.009	0.093	1.000
9	5	0.046	0.976	1.000
9	23	0.085	0.024	1.000
10	4	0.039	0.144	1.000
10	6	0.151	0.119	1.000
10	7	0.003	0.115	1.000
10	8	0.168	0.072	1.000
10	18	0.146	0.119	1.000
10	22	0.233	0.090	1.000
