#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.652	1.480	0.095	0.572	0.000	0.944
1	0.393	0.855	1.127	0.556	0.705	1.000	0.741
2	1.000	1.417	1.310	0.377	0.893	0.000	0.689
3	0.136	1.301	1.080	0.173	0.865	1.000	0.942
4	0.093	1.130	1.124	0.662	0.505	1.000	0.773
5	0.311	1.393	1.435	0.631	0.780	1.000	0.818
6	1.000	0.646	1.197	0.868	0.728	0.000	0.859
7	0.145	1.336	1.329	0.760	0.923	1.000	0.861
8	0.258	1.157	1.498	0.435	0.553	1.000	0.587
9	0.627	0.975	1.398	0.152	0.897	1.000	0.633
10	0.393	1.352	1.495	0.651	0.812	1.000	0.000
11	0.241	0.781	1.442	0.175	0.958	1.000	0.535
12	1.000	1.007	1.376	0.112	0.752	0.000	0.583
13	0.393	1.376	1.098	0.037	0.780	1.000	0.543
14	0.107	1.232	1.202	0.818	0.603	1.000	0.000
15	0.149	0.634	1.076	0.280	0.925	1.000	0.741
16	0.148	1.201	1.382	0.325	0.724	1.000	0.806
17	0.145	0.591	1.447	0.495	0.533	1.000	0.632
18	0.336	0.845	1.352	0.130	0.602	1.000	0.599
19	0.055	0.765	1.434	0.562	0.552	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	9	0.052	0.573	1.000
0	18	0.054	0.427	1.000
1	3	0.097	0.175	1.000
1	7	0.256	0.096	1.000
1	8	0.093	0.126	1.000
1	11	0.199	0.118	1.000
1	14	0.051	0.178	1.000
1	16	0.390	0.118	1.000
1	17	0.199	0.189	1.000
2	1	1.000	0.306	1.000
2	5	0.532	0.049	1.000
2	8	0.231	0.325	1.000
2	18	0.364	0.320	1.000
3	3	0.027	0.182	1.000
3	14	0.088	0.239	1.000
3	19	0.346	0.578	1.000
4	14	0.128	1.000	1.000
5	3	0.013	0.245	1.000
5	7	0.023	0.172	1.000
5	14	0.025	0.282	1.000
5	16	0.133	0.217	1.000
5	17	0.016	0.084	1.000
6	3	0.149	0.245	1.000
6	4	0.360	0.226	1.000
6	10	1.000	0.224	1.000
6	13	1.000	0.058	1.000
6	14	0.093	0.246	1.000
7	3	0.079	0.213	1.000
7	4	0.024	0.399	1.000
7	14	0.101	0.387	1.000
8	3	0.092	0.042	1.000
8	7	0.104	0.229	1.000
8	8	0.102	0.265	1.000
8	11	0.232	0.127	1.000
8	14	0.085	0.008	1.000
8	15	0.355	0.136	1.000
8	16	0.086	0.072	1.000
8	17	0.229	0.122	1.000
9	5	0.468	0.120	1.000
9	9	0.948	0.592	1.000
9	18	0.582	0.287	1.000
11	3	0.038	0.124	1.000
11	7	0.128	0.163	1.000
11	8	0.157	0.067	1.000
11	11	0.123	0.111	1.000
11	14	0.016	0.177	1.000
11	15	0.379	0.156	1.000
11	16	0.140	0.099	1.000
11	17	0.091	0.104	1.000
12	3	0.172	0.135	1.000
12	7	0.268	0.151	1.000
12	8	0.250	0.107	1.000
12	11	0.205	0.182	1.000
12	15	0.028	0.218	1.000
12	16	0.250	0.155	1.000
12	17	0.200	0.052	1.000
13	14	0.111	1.000	1.000
14	14	0.102	1.000	1.000
15	3	0.100	0.210	1.000
15	4	0.278	0.198	1.000
15	14	0.078	0.592	1.000
16	3	0.085	0.379	1.000
16	4	0.338	0.398	1.000
16	14	0.021	0.224	1.000
17	3	0.076	0.126	1.000
17	14	0.101	0.186	1.000
17	19	0.654	0.687	1.000
18	3	0.073	0.167	1.000
18	7	0.221	0.417	1.000
18	8	0.169	0.116	1.000
18	11	0.240	0.086	1.000
18	15	0.238	0.107	1.000
18	17	0.266	0.106	1.000
