#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.110	1.099	1.033	0.069	0.992	1.000	0.827
1	0.113	1.304	1.019	0.530	0.995	1.000	0.511
2	0.393	1.224	1.177	0.008	0.765	1.000	0.587
3	0.393	0.883	1.409	0.394	0.542	1.000	0.734
4	0.393	1.343	1.092	0.619	0.838	1.000	0.935
5	0.057	1.250	1.210	0.103	0.862	1.000	0.000
6	0.627	0.579	1.274	0.034	0.965	1.000	0.782
7	0.393	1.238	1.038	0.213	0.631	1.000	0.000
8	0.255	1.234	1.226	0.963	0.632	1.000	0.719
9	0.065	1.368	1.003	0.263	0.830	1.000	0.000
10	0.183	0.996	1.292	0.073	0.928	1.000	0.974
11	1.000	0.586	1.312	0.701	0.899	0.000	0.683
12	0.393	0.589	1.476	0.486	0.803	1.000	0.866
13	0.393	0.565	1.033	0.516	0.671	1.000	0.970
14	0.122	1.266	1.174	0.538	0.547	1.000	0.607
15	0.104	0.953	1.301	0.683	0.827	1.000	0.687
16	1.000	1.340	1.473	0.792	0.648	0.000	0.961
17	0.093	1.367	1.442	0.559	0.906	1.000	0.666
18	1.000	0.944	1.206	0.584	0.840	0.000	0.698
19	0.054	0.564	1.109	0.167	0.534	1.000	0.732
20	0.237	0.504	1.275	0.586	0.664	1.000	0.955
21	0.123	0.808	1.052	0.155	0.776	1.000	0.572
22	0.137	1.304	1.221	0.319	0.704	1.000	0.000
23	0.078	1.120	1.199	0.088	0.593	1.000	0.000
24	0.393	1.168	1.109	0.542	0.761	1.000	0.664
25	0.175	0.643	1.180	0.573	0.696	1.000	0.521
26	0.065	1.407	1.399	0.379	0.866	1.000	0.000
27	0.311	0.515	1.171	0.574	0.829	1.000	0.922
28	0.305	0.997	1.136	0.248	0.698	1.000	0.917
29	0.119	0.677	1.104	0.835	0.725	1.000	0.553
#From	To	chi[to]	beta[fr]	lambda
0	9	0.327	0.333	1.000
0	23	0.260	0.270	1.000
0	26	0.166	0.397	1.000
1	9	0.108	0.393	1.000
1	26	0.031	0.607	1.000
2	2	0.861	0.099	1.000
2	9	0.138	0.244	1.000
2	23	0.247	0.103	1.000
2	26	0.157	0.554	1.000
3	1	0.152	0.190	1.000
3	10	0.046	0.186	1.000
3	14	0.032	0.044	1.000
3	17	0.195	0.097	1.000
3	21	0.067	0.156	1.000
3	22	0.565	0.172	1.000
3	25	0.085	0.048	1.000
3	29	0.108	0.107	1.000
4	2	0.139	0.189	1.000
4	5	0.248	0.084	1.000
4	9	0.065	0.318	1.000
4	23	0.228	0.227	1.000
4	26	0.295	0.183	1.000
6	6	0.447	0.140	1.000
6	8	0.235	0.161	1.000
6	10	0.045	0.226	1.000
6	20	0.059	0.188	1.000
6	25	0.159	0.029	1.000
6	27	0.917	0.255	1.000
8	0	0.493	0.190	1.000
8	8	0.026	0.010	1.000
8	10	0.046	0.029	1.000
8	15	0.193	0.255	1.000
8	20	0.306	0.247	1.000
8	21	0.151	0.100	1.000
8	25	0.054	0.141	1.000
8	29	0.188	0.029	1.000
10	1	0.201	0.064	1.000
10	14	0.287	0.402	1.000
10	17	0.015	0.144	1.000
10	21	0.028	0.305	1.000
10	29	0.076	0.085	1.000
11	1	0.032	0.039	1.000
11	4	1.000	0.111	1.000
11	7	1.000	0.124	1.000
11	10	0.206	0.171	1.000
11	13	1.000	0.052	1.000
11	14	0.248	0.028	1.000
11	17	0.010	0.184	1.000
11	21	0.134	0.026	1.000
11	25	0.081	0.107	1.000
11	29	0.217	0.158	1.000
12	10	0.122	0.377	1.000
12	12	0.642	0.290	1.000
12	25	0.179	0.333	1.000
13	1	0.074	0.154	1.000
13	14	0.179	0.291	1.000
13	17	0.088	0.174	1.000
13	21	0.093	0.094	1.000
13	29	0.142	0.287	1.000
14	17	0.206	0.214	1.000
14	19	0.261	0.557	1.000
14	21	0.014	0.229	1.000
15	1	0.211	0.402	1.000
15	14	0.046	0.017	1.000
15	17	0.151	0.151	1.000
15	21	0.075	0.155	1.000
15	29	0.048	0.274	1.000
16	3	1.000	0.265	1.000
16	10	0.157	0.176	1.000
16	24	1.000	0.559	1.000
17	9	0.091	0.138	1.000
17	23	0.265	0.362	1.000
17	26	0.134	0.500	1.000
18	6	0.553	0.115	1.000
18	8	0.353	0.287	1.000
18	10	0.023	0.039	1.000
18	20	0.098	0.136	1.000
18	25	0.180	0.185	1.000
18	27	0.083	0.237	1.000
19	5	0.752	1.000	1.000
20	8	0.230	0.323	1.000
20	10	0.178	0.330	1.000
20	15	0.429	0.027	1.000
20	20	0.017	0.025	1.000
20	21	0.079	0.150	1.000
20	25	0.038	0.094	1.000
20	28	0.229	0.050	1.000
21	17	0.091	0.563	1.000
21	19	0.501	0.363	1.000
21	21	0.158	0.074	1.000
24	10	0.019	0.212	1.000
24	12	0.358	0.163	1.000
24	20	0.252	0.495	1.000
24	25	0.126	0.130	1.000
25	1	0.228	0.306	1.000
25	17	0.160	0.231	1.000
25	19	0.238	0.190	1.000
25	21	0.035	0.273	1.000
27	1	0.101	0.120	1.000
27	10	0.123	0.112	1.000
27	14	0.209	0.023	1.000
27	17	0.084	0.210	1.000
27	21	0.069	0.227	1.000
27	22	0.435	0.195	1.000
27	29	0.221	0.113	1.000
28	0	0.507	0.175	1.000
28	8	0.157	0.078	1.000
28	10	0.034	0.055	1.000
28	15	0.378	0.124	1.000
28	20	0.268	0.133	1.000
28	21	0.095	0.073	1.000
28	25	0.097	0.185	1.000
28	28	0.771	0.177	1.000
29	9	0.272	0.390	1.000
29	26	0.216	0.610	1.000
