#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.132	0.821	1.355	0.342	0.869	1.000	0.751
1	0.152	1.015	1.429	0.543	0.821	1.000	0.922
2	0.296	1.130	1.397	0.296	0.857	1.000	0.749
3	0.145	1.377	1.373	0.399	0.653	1.000	0.523
4	0.038	0.948	1.230	0.311	0.606	1.000	0.505
5	0.168	0.836	1.141	0.945	0.609	1.000	0.626
6	0.154	0.525	1.479	0.228	0.871	1.000	0.889
7	0.246	1.468	1.355	0.145	0.543	1.000	0.563
8	1.000	0.972	1.306	0.226	0.666	0.000	0.724
9	0.058	1.224	1.359	0.045	0.912	1.000	0.834
10	0.154	1.150	1.093	0.636	0.786	1.000	0.619
11	0.066	0.630	1.249	0.794	0.795	1.000	0.537
12	0.050	0.757	1.463	0.177	0.861	1.000	0.000
13	0.393	0.558	1.424	0.002	0.987	1.000	0.974
14	0.627	1.410	1.045	0.997	0.614	1.000	0.877
15	0.114	1.389	1.229	0.326	0.711	1.000	0.747
16	1.000	0.941	1.438	0.564	0.853	0.000	0.624
17	1.000	1.453	1.036	0.292	0.764	0.000	0.514
18	0.061	0.792	1.371	0.701	0.878	1.000	0.621
19	0.161	1.253	1.456	0.058	0.893	1.000	0.661
20	0.184	0.530	1.373	0.155	0.794	1.000	0.790
21	1.000	1.300	1.314	0.391	0.639	0.000	0.950
22	0.184	1.210	1.369	0.764	0.651	1.000	0.946
23	0.103	1.405	1.106	0.630	0.580	1.000	0.650
24	0.195	0.843	1.327	0.033	0.631	1.000	0.858
25	0.154	0.958	1.015	0.300	0.944	1.000	0.529
26	0.077	0.543	1.149	0.707	0.560	1.000	0.774
27	0.311	0.809	1.184	0.517	0.803	1.000	0.702
28	0.068	1.163	1.112	0.116	0.804	1.000	0.834
29	0.088	0.685	1.302	0.061	0.848	1.000	0.729
#From	To	chi[to]	beta[fr]	lambda
0	11	0.068	0.294	1.000
0	12	0.037	0.367	1.000
0	28	0.085	0.339	1.000
1	12	0.036	0.474	1.000
1	28	0.072	0.526	1.000
2	0	0.277	0.137	1.000
2	2	0.189	0.171	1.000
2	3	0.280	0.109	1.000
2	9	0.404	0.114	1.000
2	15	0.105	0.118	1.000
2	23	0.222	0.172	1.000
2	28	0.017	0.026	1.000
2	29	0.003	0.151	1.000
3	12	0.025	0.640	1.000
3	28	0.023	0.360	1.000
4	12	0.093	1.000	1.000
5	0	0.043	0.181	1.000
5	2	0.318	0.064	1.000
5	3	0.392	0.176	1.000
5	9	0.081	0.125	1.000
5	15	0.192	0.087	1.000
5	19	0.302	0.138	1.000
5	23	0.182	0.008	1.000
5	28	0.048	0.180	1.000
5	29	0.140	0.042	1.000
6	12	0.093	1.000	1.000
7	11	0.056	0.097	1.000
7	12	0.065	0.225	1.000
7	28	0.092	0.679	1.000
8	0	0.228	0.156	1.000
8	1	0.147	0.025	1.000
8	15	0.073	0.179	1.000
8	20	0.151	0.192	1.000
8	22	0.144	0.150	1.000
8	23	0.105	0.142	1.000
8	29	0.043	0.155	1.000
9	11	0.054	0.146	1.000
9	12	0.079	0.492	1.000
9	28	0.083	0.362	1.000
10	0	0.127	0.186	1.000
10	4	0.280	0.091	1.000
10	9	0.238	0.031	1.000
10	12	0.064	0.193	1.000
10	15	0.004	0.192	1.000
10	18	1.000	0.225	1.000
10	23	0.086	0.051	1.000
10	28	0.041	0.006	1.000
10	29	0.082	0.026	1.000
11	11	0.091	0.311	1.000
11	12	0.012	0.499	1.000
11	28	0.067	0.190	1.000
12	12	0.019	1.000	1.000
13	6	0.283	0.013	1.000
13	7	0.338	0.050	1.000
13	10	1.000	0.350	1.000
13	24	0.540	0.252	1.000
13	25	1.000	0.335	1.000
14	7	0.391	0.157	1.000
14	14	0.209	0.504	1.000
