#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.105	1.054	1.338	0.935	0.937	1.000	0.972
1	0.211	1.307	1.107	0.655	0.699	1.000	0.525
2	0.211	1.293	1.283	0.257	0.843	1.000	0.949
3	0.204	0.557	1.069	0.672	0.758	1.000	0.518
4	0.393	0.574	1.405	0.004	0.728	1.000	0.593
5	0.393	1.212	1.217	0.851	0.702	1.000	0.515
6	0.190	1.144	1.460	0.259	0.763	1.000	0.913
7	0.231	1.253	1.061	0.316	0.829	1.000	0.676
8	0.057	0.837	1.344	0.015	0.883	1.000	0.585
9	1.000	1.347	1.131	0.813	0.922	0.000	0.839
10	0.270	1.171	1.446	0.601	0.557	1.000	0.518
11	0.393	0.696	1.402	0.140	0.986	1.000	0.769
12	0.096	1.440	1.085	0.862	0.822	1.000	0.849
13	1.000	0.686	1.236	0.844	0.741	0.000	0.824
14	0.151	0.849	1.367	0.922	0.712	1.000	0.515
15	1.000	0.797	1.419	0.872	0.926	0.000	0.792
16	1.000	1.289	1.143	0.724	0.564	0.000	0.601
17	0.150	1.314	1.329	0.270	0.801	1.000	0.812
18	0.393	1.289	1.030	0.751	0.832	1.000	0.571
19	0.119	1.446	1.105	0.650	0.906	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	0	0.166	0.396	1.000
0	8	0.366	0.604	1.000
1	0	0.261	0.196	1.000
1	8	0.356	0.804	1.000
2	0	0.042	0.646	1.000
2	8	0.079	0.354	1.000
3	6	0.094	0.102	1.000
3	14	0.380	0.632	1.000
3	17	0.337	0.266	1.000
4	1	0.332	0.323	1.000
4	2	0.261	0.140	1.000
4	7	0.286	0.244	1.000
4	10	0.112	0.280	1.000
4	18	0.528	0.012	1.000
5	19	0.240	1.000	1.000
6	19	0.135	1.000	1.000
7	19	0.270	1.000	1.000
8	19	0.186	1.000	1.000
9	3	0.423	0.259	1.000
9	6	0.034	0.009	1.000
9	7	0.156	0.170	1.000
9	14	0.315	0.252	1.000
9	17	0.345	0.311	1.000
10	3	0.577	0.221	1.000
10	6	0.637	0.227	1.000
10	7	0.045	0.140	1.000
10	14	0.068	0.233	1.000
10	17	0.317	0.179	1.000
11	0	0.204	0.665	1.000
11	12	0.376	0.147	1.000
11	14	0.237	0.188	1.000
12	0	0.264	0.748	1.000
12	8	0.115	0.252	1.000
13	1	0.319	0.262	1.000
13	2	0.534	0.338	1.000
13	6	0.234	0.089	1.000
13	7	0.073	0.074	1.000
13	10	0.255	0.134	1.000
13	11	1.000	0.104	1.000
14	0	0.013	0.422	1.000
14	12	0.624	0.578	1.000
15	4	1.000	0.327	1.000
15	5	1.000	0.294	1.000
15	7	0.225	0.154	1.000
15	10	0.344	0.224	1.000
16	10	0.286	1.000	1.000
17	0	0.050	0.310	1.000
17	8	0.084	0.690	1.000
18	1	0.348	0.219	1.000
18	2	0.205	0.109	1.000
18	7	0.214	0.025	1.000
18	10	0.004	0.131	1.000
18	18	0.472	0.516	1.000
19	19	0.168	1.000	1.000
