#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.167	1.419	1.363	0.583	0.789	1.000	0.907
1	0.246	1.113	1.022	0.589	0.803	1.000	0.864
2	0.045	0.505	1.146	0.720	0.840	1.000	0.540
3	0.097	1.055	1.457	0.552	0.952	1.000	0.971
4	0.116	0.628	1.385	0.683	0.705	1.000	0.651
5	0.035	1.315	1.427	0.856	0.619	1.000	0.965
6	0.099	0.896	1.203	0.526	0.586	1.000	0.892
7	0.095	0.950	1.325	0.879	0.964	1.000	0.888
8	0.116	0.762	1.369	0.368	0.547	1.000	0.877
9	0.058	1.334	1.118	0.769	0.853	1.000	0.977
10	0.052	1.060	1.369	0.644	0.714	1.000	0.608
11	1.000	1.370	1.277	0.894	0.760	0.000	0.733
12	1.000	0.672	1.009	0.126	0.985	0.000	0.606
13	1.000	1.371	1.162	0.857	0.603	0.000	0.592
14	0.044	1.365	1.261	0.034	0.974	1.000	0.508
15	1.000	0.590	1.341	0.758	0.518	0.000	0.963
16	1.000	1.314	1.321	0.743	0.718	0.000	0.837
17	1.000	1.326	1.113	0.644	0.673	0.000	0.939
18	0.118	0.943	1.399	0.631	0.969	1.000	0.505
19	0.052	0.992	1.415	0.677	0.870	1.000	0.964
20	1.000	1.350	1.319	0.764	0.908	0.000	0.958
21	0.068	0.665	1.456	0.284	0.930	1.000	0.901
22	0.113	0.511	1.206	0.252	0.947	1.000	0.539
23	0.039	1.104	1.024	0.533	0.855	1.000	0.517
24	0.121	1.382	1.373	0.979	0.857	1.000	0.651
25	0.393	1.014	1.165	0.871	0.782	1.000	0.875
26	0.132	1.205	1.311	0.145	0.689	1.000	0.554
27	0.094	1.168	1.221	0.172	0.509	1.000	0.738
28	0.058	1.378	1.325	0.809	0.644	1.000	0.872
29	0.133	1.415	1.493	0.051	0.842	1.000	0.921
#From	To	chi[to]	beta[fr]	lambda
0	0	0.075	0.150	1.000
0	7	0.025	0.107	1.000
0	9	0.565	0.158	1.000
0	19	0.028	0.047	1.000
0	21	0.116	0.151	1.000
0	23	0.005	0.156	1.000
0	27	0.080	0.205	1.000
0	28	0.587	0.027	1.000
1	3	1.000	0.234	1.000
1	6	0.091	0.281	1.000
1	18	0.181	0.297	1.000
1	22	0.113	0.014	1.000
1	27	0.047	0.017	1.000
1	29	0.057	0.156	1.000
2	5	0.031	0.534	1.000
2	23	0.054	0.466	1.000
3	4	0.065	0.036	1.000
3	6	0.022	0.043	1.000
3	7	0.087	0.132	1.000
3	8	0.247	0.141	1.000
3	18	0.159	0.070	1.000
3	22	0.225	0.100	1.000
3	24	0.219	0.155	1.000
3	26	0.155	0.090	1.000
3	27	0.032	0.118	1.000
3	29	0.093	0.116	1.000
4	2	0.641	0.188	1.000
4	7	0.012	0.302	1.000
4	19	0.276	0.237	1.000
4	21	0.113	0.131	1.000
4	23	0.059	0.048	1.000
4	27	0.047	0.094	1.000
5	5	0.115	0.293	1.000
5	23	0.027	0.707	1.000
6	0	0.136	0.174	1.000
6	7	0.079	0.135	1.000
6	18	0.115	0.184	1.000
6	21	0.149	0.136	1.000
6	24	0.079	0.142	1.000
6	27	0.067	0.055	1.000
6	29	0.014	0.174	1.000
7	5	0.127	0.481	1.000
7	21	0.086	0.484	1.000
7	23	0.085	0.035	1.000
8	0	0.139	0.251	1.000
8	7	0.120	0.004	1.000
8	18	0.102	0.004	1.000
8	21	0.009	0.171	1.000
8	24	0.036	0.362	1.000
8	27	0.079	0.141	1.000
8	29	0.020	0.066	1.000
9	5	0.018	0.566	1.000
9	23	0.100	0.434	1.000
10	4	0.124	0.125	1.000
10	6	0.244	0.139	1.000
10	7	0.072	0.116	1.000
10	8	0.104	0.006	1.000
10	18	0.046	0.095	1.000
10	22	0.030	0.109	1.000
10	24	0.140	0.155	1.000
10	26	0.238	0.068	1.000
10	27	0.021	0.160	1.000
10	29	0.130	0.027	1.000
11	6	0.214	0.758	1.000
11	25	1.000	0.242	1.000
12	1	0.442	0.449	1.000
12	6	0.229	0.021	1.000
12	27	0.007	0.252	1.000
12	29	0.116	0.277	1.000
13	0	0.194	0.083	1.000
13	7	0.057	0.013	1.000
13	18	0.034	0.119	1.000
13	21	0.074	0.158	1.000
13	24	0.072	0.222	1.000
13	27	0.031	0.194	1.000
13	29	0.050	0.211	1.000
14	5	0.019	0.400	1.000
14	21	0.067	0.363	1.000
14	23	0.012	0.237	1.000
15	0	0.098	0.017	1.000
15	7	0.093	0.039	1.000
15	18	0.028	0.044	1.000
15	21	0.082	0.284	1.000
15	24	0.062	0.296	1.000
15	27	0.011	0.187	1.000
15	29	0.036	0.133	1.000
16	4	0.339	0.094	1.000
16	7	0.122	0.020	1.000
16	8	0.041	0.037	1.000
16	18	0.134	0.122	1.000
16	22	0.121	0.142	1.000
16	24	0.009	0.127	1.000
16	26	0.025	0.136	1.000
16	27	0.050	0.224	1.000
16	29	0.108	0.098	1.000
17	0	0.130	0.089	1.000
17	4	0.157	0.193	1.000
17	7	0.086	0.055	1.000
17	8	0.125	0.011	1.000
17	18	0.051	0.128	1.000
17	22	0.227	0.053	1.000
17	24	0.174	0.194	1.000
17	27	0.080	0.193	1.000
17	29	0.093	0.085	1.000
18	0	0.181	0.019	1.000
18	7	0.057	0.156	1.000
18	19	0.218	0.055	1.000
18	21	0.032	0.324	1.000
18	23	0.086	0.183	1.000
18	27	0.072	0.264	1.000
19	5	0.128	0.091	1.000
19	21	0.008	0.767	1.000
19	23	0.077	0.143	1.000
20	0	0.035	0.046	1.000
20	4	0.194	0.089	1.000
20	7	0.018	0.049	1.000
20	8	0.062	0.160	1.000
20	18	0.099	0.191	1.000
20	22	0.142	0.221	1.000
20	24	0.086	0.133	1.000
20	27	0.087	0.089	1.000
20	29	0.106	0.022	1.000
21	5	0.064	0.321	1.000
21	21	0.160	0.310	1.000
21	23	0.090	0.333	1.000
21	27	0.052	0.036	1.000
22	2	0.359	0.063	1.000
22	5	0.095	0.311	1.000
22	14	1.000	0.122	1.000
22	21	0.026	0.017	1.000
22	23	0.036	0.237	1.000
22	27	0.065	0.250	1.000
23	5	0.057	0.345	1.000
23	23	0.076	0.655	1.000
24	5	0.144	0.550	1.000
24	23	0.034	0.450	1.000
25	1	0.558	0.294	1.000
25	6	0.160	0.238	1.000
25	27	0.061	0.228	1.000
25	29	0.050	0.240	1.000
26	4	0.121	0.109	1.000
26	6	0.041	0.091	1.000
26	7	0.113	0.102	1.000
26	8	0.421	0.115	1.000
26	10	1.000	0.021	1.000
26	18	0.051	0.137	1.000
26	22	0.142	0.084	1.000
26	24	0.123	0.136	1.000
26	26	0.582	0.068	1.000
26	27	0.030	0.088	1.000
26	29	0.127	0.048	1.000
27	5	0.096	0.669	1.000
27	21	0.066	0.121	1.000
27	23	0.100	0.209	1.000
28	5	0.107	0.454	1.000
28	23	0.077	0.546	1.000
29	0	0.013	0.008	1.000
29	7	0.058	0.213	1.000
29	9	0.435	0.056	1.000
29	19	0.477	0.102	1.000
29	21	0.011	0.216	1.000
29	23	0.080	0.242	1.000
29	27	0.080	0.115	1.000
29	28	0.413	0.048	1.000
