#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.802	1.157	0.510	0.678	0.000	0.718
1	0.158	1.339	1.103	0.534	0.863	1.000	0.855
2	0.153	1.489	1.129	0.681	0.647	1.000	0.982
3	0.134	1.417	1.060	0.874	0.850	1.000	0.913
4	0.627	1.036	1.212	0.116	0.757	1.000	0.643
5	0.279	1.423	1.193	0.240	0.893	1.000	0.503
6	0.393	1.166	1.421	0.199	0.574	1.000	0.661
7	1.000	0.586	1.269	0.704	0.749	0.000	0.975
8	1.000	1.119	1.080	0.661	0.667	0.000	0.921
9	0.393	0.834	1.315	0.602	0.593	1.000	0.509
10	1.000	1.209	1.007	0.918	0.950	0.000	0.601
11	0.154	0.622	1.273	0.862	0.832	1.000	0.624
12	1.000	1.277	1.424	0.931	0.654	0.000	0.768
13	1.000	1.410	1.369	0.757	0.613	0.000	0.892
14	0.091	1.259	1.014	0.266	0.986	1.000	0.592
15	0.192	1.427	1.155	0.026	0.789	1.000	0.878
16	0.336	0.784	1.319	0.238	0.782	1.000	0.611
17	0.134	0.742	1.132	0.649	0.963	1.000	0.678
18	0.110	1.492	1.122	0.665	0.906	1.000	0.787
19	0.209	0.720	1.495	0.226	0.715	1.000	0.731
#From	To	chi[to]	beta[fr]	lambda
0	1	0.127	0.285	1.000
0	4	0.210	0.226	1.000
0	5	0.045	0.269	1.000
0	15	0.066	0.060	1.000
0	16	0.017	0.159	1.000
1	14	0.209	0.201	1.000
1	18	0.120	0.799	1.000
2	1	0.074	0.023	1.000
2	2	0.232	0.197	1.000
2	3	0.237	0.124	1.000
2	15	0.074	0.207	1.000
2	17	0.208	0.240	1.000
2	18	0.105	0.196	1.000
2	19	0.207	0.012	1.000
3	14	0.081	0.791	1.000
3	18	0.052	0.209	1.000
4	1	0.015	0.319	1.000
4	4	0.790	0.184	1.000
4	5	0.134	0.217	1.000
4	15	0.038	0.009	1.000
4	16	0.687	0.271	1.000
5	1	0.058	0.124	1.000
5	2	0.199	0.272	1.000
5	3	0.097	0.011	1.000
5	15	0.105	0.234	1.000
5	17	0.065	0.124	1.000
5	18	0.105	0.210	1.000
5	19	0.119	0.024	1.000
6	1	0.054	0.105	1.000
6	5	0.048	0.791	1.000
6	15	0.098	0.104	1.000
7	5	0.080	0.527	1.000
7	6	0.971	0.051	1.000
7	15	0.104	0.422	1.000
8	5	0.182	0.561	1.000
8	6	0.029	0.234	1.000
8	15	0.078	0.205	1.000
9	1	0.135	0.056	1.000
9	2	0.215	0.138	1.000
9	3	0.179	0.081	1.000
9	5	0.144	0.105	1.000
9	11	1.000	0.142	1.000
9	15	0.120	0.117	1.000
9	17	0.254	0.066	1.000
9	18	0.121	0.136	1.000
9	19	0.085	0.157	1.000
10	1	0.175	0.262	1.000
10	3	0.240	0.189	1.000
10	5	0.019	0.015	1.000
10	15	0.018	0.167	1.000
10	17	0.081	0.172	1.000
10	18	0.109	0.012	1.000
10	19	0.224	0.183	1.000
11	1	0.091	0.217	1.000
11	2	0.224	0.098	1.000
11	3	0.187	0.104	1.000
11	15	0.040	0.111	1.000
11	17	0.010	0.291	1.000
11	18	0.117	0.179	1.000
12	5	0.012	0.457	1.000
12	15	0.067	0.321	1.000
12	16	0.296	0.221	1.000
13	1	0.130	0.249	1.000
13	3	0.056	0.212	1.000
13	5	0.232	0.138	1.000
13	9	1.000	0.101	1.000
13	15	0.040	0.136	1.000
13	17	0.126	0.078	1.000
13	18	0.047	0.086	1.000
14	14	0.198	0.872	1.000
14	18	0.006	0.128	1.000
15	14	0.053	0.528	1.000
15	18	0.083	0.472	1.000
16	1	0.106	0.353	1.000
16	5	0.104	0.360	1.000
16	15	0.069	0.287	1.000
17	14	0.285	0.607	1.000
17	18	0.012	0.393	1.000
18	14	0.174	0.644	1.000
18	18	0.052	0.356	1.000
19	1	0.033	0.264	1.000
19	2	0.131	0.090	1.000
19	3	0.005	0.255	1.000
19	15	0.082	0.081	1.000
19	17	0.256	0.112	1.000
19	18	0.071	0.077	1.000
19	19	0.365	0.122	1.000
