#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.288	0.820	1.312	0.213	0.520	1.000	0.823
1	0.234	1.085	1.422	0.068	0.546	1.000	0.515
2	0.149	1.162	1.440	0.913	0.921	1.000	0.678
3	0.018	0.635	1.395	0.849	0.545	1.000	0.648
4	0.042	0.776	1.393	0.909	0.733	1.000	0.673
5	0.043	0.995	1.044	0.619	0.724	1.000	0.651
6	0.050	1.282	1.467	0.215	0.624	1.000	0.918
7	0.027	0.864	1.114	0.734	0.904	1.000	0.747
8	0.027	1.406	1.339	0.756	0.672	1.000	0.867
9	0.104	1.115	1.067	0.138	0.646	1.000	0.728
10	0.047	0.675	1.073	0.714	0.544	1.000	0.651
11	0.088	0.947	1.276	0.863	0.902	1.000	0.533
12	0.211	0.740	1.291	0.899	0.665	1.000	0.688
13	0.028	0.715	1.035	0.851	0.697	1.000	0.608
14	0.165	1.289	1.095	0.909	0.893	1.000	0.729
15	0.393	1.436	1.478	0.731	0.673	1.000	0.643
16	0.046	1.171	1.377	0.094	0.678	1.000	0.773
17	1.000	0.528	1.197	0.065	0.928	0.000	0.876
18	0.051	1.293	1.182	0.655	0.662	1.000	0.675
19	0.096	1.481	1.279	0.972	0.832	1.000	0.992
20	0.088	1.312	1.060	0.025	0.819	1.000	0.869
21	0.115	0.736	1.201	0.139	0.544	1.000	0.593
22	0.393	0.642	1.118	0.935	0.917	1.000	0.796
23	0.042	1.367	1.013	0.742	0.610	1.000	0.957
24	1.000	0.511	1.085	0.795	0.598	0.000	0.752
25	0.046	1.010	1.147	0.282	0.597	1.000	0.591
26	0.022	0.712	1.356	0.317	0.776	1.000	0.540
27	1.000	0.913	1.060	0.089	0.958	0.000	0.548
28	1.000	0.670	1.488	0.129	0.573	0.000	0.510
29	0.105	0.524	1.114	0.492	0.524	1.000	0.930
#From	To	chi[to]	beta[fr]	lambda
0	0	0.166	0.077	1.000
0	1	0.189	0.112	1.000
0	9	0.167	0.077	1.000
0	11	0.075	0.170	1.000
0	12	0.307	0.149	1.000
0	14	0.310	0.002	1.000
0	19	0.169	0.050	1.000
0	20	0.168	0.126	1.000
0	21	0.369	0.162	1.000
0	29	0.181	0.075	1.000
1	2	0.337	0.153	1.000
1	11	0.039	0.033	1.000
1	14	0.021	0.211	1.000
1	19	0.110	0.007	1.000
1	20	0.083	0.319	1.000
1	29	0.233	0.277	1.000
2	2	0.230	0.098	1.000
2	5	0.078	0.095	1.000
2	6	0.180	0.107	1.000
2	11	0.004	0.034	1.000
2	16	0.287	0.118	1.000
2	18	0.939	0.150	1.000
2	19	0.254	0.150	1.000
2	20	0.174	0.203	1.000
2	25	0.185	0.045	1.000
3	5	0.099	0.154	1.000
3	7	0.143	0.290	1.000
3	8	0.065	0.172	1.000
3	10	0.164	0.032	1.000
3	13	0.110	0.328	1.000
3	23	0.182	0.018	1.000
3	26	0.113	0.006	1.000
4	13	0.010	0.917	1.000
4	26	0.065	0.083	1.000
5	5	0.005	0.189	1.000
5	7	0.163	0.034	1.000
5	8	0.010	0.095	1.000
5	10	0.176	0.079	1.000
5	13	0.039	0.217	1.000
5	23	0.123	0.242	1.000
5	26	0.084	0.145	1.000
6	5	0.106	0.058	1.000
6	7	0.021	0.112	1.000
6	8	0.180	0.244	1.000
6	10	0.062	0.040	1.000
6	13	0.069	0.081	1.000
6	23	0.119	0.184	1.000
6	26	0.142	0.280	1.000
7	13	0.047	0.494	1.000
7	26	0.051	0.506	1.000
8	13	0.039	0.867	1.000
8	26	0.157	0.133	1.000
9	4	0.133	0.229	1.000
9	5	0.094	0.043	1.000
9	6	0.073	0.052	1.000
9	11	0.055	0.204	1.000
9	13	0.085	0.052	1.000
9	16	0.461	0.140	1.000
9	25	0.288	0.280	1.000
10	3	1.000	0.087	1.000
10	5	0.113	0.035	1.000
10	7	0.064	0.106	1.000
10	8	0.234	0.035	1.000
10	10	0.145	0.263	1.000
10	13	0.031	0.186	1.000
10	23	0.087	0.289	1.000
11	5	0.124	0.202	1.000
11	6	0.120	0.160	1.000
11	7	0.128	0.074	1.000
11	8	0.137	0.230	1.000
11	10	0.193	0.108	1.000
11	11	0.130	0.062	1.000
11	13	0.073	0.124	1.000
11	23	0.007	0.039	1.000
12	2	0.375	0.165	1.000
12	11	0.011	0.066	1.000
12	14	0.112	0.040	1.000
12	19	0.145	0.362	1.000
12	20	0.200	0.292	1.000
12	29	0.145	0.075	1.000
13	13	0.052	0.663	1.000
13	26	0.004	0.337	1.000
14	2	0.058	0.059	1.000
14	9	0.701	0.105	1.000
14	11	0.100	0.196	1.000
14	14	0.134	0.105	1.000
14	19	0.092	0.114	1.000
14	20	0.125	0.105	1.000
14	21	0.516	0.145	1.000
14	29	0.144	0.172	1.000
15	0	0.575	0.206	1.000
15	1	0.108	0.185	1.000
15	9	0.132	0.052	1.000
15	11	0.063	0.022	1.000
15	12	0.076	0.181	1.000
15	14	0.109	0.061	1.000
15	19	0.074	0.003	1.000
15	20	0.103	0.073	1.000
15	21	0.067	0.020	1.000
15	29	0.271	0.197	1.000
16	13	0.064	1.000	1.000
17	5	0.105	0.160	1.000
17	6	0.149	0.141	1.000
17	7	0.015	0.240	1.000
17	8	0.219	0.091	1.000
17	10	0.039	0.003	1.000
17	11	0.123	0.159	1.000
17	13	0.051	0.202	1.000
17	23	0.142	0.003	1.000
18	13	0.040	1.000	1.000
19	5	0.081	0.223	1.000
19	6	0.150	0.170	1.000
19	7	0.180	0.036	1.000
19	8	0.028	0.089	1.000
19	10	0.106	0.096	1.000
19	11	0.057	0.104	1.000
19	13	0.009	0.127	1.000
19	23	0.163	0.155	1.000
20	13	0.047	0.386	1.000
20	26	0.134	0.614	1.000
21	4	0.431	0.165	1.000
21	5	0.060	0.154	1.000
21	6	0.127	0.120	1.000
21	11	0.016	0.188	1.000
21	16	0.111	0.034	1.000
21	18	0.061	0.072	1.000
21	20	0.108	0.058	1.000
21	25	0.460	0.210	1.000
22	0	0.259	0.188	1.000
22	1	0.109	0.167	1.000
22	11	0.102	0.108	1.000
22	12	0.040	0.071	1.000
22	14	0.313	0.045	1.000
22	19	0.156	0.127	1.000
22	20	0.039	0.023	1.000
22	21	0.049	0.132	1.000
22	29	0.025	0.138	1.000
23	5	0.052	0.242	1.000
23	7	0.114	0.289	1.000
23	8	0.089	0.074	1.000
23	13	0.107	0.027	1.000
23	23	0.053	0.299	1.000
23	26	0.120	0.068	1.000
24	1	0.238	0.164	1.000
24	12	0.402	0.298	1.000
24	15	0.609	0.246	1.000
24	22	0.305	0.292	1.000
25	5	0.006	0.129	1.000
25	6	0.041	0.190	1.000
25	7	0.172	0.138	1.000
25	8	0.038	0.228	1.000
25	10	0.115	0.153	1.000
25	11	0.120	0.063	1.000
25	13	0.070	0.080	1.000
25	23	0.125	0.019	1.000
26	13	0.046	0.652	1.000
26	26	0.130	0.348	1.000
27	1	0.235	0.271	1.000
27	12	0.174	0.192	1.000
27	15	0.391	0.250	1.000
27	22	0.401	0.286	1.000
28	1	0.121	0.182	1.000
28	22	0.294	0.818	1.000
29	4	0.436	0.150	1.000
29	5	0.077	0.211	1.000
29	6	0.161	0.241	1.000
29	11	0.104	0.188	1.000
29	13	0.013	0.128	1.000
29	16	0.141	0.056	1.000
29	25	0.067	0.027	1.000
