#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.834	1.496	0.344	0.606	0.000	0.548
1	0.158	0.545	1.286	0.216	0.628	1.000	0.870
2	0.153	1.470	1.386	0.839	0.821	1.000	0.889
3	0.134	0.739	1.287	0.477	0.979	1.000	0.630
4	0.627	0.759	1.109	0.777	0.740	1.000	0.895
5	0.279	1.230	1.191	0.023	0.628	1.000	0.929
6	0.393	0.705	1.169	0.606	0.699	1.000	0.668
7	1.000	0.582	1.479	0.545	0.517	0.000	0.886
8	1.000	0.532	1.482	0.830	0.881	0.000	0.977
9	0.393	1.351	1.043	0.996	0.954	1.000	0.892
10	1.000	1.080	1.099	0.273	0.691	0.000	0.899
11	0.154	1.483	1.329	0.854	0.740	1.000	0.867
12	1.000	1.143	1.477	0.929	0.551	0.000	0.703
13	1.000	0.835	1.247	0.719	0.657	0.000	0.794
14	0.091	1.135	1.018	0.795	0.620	1.000	0.761
15	0.192	0.995	1.487	0.570	0.772	1.000	0.826
16	0.336	1.449	1.389	0.940	0.938	1.000	0.981
17	0.134	0.954	1.301	0.013	0.748	1.000	0.798
18	0.110	1.332	1.146	0.220	0.648	1.000	0.966
19	0.209	1.319	1.338	0.514	0.976	1.000	0.771
#From	To	chi[to]	beta[fr]	lambda
0	1	0.082	0.146	1.000
0	4	0.484	0.245	1.000
0	5	0.180	0.369	1.000
0	15	0.041	0.172	1.000
0	16	0.478	0.067	1.000
1	14	0.262	0.823	1.000
1	18	0.121	0.177	1.000
2	1	0.018	0.107	1.000
2	2	0.185	0.224	1.000
2	3	0.147	0.090	1.000
2	15	0.124	0.062	1.000
2	17	0.055	0.220	1.000
2	18	0.111	0.130	1.000
2	19	0.566	0.166	1.000
3	14	0.302	0.525	1.000
3	18	0.077	0.475	1.000
4	1	0.051	0.328	1.000
4	4	0.516	0.092	1.000
4	5	0.060	0.332	1.000
4	15	0.092	0.130	1.000
4	16	0.168	0.119	1.000
5	1	0.116	0.041	1.000
5	2	0.254	0.227	1.000
5	3	0.091	0.219	1.000
5	15	0.050	0.042	1.000
5	17	0.272	0.111	1.000
5	18	0.068	0.113	1.000
5	19	0.029	0.246	1.000
6	1	0.018	0.261	1.000
6	5	0.162	0.427	1.000
6	15	0.009	0.312	1.000
7	5	0.107	0.160	1.000
7	6	0.522	0.426	1.000
7	15	0.106	0.413	1.000
8	5	0.186	0.410	1.000
8	6	0.478	0.207	1.000
8	15	0.035	0.382	1.000
9	1	0.043	0.027	1.000
9	2	0.265	0.014	1.000
9	3	0.216	0.061	1.000
9	5	0.016	0.054	1.000
9	11	1.000	0.287	1.000
9	15	0.047	0.228	1.000
9	17	0.174	0.030	1.000
9	18	0.053	0.222	1.000
9	19	0.122	0.077	1.000
10	1	0.100	0.060	1.000
10	3	0.251	0.092	1.000
10	5	0.015	0.177	1.000
10	15	0.018	0.248	1.000
10	17	0.107	0.142	1.000
10	18	0.070	0.154	1.000
10	19	0.134	0.127	1.000
11	1	0.151	0.091	1.000
11	2	0.117	0.185	1.000
11	3	0.184	0.222	1.000
11	15	0.126	0.213	1.000
11	17	0.102	0.156	1.000
11	18	0.087	0.134	1.000
12	5	0.095	0.239	1.000
12	15	0.144	0.549	1.000
12	16	0.354	0.211	1.000
13	1	0.150	0.058	1.000
13	3	0.104	0.124	1.000
13	5	0.042	0.192	1.000
13	9	1.000	0.130	1.000
13	15	0.020	0.201	1.000
13	17	0.005	0.168	1.000
13	18	0.108	0.127	1.000
14	14	0.064	0.604	1.000
14	18	0.013	0.396	1.000
15	14	0.107	0.278	1.000
15	18	0.091	0.722	1.000
16	1	0.154	0.331	1.000
16	5	0.137	0.207	1.000
16	15	0.078	0.462	1.000
17	14	0.115	0.952	1.000
17	18	0.115	0.048	1.000
18	14	0.151	0.407	1.000
18	18	0.004	0.593	1.000
19	1	0.116	0.254	1.000
19	2	0.178	0.224	1.000
19	3	0.007	0.120	1.000
19	15	0.111	0.071	1.000
19	17	0.286	0.115	1.000
19	18	0.082	0.143	1.000
19	19	0.148	0.072	1.000
