#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.288	1.223	1.183	0.163	0.721	1.000	0.638
1	0.234	0.924	1.486	0.755	0.809	1.000	0.859
2	0.149	1.315	1.487	0.833	0.535	1.000	0.932
3	0.018	0.959	1.392	0.807	0.937	1.000	0.749
4	0.042	0.698	1.376	0.161	0.654	1.000	0.898
5	0.043	1.238	1.268	0.900	0.962	1.000	0.712
6	0.050	0.700	1.372	0.461	0.808	1.000	0.991
7	0.027	1.202	1.455	0.656	0.663	1.000	0.602
8	0.027	0.968	1.475	0.277	0.867	1.000	0.640
9	0.104	0.787	1.151	0.831	0.924	1.000	0.674
10	0.047	1.462	1.401	0.161	0.723	1.000	0.883
11	0.088	0.606	1.459	0.243	0.656	1.000	0.718
12	0.211	1.271	1.001	0.297	0.815	1.000	0.723
13	0.028	1.412	1.207	0.654	0.540	1.000	0.949
14	0.165	0.783	1.103	0.821	0.554	1.000	0.955
15	0.393	1.348	1.044	0.116	0.613	1.000	0.974
16	0.046	0.623	1.073	0.262	0.909	1.000	0.724
17	1.000	1.296	1.412	0.788	0.626	0.000	0.908
18	0.051	0.974	1.472	0.602	0.604	1.000	0.576
19	0.096	1.126	1.139	0.985	0.862	1.000	0.578
20	0.088	0.737	1.192	0.475	0.737	1.000	0.677
21	0.115	0.809	1.338	0.341	0.543	1.000	0.652
22	0.393	0.664	1.484	0.264	0.835	1.000	0.871
23	0.042	1.059	1.104	0.571	0.828	1.000	0.730
24	1.000	1.297	1.418	0.559	0.636	0.000	0.662
25	0.046	0.564	1.498	0.973	0.799	1.000	0.650
26	0.022	1.484	1.355	0.011	0.592	1.000	0.576
27	1.000	1.227	1.369	0.515	0.807	0.000	0.510
28	1.000	1.282	1.151	0.936	0.840	0.000	0.805
29	0.105	1.158	1.451	0.030	0.659	1.000	0.687
#From	To	chi[to]	beta[fr]	lambda
0	0	0.029	0.049	1.000
0	1	0.023	0.117	1.000
0	9	0.429	0.173	1.000
0	11	0.033	0.151	1.000
0	12	0.229	0.050	1.000
0	14	0.213	0.172	1.000
0	19	0.097	0.019	1.000
0	20	0.112	0.057	1.000
0	21	0.327	0.132	1.000
0	29	0.173	0.080	1.000
1	2	0.360	0.031	1.000
1	11	0.090	0.367	1.000
1	14	0.090	0.005	1.000
1	19	0.157	0.079	1.000
1	20	0.175	0.349	1.000
1	29	0.154	0.169	1.000
2	2	0.256	0.077	1.000
2	5	0.032	0.120	1.000
2	6	0.115	0.199	1.000
2	11	0.122	0.135	1.000
2	16	0.030	0.070	1.000
2	18	0.718	0.125	1.000
2	19	0.259	0.103	1.000
2	20	0.039	0.087	1.000
2	25	0.226	0.084	1.000
3	5	0.057	0.105	1.000
3	7	0.119	0.069	1.000
3	8	0.004	0.106	1.000
3	10	0.260	0.252	1.000
3	13	0.040	0.049	1.000
3	23	0.016	0.232	1.000
3	26	0.045	0.186	1.000
4	13	0.061	0.322	1.000
4	26	0.150	0.678	1.000
5	5	0.106	0.210	1.000
5	7	0.117	0.031	1.000
5	8	0.062	0.228	1.000
5	10	0.093	0.236	1.000
5	13	0.057	0.064	1.000
5	23	0.155	0.151	1.000
5	26	0.130	0.081	1.000
6	5	0.108	0.072	1.000
6	7	0.156	0.167	1.000
6	8	0.180	0.098	1.000
6	10	0.008	0.186	1.000
6	13	0.040	0.236	1.000
6	23	0.027	0.114	1.000
6	26	0.079	0.126	1.000
7	13	0.065	0.638	1.000
7	26	0.152	0.362	1.000
8	13	0.071	0.314	1.000
8	26	0.002	0.686	1.000
9	4	0.429	0.287	1.000
9	5	0.050	0.140	1.000
9	6	0.209	0.034	1.000
9	11	0.056	0.086	1.000
9	13	0.058	0.264	1.000
9	16	0.461	0.081	1.000
9	25	0.343	0.108	1.000
10	3	1.000	0.156	1.000
10	5	0.159	0.234	1.000
10	7	0.129	0.193	1.000
10	8	0.088	0.200	1.000
10	10	0.119	0.077	1.000
10	13	0.073	0.025	1.000
10	23	0.052	0.115	1.000
11	5	0.063	0.203	1.000
11	6	0.218	0.037	1.000
11	7	0.050	0.056	1.000
11	8	0.206	0.032	1.000
11	10	0.027	0.131	1.000
11	11	0.050	0.245	1.000
11	13	0.078	0.045	1.000
11	23	0.177	0.252	1.000
12	2	0.092	0.250	1.000
12	11	0.107	0.203	1.000
12	14	0.160	0.145	1.000
12	19	0.029	0.306	1.000
12	20	0.031	0.042	1.000
12	29	0.239	0.054	1.000
13	13	0.032	0.098	1.000
13	26	0.140	0.902	1.000
14	2	0.292	0.174	1.000
14	9	0.341	0.048	1.000
14	11	0.004	0.130	1.000
14	14	0.141	0.208	1.000
14	19	0.343	0.024	1.000
14	20	0.147	0.077	1.000
14	21	0.329	0.082	1.000
14	29	0.227	0.256	1.000
15	0	0.271	0.091	1.000
15	1	0.019	0.067	1.000
15	9	0.230	0.143	1.000
15	11	0.009	0.104	1.000
15	12	0.173	0.041	1.000
15	14	0.214	0.044	1.000
15	19	0.058	0.217	1.000
15	20	0.193	0.151	1.000
15	21	0.239	0.099	1.000
15	29	0.119	0.042	1.000
16	13	0.013	1.000	1.000
17	5	0.052	0.154	1.000
17	6	0.242	0.152	1.000
17	7	0.126	0.024	1.000
17	8	0.189	0.249	1.000
17	10	0.166	0.248	1.000
17	11	0.100	0.125	1.000
17	13	0.017	0.033	1.000
17	23	0.199	0.014	1.000
18	13	0.059	1.000	1.000
19	5	0.037	0.068	1.000
19	6	0.118	0.260	1.000
19	7	0.177	0.247	1.000
19	8	0.184	0.011	1.000
19	10	0.127	0.047	1.000
19	11	0.120	0.113	1.000
19	13	0.045	0.025	1.000
19	23	0.139	0.228	1.000
20	13	0.060	0.551	1.000
20	26	0.032	0.449	1.000
21	4	0.328	0.159	1.000
21	5	0.130	0.200	1.000
21	6	0.059	0.169	1.000
