#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	0.536	1.071	0.618	0.771	1.000	0.887
1	0.393	1.165	1.141	0.467	0.931	1.000	0.794
2	1.000	1.127	1.039	0.902	0.655	0.000	0.778
3	1.000	1.259	1.362	0.237	0.699	0.000	0.972
4	0.148	1.353	1.473	0.923	0.653	1.000	0.987
5	1.000	1.315	1.224	0.965	0.823	0.000	0.657
6	0.260	1.417	1.462	0.190	0.737	1.000	0.591
7	0.135	0.658	1.457	0.207	0.900	1.000	0.933
8	1.000	1.073	1.425	0.492	0.947	0.000	0.584
9	0.236	1.020	1.240	0.609	0.973	1.000	0.805
10	1.000	0.774	1.379	0.015	0.743	0.000	0.680
11	0.152	1.107	1.340	0.791	0.565	1.000	0.963
12	0.393	1.258	1.086	0.013	0.755	1.000	0.998
13	1.000	0.552	1.377	0.226	0.629	0.000	0.511
14	1.000	1.465	1.106	0.797	0.735	0.000	0.836
15	0.251	0.672	1.062	0.286	0.534	1.000	0.844
16	1.000	0.797	1.399	0.678	0.521	0.000	0.602
17	0.288	0.893	1.165	0.876	0.822	1.000	0.917
18	0.326	1.108	1.304	0.216	0.861	1.000	0.636
19	0.235	1.388	1.447	0.601	0.515	1.000	0.898
#From	To	chi[to]	beta[fr]	lambda
0	4	0.007	0.571	1.000
0	7	0.122	0.429	1.000
1	6	0.087	0.082	1.000
1	9	0.015	0.210	1.000
1	19	0.106	0.708	1.000
2	0	1.000	0.356	1.000
2	9	0.161	0.140	1.000
2	15	0.241	0.361	1.000
2	19	0.174	0.143	1.000
3	6	0.147	0.300	1.000
3	9	0.009	0.161	1.000
3	18	0.122	0.539	1.000
4	4	0.014	0.290	1.000
4	7	0.129	0.401	1.000
4	11	0.387	0.309	1.000
5	1	0.495	0.234	1.000
5	12	1.000	0.766	1.000
6	4	0.137	0.319	1.000
6	7	0.100	0.262	1.000
6	9	0.173	0.251	1.000
6	15	0.467	0.169	1.000
7	4	0.110	0.469	1.000
7	7	0.020	0.531	1.000
8	1	0.505	0.363	1.000
8	9	0.034	0.362	1.000
8	17	0.233	0.209	1.000
8	18	0.295	0.066	1.000
9	4	0.170	0.448	1.000
9	7	0.139	0.170	1.000
9	11	0.332	0.382	1.000
10	4	0.163	0.767	1.000
10	7	0.133	0.233	1.000
11	4	0.065	0.379	1.000
11	7	0.090	0.067	1.000
11	11	0.104	0.554	1.000
12	9	0.025	0.469	1.000
12	17	0.110	0.139	1.000
12	18	0.131	0.392	1.000
13	6	0.344	0.227	1.000
13	9	0.117	0.437	1.000
13	17	0.657	0.007	1.000
13	18	0.130	0.329	1.000
14	6	0.273	0.383	1.000
14	9	0.102	0.585	1.000
14	18	0.322	0.032	1.000
15	4	0.010	0.233	1.000
15	7	0.075	0.361	1.000
15	11	0.177	0.406	1.000
16	4	0.047	0.094	1.000
16	9	0.104	0.078	1.000
16	15	0.292	0.408	1.000
16	19	0.592	0.420	1.000
17	4	0.135	0.204	1.000
17	7	0.110	0.037	1.000
17	9	0.096	0.760	1.000
18	6	0.149	0.304	1.000
18	9	0.164	0.358	1.000
18	19	0.128	0.338	1.000
19	4	0.141	0.306	1.000
19	7	0.082	0.694	1.000
