#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.167	0.505	1.390	0.593	0.958	1.000	0.632
1	0.246	0.739	1.289	0.629	0.913	1.000	0.938
2	0.045	1.178	1.399	0.031	0.785	1.000	0.865
3	0.097	0.902	1.270	0.755	0.680	1.000	0.608
4	0.116	1.415	1.289	0.072	0.500	1.000	0.686
5	0.035	1.386	1.124	0.749	0.654	1.000	0.844
6	0.099	0.979	1.008	0.450	0.576	1.000	0.713
7	0.095	1.374	1.476	0.599	0.663	1.000	0.595
8	0.116	0.925	1.264	0.445	0.912	1.000	0.565
9	0.058	1.001	1.380	0.323	0.877	1.000	0.939
10	0.052	1.454	1.061	0.093	0.590	1.000	0.995
11	1.000	0.568	1.178	0.582	0.512	0.000	0.753
12	1.000	1.053	1.139	0.040	0.878	0.000	0.715
13	1.000	1.131	1.057	0.933	0.982	0.000	0.925
14	0.044	1.460	1.002	0.555	0.718	1.000	0.922
15	1.000	1.185	1.332	0.327	0.586	0.000	0.997
16	1.000	0.531	1.329	0.250	0.887	0.000	0.855
17	1.000	0.936	1.213	0.354	0.914	0.000	0.546
18	0.118	0.685	1.496	0.228	0.849	1.000	0.966
19	0.052	0.959	1.247	0.152	0.942	1.000	0.742
20	1.000	0.725	1.194	0.130	0.793	0.000	0.823
21	0.068	0.769	1.174	0.573	0.675	1.000	0.997
22	0.113	0.879	1.243	0.548	0.715	1.000	0.730
23	0.039	1.418	1.197	0.205	0.501	1.000	0.874
24	0.121	1.112	1.396	0.211	0.979	1.000	0.891
25	0.393	0.766	1.104	0.603	0.767	1.000	0.827
26	0.132	0.818	1.365	0.080	0.624	1.000	0.805
27	0.094	0.764	1.383	0.013	0.695	1.000	0.657
28	0.058	1.067	1.275	0.807	0.694	1.000	0.525
29	0.133	0.794	1.469	0.698	0.910	1.000	0.745
#From	To	chi[to]	beta[fr]	lambda
0	0	0.129	0.100	1.000
0	7	0.039	0.073	1.000
0	9	0.705	0.227	1.000
0	19	0.385	0.170	1.000
0	21	0.055	0.185	1.000
0	23	0.083	0.091	1.000
0	27	0.032	0.052	1.000
0	28	0.028	0.103	1.000
1	3	1.000	0.146	1.000
1	6	0.101	0.230	1.000
1	18	0.031	0.181	1.000
1	22	0.080	0.089	1.000
1	27	0.062	0.198	1.000
1	29	0.101	0.156	1.000
2	5	0.027	0.214	1.000
2	23	0.015	0.786	1.000
3	4	0.204	0.064	1.000
3	6	0.092	0.045	1.000
3	7	0.074	0.073	1.000
3	8	0.030	0.042	1.000
3	18	0.066	0.054	1.000
3	22	0.160	0.036	1.000
3	24	0.015	0.149	1.000
3	26	0.347	0.184	1.000
3	27	0.012	0.144	1.000
3	29	0.136	0.208	1.000
4	2	0.204	0.149	1.000
4	7	0.067	0.313	1.000
4	19	0.131	0.203	1.000
4	21	0.020	0.240	1.000
4	23	0.043	0.080	1.000
4	27	0.012	0.014	1.000
5	5	0.131	0.431	1.000
5	23	0.097	0.569	1.000
6	0	0.155	0.070	1.000
6	7	0.108	0.098	1.000
6	18	0.073	0.239	1.000
6	21	0.074	0.115	1.000
6	24	0.060	0.009	1.000
6	27	0.050	0.220	1.000
6	29	0.029	0.250	1.000
7	5	0.144	0.166	1.000
7	21	0.039	0.410	1.000
7	23	0.061	0.424	1.000
8	0	0.103	0.039	1.000
8	7	0.076	0.211	1.000
8	18	0.137	0.015	1.000
8	21	0.054	0.133	1.000
8	24	0.162	0.311	1.000
8	27	0.030	0.228	1.000
8	29	0.012	0.063	1.000
9	5	0.076	0.335	1.000
9	23	0.059	0.665	1.000
10	4	0.256	0.032	1.000
10	6	0.229	0.198	1.000
10	7	0.104	0.037	1.000
10	8	0.198	0.200	1.000
10	18	0.101	0.018	1.000
10	22	0.063	0.032	1.000
10	24	0.161	0.099	1.000
10	26	0.042	0.169	1.000
10	27	0.092	0.195	1.000
10	29	0.088	0.018	1.000
11	6	0.013	0.523	1.000
11	25	1.000	0.477	1.000
12	1	0.869	0.188	1.000
12	6	0.068	0.256	1.000
12	27	0.060	0.244	1.000
12	29	0.019	0.311	1.000
13	0	0.122	0.139	1.000
13	7	0.086	0.189	1.000
13	18	0.121	0.184	1.000
13	21	0.080	0.227	1.000
13	24	0.173	0.041	1.000
13	27	0.050	0.172	1.000
13	29	0.045	0.048	1.000
