#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.890	1.459	0.386	0.840	0.000	0.859
1	0.020	0.988	1.283	0.284	0.556	1.000	0.868
2	0.051	0.745	1.464	0.537	0.723	1.000	0.765
3	0.393	1.467	1.293	0.285	0.635	1.000	0.659
4	1.000	0.826	1.228	0.937	0.891	0.000	0.616
5	0.097	1.351	1.255	0.773	0.673	1.000	0.535
6	0.126	1.233	1.444	0.831	0.524	1.000	0.998
7	0.126	1.169	1.377	0.727	0.960	1.000	0.729
8	1.000	1.431	1.384	0.382	0.965	0.000	0.898
9	0.246	0.507	1.451	0.102	0.892	1.000	0.647
10	0.098	0.852	1.462	0.518	0.570	1.000	0.505
11	1.000	1.224	1.007	0.988	0.636	0.000	0.740
12	0.136	0.680	1.130	0.662	0.777	1.000	0.506
13	0.038	1.188	1.138	0.368	0.971	1.000	0.664
14	0.098	0.977	1.245	0.440	0.603	1.000	0.869
15	0.126	0.917	1.332	0.145	0.611	1.000	0.000
16	1.000	1.187	1.145	0.305	0.968	0.000	0.591
17	0.128	0.866	1.034	0.076	0.807	1.000	0.776
18	0.122	1.297	1.167	0.998	0.897	1.000	0.844
19	0.088	0.759	1.151	0.201	0.912	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	6	0.079	0.187	1.000
0	7	0.183	0.107	1.000
0	10	0.122	0.024	1.000
0	14	0.007	0.025	1.000
0	15	0.148	0.218	1.000
0	17	0.266	0.194	1.000
0	18	0.125	0.124	1.000
0	19	0.099	0.122	1.000
1	19	0.005	1.000	1.000
2	1	1.000	0.205	1.000
2	19	0.152	0.795	1.000
3	9	0.437	1.000	1.000
4	3	1.000	0.448	1.000
4	9	0.563	0.552	1.000
5	6	0.030	0.234	1.000
5	7	0.190	0.167	1.000
5	10	0.020	0.045	1.000
5	13	1.000	0.179	1.000
5	14	0.096	0.225	1.000
5	15	0.180	0.027	1.000
5	17	0.256	0.086	1.000
5	18	0.010	0.038	1.000
6	2	0.386	0.157	1.000
6	10	0.103	0.201	1.000
6	12	0.417	0.040	1.000
6	14	0.133	0.273	1.000
6	19	0.053	0.329	1.000
7	2	0.228	0.351	1.000
7	10	0.029	0.034	1.000
7	12	0.136	0.157	1.000
7	14	0.156	0.200	1.000
7	19	0.018	0.258	1.000
8	6	0.142	0.137	1.000
8	7	0.222	0.177	1.000
8	10	0.145	0.038	1.000
8	14	0.121	0.100	1.000
8	15	0.039	0.175	1.000
8	17	0.185	0.154	1.000
8	18	0.190	0.140	1.000
8	19	0.003	0.079	1.000
9	5	1.000	0.192	1.000
9	6	0.149	0.237	1.000
9	7	0.166	0.187	1.000
9	10	0.037	0.111	1.000
9	15	0.243	0.035	1.000
9	18	0.053	0.239	1.000
10	19	0.052	1.000	1.000
11	6	0.141	0.193	1.000
11	7	0.033	0.135	1.000
11	10	0.116	0.104	1.000
11	14	0.101	0.170	1.000
11	15	0.096	0.155	1.000
11	17	0.072	0.006	1.000
11	18	0.413	0.184	1.000
11	19	0.081	0.053	1.000
12	2	0.386	0.207	1.000
12	10	0.067	0.114	1.000
12	12	0.190	0.195	1.000
12	14	0.151	0.242	1.000
12	19	0.183	0.242	1.000
13	6	0.178	0.326	1.000
13	7	0.144	0.155	1.000
13	10	0.141	0.061	1.000
13	14	0.080	0.070	1.000
13	15	0.089	0.053	1.000
13	17	0.221	0.201	1.000
13	18	0.209	0.134	1.000
14	19	0.118	1.000	1.000
16	6	0.091	0.162	1.000
16	7	0.057	0.115	1.000
16	10	0.140	0.059	1.000
16	12	0.070	0.039	1.000
16	14	0.143	0.231	1.000
16	15	0.134	0.310	1.000
16	19	0.092	0.084	1.000
17	19	0.021	1.000	1.000
18	6	0.191	0.220	1.000
18	7	0.006	0.005	1.000
18	10	0.080	0.274	1.000
18	12	0.187	0.120	1.000
18	14	0.012	0.088	1.000
18	15	0.072	0.056	1.000
18	19	0.087	0.237	1.000
19	19	0.036	1.000	1.000
