#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.033	1.389	0.194	0.548	0.000	0.721
1	0.038	1.099	1.113	0.465	0.678	1.000	0.000
2	0.122	1.451	1.446	0.860	0.650	1.000	0.786
3	0.154	0.592	1.187	0.990	0.672	1.000	0.768
4	0.073	1.199	1.268	0.073	0.523	1.000	0.523
5	0.024	0.747	1.291	0.754	0.648	1.000	0.883
6	0.062	0.842	1.262	0.858	0.644	1.000	0.625
7	0.086	1.361	1.098	0.732	0.916	1.000	0.782
8	0.017	1.128	1.214	0.703	0.981	1.000	0.000
9	0.032	0.735	1.258	0.315	0.642	1.000	0.000
10	0.024	1.454	1.103	0.873	0.682	1.000	0.560
11	0.219	1.162	1.181	0.373	0.966	1.000	0.669
12	0.101	1.236	1.003	0.085	0.696	1.000	0.964
13	0.028	0.665	1.418	0.006	0.978	1.000	0.781
14	0.393	1.432	1.068	0.606	0.776	1.000	0.595
15	0.154	1.329	1.476	0.664	0.951	1.000	0.762
16	0.063	0.901	1.352	0.955	0.742	1.000	0.561
17	0.043	1.147	1.318	0.235	0.981	1.000	0.758
18	1.000	0.838	1.148	0.430	0.511	0.000	0.846
19	0.154	0.532	1.350	0.403	0.528	1.000	0.852
#From	To	chi[to]	beta[fr]	lambda
0	2	0.306	0.540	1.000
0	3	0.342	0.234	1.000
0	12	0.288	0.175	1.000
0	15	0.436	0.051	1.000
2	1	0.109	0.190	1.000
2	4	0.231	0.171	1.000
2	6	0.606	0.061	1.000
2	11	0.134	0.210	1.000
2	12	0.243	0.060	1.000
2	16	0.271	0.104	1.000
2	17	0.053	0.204	1.000
3	1	0.164	0.038	1.000
3	4	0.272	0.079	1.000
3	6	0.109	0.260	1.000
3	16	0.336	0.398	1.000
3	17	0.218	0.224	1.000
4	1	0.097	0.223	1.000
4	4	0.203	0.536	1.000
4	13	0.276	0.241	1.000
5	9	0.026	1.000	1.000
6	1	0.117	0.310	1.000
6	4	0.009	0.446	1.000
6	17	0.317	0.243	1.000
7	1	0.072	0.261	1.000
7	5	0.863	0.385	1.000
7	10	0.659	0.105	1.000
7	13	0.298	0.249	1.000
9	9	0.481	1.000	1.000
10	9	0.168	1.000	1.000
11	1	0.054	0.216	1.000
11	4	0.084	0.294	1.000
11	6	0.102	0.176	1.000
11	7	1.000	0.089	1.000
11	11	0.866	0.020	1.000
11	16	0.393	0.110	1.000
11	17	0.345	0.094	1.000
12	1	0.130	0.604	1.000
12	13	0.154	0.396	1.000
13	9	0.325	1.000	1.000
14	2	0.156	0.362	1.000
14	12	0.155	0.201	1.000
14	15	0.351	0.044	1.000
14	19	1.000	0.393	1.000
15	1	0.039	0.065	1.000
15	2	0.231	0.223	1.000
15	6	0.183	0.373	1.000
15	12	0.243	0.340	1.000
16	1	0.138	0.055	1.000
16	4	0.201	0.522	1.000
16	17	0.066	0.423	1.000
17	1	0.081	0.139	1.000
17	5	0.137	0.097	1.000
17	8	1.000	0.287	1.000
17	10	0.341	0.222	1.000
17	13	0.272	0.256	1.000
18	14	1.000	1.000	1.000
19	2	0.307	0.144	1.000
19	3	0.658	0.506	1.000
19	12	0.071	0.110	1.000
19	15	0.213	0.240	1.000
