#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.066	1.313	1.227	0.421	0.584	1.000	0.529
1	0.078	1.231	1.407	0.767	0.523	1.000	0.000
2	0.055	1.315	1.141	0.971	0.960	1.000	0.000
3	0.167	0.782	1.231	0.257	0.613	1.000	0.725
4	0.259	1.174	1.244	0.985	0.514	1.000	0.977
5	0.121	0.554	1.090	0.167	0.778	1.000	0.736
6	1.000	0.864	1.295	0.672	0.572	0.000	0.693
7	1.000	0.591	1.496	0.960	0.539	0.000	0.759
8	0.259	0.748	1.364	0.212	0.846	1.000	0.859
9	0.154	1.377	1.488	0.735	0.756	1.000	0.000
10	1.000	1.083	1.033	0.421	0.634	0.000	0.514
11	0.288	0.822	1.380	0.535	0.768	1.000	0.945
12	0.298	0.685	1.001	0.475	0.778	1.000	0.526
13	0.167	1.468	1.460	0.349	0.710	1.000	0.866
14	0.086	1.180	1.122	0.353	0.738	1.000	0.728
15	1.000	1.397	1.223	0.404	0.891	0.000	0.836
16	1.000	0.550	1.246	0.385	0.710	0.000	0.870
17	0.167	1.115	1.314	0.389	0.585	1.000	0.795
18	0.288	0.527	1.174	0.503	0.906	1.000	0.676
19	0.393	0.930	1.487	0.977	0.550	1.000	0.761
#From	To	chi[to]	beta[fr]	lambda
0	1	0.154	1.000	1.000
1	1	0.060	1.000	1.000
3	1	0.174	1.000	1.000
4	0	0.354	0.202	1.000
4	1	0.225	0.257	1.000
4	2	0.281	0.201	1.000
4	5	0.137	0.339	1.000
5	0	0.006	0.212	1.000
5	1	0.211	0.054	1.000
5	2	0.317	0.221	1.000
5	5	0.209	0.513	1.000
6	11	0.195	0.384	1.000
6	18	0.467	0.304	1.000
6	19	1.000	0.312	1.000
7	3	0.175	0.282	1.000
7	12	0.264	0.347	1.000
7	13	0.376	0.274	1.000
7	17	0.405	0.097	1.000
8	3	0.151	0.221	1.000
8	12	0.015	0.217	1.000
8	13	0.128	0.390	1.000
8	17	0.565	0.171	1.000
10	11	0.595	0.227	1.000
10	18	0.285	0.773	1.000
11	4	0.451	0.262	1.000
11	8	0.459	0.375	1.000
11	12	0.226	0.363	1.000
12	3	0.674	0.330	1.000
12	12	0.062	0.314	1.000
12	13	0.495	0.141	1.000
12	17	0.030	0.215	1.000
13	1	0.082	1.000	1.000
14	0	0.301	0.177	1.000
14	1	0.094	0.388	1.000
14	2	0.402	0.182	1.000
14	5	0.092	0.253	1.000
15	4	0.219	0.041	1.000
15	8	0.214	0.100	1.000
15	12	0.237	0.859	1.000
16	4	0.329	0.553	1.000
16	8	0.327	0.199	1.000
16	12	0.196	0.248	1.000
17	0	0.221	0.357	1.000
17	5	0.256	0.231	1.000
17	14	0.487	0.412	1.000
18	0	0.117	0.339	1.000
18	5	0.306	0.189	1.000
18	14	0.513	0.471	1.000
19	9	1.000	0.291	1.000
19	11	0.210	0.321	1.000
19	18	0.248	0.388	1.000
