#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.110	0.933	1.324	0.448	0.599	1.000	0.520
1	0.113	1.127	1.099	0.841	0.663	1.000	0.995
2	0.393	1.046	1.075	0.722	0.750	1.000	0.910
3	0.393	0.650	1.155	0.910	0.850	1.000	0.962
4	0.393	1.078	1.255	0.724	0.643	1.000	0.536
5	0.057	0.795	1.138	0.594	0.571	1.000	0.000
6	0.627	1.243	1.144	0.540	0.715	1.000	0.698
7	0.393	0.655	1.204	0.355	0.567	1.000	0.000
8	0.255	1.266	1.236	0.214	0.602	1.000	0.546
9	0.065	1.459	1.194	0.150	0.774	1.000	0.000
10	0.183	0.540	1.233	0.239	0.783	1.000	0.892
11	1.000	0.972	1.098	0.676	0.676	0.000	0.547
12	0.393	1.480	1.177	0.988	0.952	1.000	0.633
13	0.393	0.955	1.156	0.234	0.564	1.000	0.874
14	0.122	1.386	1.090	0.994	0.723	1.000	0.894
15	0.104	0.812	1.099	0.040	0.721	1.000	0.576
16	1.000	0.909	1.075	0.649	0.876	0.000	0.538
17	0.093	0.764	1.277	0.922	0.678	1.000	0.724
18	1.000	0.788	1.061	0.677	0.615	0.000	0.928
19	0.054	0.504	1.132	0.411	0.913	1.000	0.878
20	0.237	1.124	1.447	0.864	0.848	1.000	0.540
21	0.123	1.229	1.414	0.570	0.890	1.000	0.824
22	0.137	0.796	1.461	0.705	0.608	1.000	0.000
23	0.078	1.070	1.450	0.303	0.932	1.000	0.000
24	0.393	1.404	1.356	0.030	0.930	1.000	0.672
25	0.175	0.839	1.188	0.007	0.774	1.000	0.964
26	0.065	0.849	1.272	0.203	0.786	1.000	0.000
27	0.311	0.891	1.025	0.150	0.652	1.000	0.822
28	0.305	1.144	1.386	0.029	0.985	1.000	0.562
29	0.119	1.254	1.486	0.816	0.522	1.000	0.935
#From	To	chi[to]	beta[fr]	lambda
0	9	0.144	0.615	1.000
0	23	0.399	0.373	1.000
0	26	0.191	0.011	1.000
1	9	0.233	0.609	1.000
1	26	0.094	0.391	1.000
2	2	0.488	0.131	1.000
2	9	0.145	0.397	1.000
2	23	0.063	0.359	1.000
2	26	0.208	0.113	1.000
3	1	0.105	0.171	1.000
3	10	0.089	0.191	1.000
3	14	0.133	0.085	1.000
3	17	0.224	0.145	1.000
3	21	0.004	0.165	1.000
3	22	0.436	0.014	1.000
3	25	0.085	0.140	1.000
3	29	0.157	0.089	1.000
4	2	0.512	0.180	1.000
4	5	0.623	0.184	1.000
4	9	0.060	0.192	1.000
4	23	0.466	0.270	1.000
4	26	0.170	0.174	1.000
6	6	0.283	0.206	1.000
6	8	0.381	0.237	1.000
6	10	0.052	0.139	1.000
6	20	0.249	0.033	1.000
6	25	0.162	0.106	1.000
6	27	0.704	0.279	1.000
8	0	0.235	0.030	1.000
8	8	0.298	0.006	1.000
8	10	0.112	0.061	1.000
8	15	0.188	0.090	1.000
8	20	0.241	0.284	1.000
8	21	0.146	0.106	1.000
8	25	0.147	0.094	1.000
8	29	0.231	0.329	1.000
10	1	0.125	0.303	1.000
10	14	0.078	0.026	1.000
10	17	0.171	0.268	1.000
10	21	0.136	0.219	1.000
10	29	0.143	0.184	1.000
11	1	0.161	0.088	1.000
11	4	1.000	0.094	1.000
11	7	1.000	0.080	1.000
11	10	0.063	0.051	1.000
11	13	1.000	0.126	1.000
11	14	0.166	0.074	1.000
11	17	0.200	0.126	1.000
11	21	0.015	0.114	1.000
11	25	0.125	0.085	1.000
11	29	0.025	0.162	1.000
12	10	0.107	0.216	1.000
12	12	0.404	0.399	1.000
12	25	0.115	0.385	1.000
13	1	0.093	0.008	1.000
13	14	0.279	0.254	1.000
13	17	0.162	0.280	1.000
13	21	0.032	0.243	1.000
13	29	0.243	0.215	1.000
14	17	0.032	0.396	1.000
14	19	0.392	0.334	1.000
14	21	0.146	0.269	1.000
15	1	0.144	0.392	1.000
15	14	0.018	0.180	1.000
15	17	0.027	0.020	1.000
15	21	0.134	0.207	1.000
15	29	0.150	0.201	1.000
16	3	1.000	0.068	1.000
16	10	0.018	0.446	1.000
16	24	1.000	0.486	1.000
17	9	0.380	0.106	1.000
17	23	0.071	0.826	1.000
17	26	0.152	0.068	1.000
18	6	0.717	0.197	1.000
18	8	0.093	0.230	1.000
18	10	0.022	0.152	1.000
18	20	0.238	0.194	1.000
18	25	0.016	0.188	1.000
18	27	0.296	0.039	1.000
19	5	0.377	1.000	1.000
20	8	0.045	0.128	1.000
20	10	0.154	0.064	1.000
20	15	0.412	0.253	1.000
20	20	0.049	0.010	1.000
20	21	0.084	0.103	1.000
20	25	0.136	0.246	1.000
20	28	0.433	0.195	1.000
21	17	0.148	0.024	1.000
21	19	0.401	0.630	1.000
21	21	0.075	0.346	1.000
24	10	0.139	0.117	1.000
24	12	0.596	0.482	1.000
24	20	0.101	0.118	1.000
24	25	0.053	0.283	1.000
25	1	0.177	0.081	1.000
25	17	0.021	0.323	1.000
25	19	0.207	0.472	1.000
25	21	0.030	0.125	1.000
27	1	0.195	0.169	1.000
27	10	0.093	0.073	1.000
27	14	0.327	0.155	1.000
27	17	0.014	0.144	1.000
27	21	0.120	0.109	1.000
27	22	0.564	0.245	1.000
27	29	0.052	0.106	1.000
28	0	0.765	0.219	1.000
28	8	0.184	0.218	1.000
28	10	0.151	0.082	1.000
28	15	0.400	0.031	1.000
28	20	0.122	0.184	1.000
28	21	0.080	0.051	1.000
28	25	0.161	0.085	1.000
28	28	0.567	0.131	1.000
29	9	0.038	0.667	1.000
29	26	0.187	0.333	1.000
