#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	0.844	1.469	0.795	0.747	1.000	0.652
1	1.000	0.945	1.246	0.134	0.837	0.000	0.666
2	0.105	1.424	1.113	0.335	0.955	1.000	0.000
3	0.106	0.661	1.378	0.821	0.774	1.000	0.000
4	1.000	0.608	1.027	0.214	0.948	0.000	0.749
5	1.000	0.714	1.282	0.997	0.681	0.000	0.530
6	0.270	1.253	1.025	0.813	0.835	1.000	0.545
7	0.393	1.279	1.333	0.980	0.668	1.000	0.888
8	0.246	0.532	1.212	0.207	0.592	1.000	0.556
9	0.288	1.346	1.456	0.249	0.531	1.000	0.954
#From	To	chi[to]	beta[fr]	lambda
0	6	0.207	0.575	1.000
0	8	0.327	0.425	1.000
1	6	0.097	0.727	1.000
1	8	0.379	0.173	1.000
1	9	0.351	0.100	1.000
4	0	1.000	0.433	1.000
4	6	0.009	0.567	1.000
5	6	0.173	0.155	1.000
5	7	1.000	0.562	1.000
5	8	0.051	0.037	1.000
5	9	0.019	0.246	1.000
6	2	0.267	0.641	1.000
6	3	1.000	0.359	1.000
7	6	0.514	0.584	1.000
7	8	0.244	0.402	1.000
7	9	0.630	0.014	1.000
8	2	0.529	1.000	1.000
9	2	0.204	1.000	1.000
