#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.206	1.185	1.367	0.923	0.956	1.000	0.958
1	0.036	0.645	1.408	0.238	0.515	1.000	0.782
2	1.000	0.830	1.162	0.989	0.624	0.000	0.579
3	0.190	1.183	1.474	0.574	0.940	1.000	0.897
4	0.393	1.074	1.361	0.024	0.629	1.000	0.801
5	0.393	1.104	1.022	0.166	0.672	1.000	0.751
6	0.288	0.669	1.108	0.163	0.688	1.000	0.723
7	0.246	0.680	1.385	0.663	0.807	1.000	0.769
8	0.077	0.525	1.371	0.633	0.933	1.000	0.641
9	0.154	0.707	1.484	0.392	0.608	1.000	0.818
10	1.000	0.886	1.330	0.999	0.564	0.000	0.624
11	1.000	1.242	1.380	0.594	0.738	0.000	0.643
12	1.000	1.097	1.147	0.041	0.765	0.000	0.748
13	0.075	0.611	1.351	0.451	0.768	1.000	0.759
14	0.393	1.363	1.314	0.324	0.858	1.000	0.585
15	0.067	1.190	1.208	0.089	0.845	1.000	0.584
16	0.200	1.396	1.209	0.411	0.603	1.000	0.808
17	0.103	0.510	1.180	0.250	0.618	1.000	0.700
18	0.057	1.015	1.404	0.321	0.594	1.000	0.000
19	0.190	0.991	1.421	0.795	0.544	1.000	0.974
#From	To	chi[to]	beta[fr]	lambda
0	0	0.174	0.298	1.000
0	8	0.306	0.347	1.000
0	17	0.186	0.355	1.000
1	18	0.047	1.000	1.000
2	0	0.178	0.322	1.000
2	7	0.420	0.078	1.000
2	16	0.182	0.347	1.000
2	17	0.103	0.252	1.000
3	0	0.171	0.085	1.000
3	8	0.370	0.584	1.000
3	17	0.055	0.331	1.000
4	4	0.578	0.379	1.000
4	6	0.132	0.188	1.000
4	9	0.324	0.144	1.000
4	16	0.108	0.289	1.000
5	4	0.217	0.295	1.000
5	6	0.793	0.042	1.000
5	9	0.676	0.411	1.000
5	16	0.183	0.252	1.000
6	0	0.132	0.283	1.000
6	3	0.366	0.193	1.000
6	6	0.074	0.187	1.000
6	16	0.130	0.192	1.000
6	19	0.338	0.145	1.000
7	18	0.128	1.000	1.000
8	1	0.110	0.627	1.000
8	18	0.145	0.373	1.000
9	1	0.499	0.053	1.000
9	15	0.760	0.056	1.000
9	17	0.120	0.588	1.000
9	18	0.081	0.303	1.000
10	5	0.750	1.000	1.000
11	4	0.205	0.352	1.000
11	5	0.250	0.648	1.000
12	0	0.094	0.068	1.000
12	3	0.035	0.426	1.000
12	14	1.000	0.127	1.000
12	16	0.165	0.034	1.000
12	17	0.122	0.206	1.000
12	19	0.033	0.139	1.000
13	18	0.106	1.000	1.000
14	0	0.247	0.296	1.000
14	3	0.599	0.266	1.000
14	7	0.580	0.036	1.000
14	16	0.232	0.061	1.000
14	17	0.075	0.216	1.000
14	19	0.629	0.124	1.000
15	1	0.391	0.359	1.000
15	17	0.122	0.200	1.000
15	18	0.158	0.442	1.000
16	0	0.004	0.397	1.000
16	8	0.224	0.097	1.000
16	17	0.069	0.506	1.000
17	18	0.113	1.000	1.000
18	18	0.076	1.000	1.000
19	8	0.099	0.171	1.000
19	13	1.000	0.213	1.000
19	15	0.240	0.056	1.000
19	17	0.149	0.375	1.000
19	18	0.146	0.185	1.000
