#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.270	1.089	1.318	0.977	0.693	1.000	0.528
1	0.094	0.766	1.079	0.504	0.646	1.000	0.000
2	0.393	0.608	1.006	0.558	0.543	1.000	0.544
3	0.129	0.673	1.337	0.435	0.595	1.000	0.531
4	0.106	0.579	1.050	0.165	0.593	1.000	0.982
5	1.000	0.582	1.223	0.277	0.750	0.000	0.998
6	0.106	0.728	1.313	0.010	0.844	1.000	0.877
7	0.144	0.661	1.090	0.373	0.681	1.000	0.825
8	0.393	1.183	1.359	0.306	0.830	1.000	0.872
9	0.151	1.393	1.201	0.159	0.829	1.000	0.561
10	1.000	1.475	1.294	0.239	0.561	0.000	0.735
11	0.106	1.110	1.311	0.090	0.712	1.000	0.708
12	0.393	0.518	1.354	0.362	0.511	1.000	0.537
13	1.000	0.636	1.145	0.146	0.629	0.000	0.644
14	0.393	0.907	1.022	0.770	0.611	1.000	0.600
15	0.246	0.757	1.214	0.729	0.532	1.000	0.701
16	0.122	1.169	1.457	0.724	0.987	1.000	0.611
17	1.000	0.652	1.043	0.011	0.701	0.000	0.793
18	1.000	0.608	1.229	0.676	0.545	0.000	0.915
19	0.228	0.727	1.474	0.172	0.925	1.000	0.645
20	0.151	1.089	1.100	0.257	0.724	1.000	0.565
21	0.106	1.113	1.086	0.698	0.862	1.000	0.787
22	0.311	0.852	1.341	0.153	0.625	1.000	0.874
23	1.000	0.634	1.116	0.431	0.643	0.000	0.548
24	1.000	0.518	1.350	0.132	0.790	0.000	0.640
25	1.000	1.185	1.441	0.217	0.612	0.000	0.512
26	0.270	0.841	1.243	0.782	0.649	1.000	0.553
27	0.627	0.666	1.125	0.711	0.899	1.000	0.639
28	0.234	1.335	1.336	0.084	0.808	1.000	0.609
29	0.266	0.637	1.317	0.500	0.727	1.000	0.551
#From	To	chi[to]	beta[fr]	lambda
0	3	0.070	0.151	1.000
0	7	0.252	0.150	1.000
0	16	0.092	0.343	1.000
0	20	0.067	0.357	1.000
1	1	0.127	1.000	1.000
2	1	0.071	0.503	1.000
2	3	0.122	0.411	1.000
2	20	0.133	0.087	1.000
3	1	0.058	1.000	1.000
4	1	0.262	1.000	1.000
5	0	0.182	0.211	1.000
5	12	0.090	0.304	1.000
5	15	0.174	0.279	1.000
5	26	0.046	0.125	1.000
5	29	0.178	0.081	1.000
6	1	0.072	1.000	1.000
7	1	0.148	1.000	1.000
8	0	0.170	0.209	1.000
8	12	0.327	0.341	1.000
8	15	0.440	0.184	1.000
8	26	0.339	0.006	1.000
8	29	0.197	0.261	1.000
9	3	0.092	0.292	1.000
9	16	0.064	0.122	1.000
9	20	0.134	0.587	1.000
10	9	0.087	0.105	1.000
10	19	0.368	0.216	1.000
10	22	0.483	0.146	1.000
10	27	0.554	0.287	1.000
10	29	0.254	0.246	1.000
11	3	0.040	0.373	1.000
11	16	0.128	0.335	1.000
11	20	0.026	0.292	1.000
12	0	0.272	0.149	1.000
12	12	0.223	0.149	1.000
12	15	0.377	0.266	1.000
12	26	0.242	0.119	1.000
12	29	0.097	0.317	1.000
13	0	0.164	0.215	1.000
13	2	1.000	0.220	1.000
13	8	1.000	0.343	1.000
13	26	0.341	0.222	1.000
14	3	0.059	0.245	1.000
14	7	0.098	0.293	1.000
14	16	0.104	0.228	1.000
14	20	0.059	0.233	1.000
15	3	0.042	0.078	1.000
15	7	0.131	0.240	1.000
15	16	0.108	0.451	1.000
15	20	0.117	0.231	1.000
16	1	0.104	1.000	1.000
17	3	0.008	0.114	1.000
17	7	0.190	0.407	1.000
17	16	0.048	0.369	1.000
17	20	0.017	0.110	1.000
18	1	0.078	1.000	1.000
19	3	0.132	0.502	1.000
19	7	0.052	0.267	1.000
19	16	0.031	0.118	1.000
19	20	0.053	0.113	1.000
20	3	0.100	0.271	1.000
20	7	0.163	0.363	1.000
20	16	0.107	0.341	1.000
20	20	0.010	0.026	1.000
21	1	0.080	1.000	1.000
22	3	0.051	0.188	1.000
22	4	0.755	0.067	1.000
22	6	0.079	0.045	1.000
22	9	0.305	0.184	1.000
22	11	0.420	0.026	1.000
22	19	0.356	0.168	1.000
22	21	0.230	0.151	1.000
22	28	0.486	0.170	1.000
23	3	0.045	0.538	1.000
23	7	0.114	0.330	1.000
23	16	0.076	0.061	1.000
23	20	0.035	0.071	1.000
24	3	0.010	0.342	1.000
24	16	0.051	0.353	1.000
24	20	0.128	0.305	1.000
25	0	0.211	0.088	1.000
25	12	0.360	0.201	1.000
25	14	1.000	0.220	1.000
25	15	0.009	0.060	1.000
25	26	0.032	0.126	1.000
25	29	0.097	0.305	1.000
26	3	0.072	0.106	1.000
26	9	0.123	0.256	1.000
26	11	0.427	0.126	1.000
26	16	0.072	0.226	1.000
26	20	0.139	0.249	1.000
26	21	0.231	0.036	1.000
27	3	0.028	0.074	1.000
27	9	0.041	0.262	1.000
27	19	0.276	0.209	1.000
27	22	0.517	0.226	1.000
27	27	0.446	0.021	1.000
27	29	0.176	0.208	1.000
28	3	0.118	0.228	1.000
28	4	0.245	0.098	1.000
28	6	0.921	0.150	1.000
28	9	0.201	0.078	1.000
28	11	0.023	0.064	1.000
28	16	0.049	0.007	1.000
28	20	0.021	0.059	1.000
28	21	0.402	0.154	1.000
28	28	0.216	0.161	1.000
29	3	0.012	0.256	1.000
29	9	0.243	0.085	1.000
29	11	0.130	0.192	1.000
29	16	0.072	0.074	1.000
29	20	0.060	0.083	1.000
29	21	0.136	0.013	1.000
29	28	0.298	0.297	1.000
