#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.092	0.531	1.046	0.838	0.528	1.000	0.923
1	0.154	1.276	1.463	0.959	0.945	1.000	0.548
2	0.074	1.014	1.262	0.180	0.821	1.000	0.572
3	0.046	0.699	1.464	0.032	0.657	1.000	0.532
4	0.097	1.471	1.027	0.463	0.935	1.000	0.677
5	0.154	1.417	1.121	0.103	0.957	1.000	0.655
6	0.106	1.391	1.487	0.650	0.974	1.000	0.749
7	0.393	1.070	1.138	0.624	0.717	1.000	0.923
8	0.056	1.084	1.271	0.837	0.582	1.000	0.661
9	0.053	0.743	1.221	0.229	0.953	1.000	0.896
10	0.154	1.046	1.170	0.112	0.882	1.000	0.598
11	1.000	0.548	1.153	0.128	0.833	0.000	0.588
12	0.154	1.074	1.416	0.177	0.605	1.000	0.722
13	1.000	0.674	1.092	0.513	0.812	0.000	0.502
14	0.101	1.384	1.085	0.651	0.549	1.000	0.588
15	0.046	0.726	1.390	0.048	0.882	1.000	0.872
16	1.000	1.001	1.029	0.792	0.995	0.000	0.734
17	0.054	1.306	1.103	0.469	0.666	1.000	0.000
18	0.060	1.325	1.159	0.823	0.520	1.000	0.500
19	1.000	1.480	1.026	0.285	0.818	0.000	0.858
20	0.100	0.527	1.459	0.003	0.600	1.000	0.699
21	0.058	1.181	1.194	0.105	0.926	1.000	0.632
22	0.393	0.840	1.031	0.005	0.753	1.000	0.775
23	0.154	0.652	1.176	0.861	0.839	1.000	0.851
24	0.113	0.978	1.356	0.586	0.667	1.000	0.670
25	0.154	1.196	1.010	0.708	0.586	1.000	0.900
26	0.065	0.741	1.166	0.551	0.808	1.000	0.590
27	0.073	1.275	1.449	0.064	0.954	1.000	0.514
28	0.122	0.527	1.061	0.872	0.889	1.000	0.973
29	0.154	1.409	1.009	0.578	0.633	1.000	0.995
#From	To	chi[to]	beta[fr]	lambda
0	0	0.268	0.113	1.000
0	2	0.114	0.123	1.000
0	3	0.212	0.156	1.000
0	15	0.021	0.165	1.000
0	17	0.056	0.039	1.000
0	18	0.199	0.147	1.000
0	21	0.029	0.106	1.000
0	26	0.002	0.086	1.000
0	27	0.048	0.064	1.000
1	15	0.005	0.592	1.000
1	17	0.013	0.281	1.000
1	21	0.080	0.127	1.000
2	2	0.112	0.204	1.000
2	6	0.218	0.031	1.000
2	15	0.082	0.027	1.000
2	17	0.033	0.102	1.000
2	21	0.082	0.211	1.000
2	26	0.062	0.270	1.000
2	27	0.094	0.154	1.000
3	17	0.008	0.192	1.000
3	21	0.028	0.808	1.000
4	2	0.055	0.113	1.000
4	3	0.078	0.110	1.000
4	15	0.084	0.091	1.000
4	17	0.025	0.031	1.000
4	18	0.014	0.134	1.000
4	21	0.024	0.212	1.000
4	26	0.058	0.095	1.000
4	27	0.108	0.216	1.000
5	0	0.237	0.097	1.000
5	2	0.025	0.124	1.000
5	3	0.129	0.023	1.000
5	8	0.392	0.145	1.000
5	9	0.166	0.055	1.000
5	14	0.107	0.034	1.000
5	15	0.084	0.055	1.000
5	17	0.019	0.139	1.000
5	18	0.119	0.036	1.000
5	21	0.072	0.107	1.000
5	26	0.066	0.108	1.000
5	27	0.048	0.077	1.000
6	15	0.054	0.115	1.000
6	17	0.060	0.228	1.000
6	21	0.072	0.198	1.000
6	26	0.039	0.232	1.000
6	27	0.062	0.226	1.000
7	5	0.008	0.305	1.000
7	12	0.031	0.250	1.000
7	20	0.059	0.092	1.000
7	22	0.565	0.196	1.000
7	25	0.842	0.157	1.000
8	15	0.054	0.415	1.000
8	17	0.020	0.050	1.000
8	21	0.020	0.398	1.000
8	26	0.086	0.137	1.000
9	15	0.068	0.314	1.000
9	17	0.012	0.100	1.000
9	21	0.047	0.586	1.000
10	4	0.646	0.071	1.000
10	5	0.436	0.204	1.000
10	12	0.422	0.005	1.000
10	14	0.085	0.159	1.000
10	20	0.008	0.298	1.000
10	24	0.355	0.108	1.000
10	28	0.325	0.155	1.000
11	2	0.024	0.128	1.000
11	6	0.318	0.049	1.000
11	15	0.033	0.207	1.000
11	17	0.053	0.110	1.000
11	21	0.006	0.103	1.000
11	26	0.057	0.057	1.000
11	27	0.041	0.345	1.000
12	15	0.017	0.191	1.000
12	17	0.048	0.359	1.000
12	21	0.025	0.450	1.000
13	1	0.502	0.107	1.000
13	14	0.034	0.093	1.000
13	17	0.034	0.136	1.000
13	18	0.108	0.180	1.000
13	20	0.095	0.158	1.000
13	21	0.065	0.115	1.000
13	23	0.331	0.058	1.000
13	24	0.198	0.123	1.000
13	28	0.374	0.030	1.000
14	0	0.233	0.098	1.000
14	2	0.102	0.168	1.000
14	3	0.119	0.024	1.000
14	9	0.221	0.085	1.000
14	14	0.110	0.164	1.000
14	15	0.015	0.073	1.000
14	17	0.056	0.166	1.000
14	18	0.074	0.068	1.000
14	21	0.069	0.078	1.000
14	26	0.108	0.062	1.000
14	27	0.130	0.015	1.000
15	17	0.044	1.000	1.000
16	5	0.310	0.497	1.000
16	7	1.000	0.065	1.000
16	12	0.113	0.438	1.000
17	17	0.060	1.000	1.000
18	15	0.063	0.070	1.000
18	17	0.049	0.652	1.000
18	21	0.009	0.278	1.000
19	2	0.100	0.157	1.000
19	6	0.329	0.187	1.000
19	15	0.046	0.185	1.000
19	17	0.049	0.141	1.000
19	21	0.058	0.066	1.000
19	26	0.072	0.189	1.000
19	27	0.044	0.075	1.000
20	2	0.121	0.129	1.000
20	15	0.045	0.033	1.000
20	17	0.054	0.285	1.000
20	21	0.036	0.167	1.000
20	26	0.069	0.108	1.000
20	27	0.125	0.279	1.000
21	15	0.013	0.398	1.000
21	17	0.035	0.158	1.000
21	21	0.032	0.444	1.000
22	4	0.354	0.094	1.000
22	5	0.246	0.104	1.000
22	10	1.000	0.138	1.000
22	12	0.435	0.123	1.000
22	14	0.141	0.074	1.000
22	20	0.266	0.027	1.000
22	22	0.435	0.129	1.000
22	25	0.158	0.102	1.000
22	28	0.247	0.141	1.000
22	29	1.000	0.068	1.000
23	0	0.102	0.044	1.000
23	2	0.002	0.016	1.000
23	3	0.193	0.070	1.000
23	14	0.023	0.097	1.000
23	15	0.085	0.023	1.000
