#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.106	1.323	0.138	0.618	0.000	0.678
1	1.000	1.056	1.139	0.416	0.713	0.000	0.512
2	0.275	1.233	1.299	0.222	0.710	1.000	0.000
3	0.230	0.981	1.338	0.086	0.590	1.000	0.921
4	0.135	1.097	1.065	0.378	0.500	1.000	0.945
5	0.263	0.565	1.255	0.100	0.707	1.000	0.000
6	0.344	1.108	1.221	0.354	0.863	1.000	0.507
7	0.169	0.587	1.112	0.072	0.545	1.000	0.000
8	1.000	0.803	1.177	0.010	0.583	0.000	0.558
9	0.135	0.815	1.081	0.610	0.977	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	5	0.362	0.139	1.000
0	6	0.164	0.384	1.000
0	7	0.363	0.477	1.000
1	2	0.487	1.000	1.000
2	2	0.238	1.000	1.000
3	5	0.150	0.411	1.000
3	6	0.601	0.371	1.000
3	7	0.136	0.218	1.000
4	2	0.275	1.000	1.000
5	5	0.368	1.000	1.000
6	3	0.501	0.193	1.000
6	4	1.000	0.149	1.000
6	5	0.121	0.146	1.000
6	6	0.133	0.136	1.000
6	7	0.501	0.159	1.000
6	9	1.000	0.217	1.000
8	3	0.499	0.750	1.000
8	6	0.102	0.250	1.000
