#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.453	1.305	0.018	0.682	1.000	0.521
1	0.393	1.384	1.401	0.991	0.872	1.000	0.886
2	0.393	1.340	1.021	0.400	0.932	1.000	0.541
3	0.154	1.450	1.293	0.419	0.543	1.000	0.000
4	0.393	0.560	1.370	0.827	0.656	1.000	0.507
5	0.393	1.424	1.187	0.591	0.758	1.000	0.752
6	0.150	1.024	1.080	0.551	0.941	1.000	0.749
7	0.195	0.777	1.057	0.611	0.590	1.000	0.650
8	0.393	1.452	1.449	0.397	0.902	1.000	0.827
9	0.270	1.335	1.178	0.363	0.813	1.000	0.888
10	1.000	0.599	1.238	0.417	0.600	0.000	0.967
11	1.000	1.027	1.490	0.772	0.842	0.000	0.579
12	1.000	0.759	1.218	0.254	0.928	0.000	0.671
13	0.246	1.467	1.495	0.790	0.679	1.000	0.944
14	0.059	0.658	1.367	0.242	0.555	1.000	0.000
15	0.224	1.205	1.243	0.359	0.950	1.000	0.655
16	1.000	1.104	1.096	0.498	0.686	0.000	0.919
17	0.131	0.568	1.448	0.696	0.693	1.000	0.954
18	1.000	1.007	1.310	0.057	0.952	0.000	0.904
19	1.000	0.942	1.496	0.406	0.692	0.000	0.686
#From	To	chi[to]	beta[fr]	lambda
0	3	0.065	1.000	1.000
1	8	0.471	0.656	1.000
1	15	0.351	0.344	1.000
2	6	0.150	0.014	1.000
2	9	0.475	0.300	1.000
2	13	0.521	0.501	1.000
2	17	0.240	0.185	1.000
3	3	0.187	1.000	1.000
4	3	0.151	0.165	1.000
4	6	0.088	0.531	1.000
4	7	0.026	0.183	1.000
4	17	0.148	0.120	1.000
5	9	0.191	0.425	1.000
5	15	0.039	0.575	1.000
6	14	1.000	1.000	1.000
7	3	0.053	0.422	1.000
7	6	0.193	0.246	1.000
7	7	0.024	0.029	1.000
7	17	0.217	0.303	1.000
8	8	0.529	0.392	1.000
8	15	0.109	0.608	1.000
9	6	0.150	0.538	1.000
9	7	0.293	0.234	1.000
9	17	0.030	0.228	1.000
10	3	0.189	0.204	1.000
10	6	0.167	0.318	1.000
10	7	0.236	0.329	1.000
10	17	0.052	0.149	1.000
11	9	0.055	0.615	1.000
11	15	0.163	0.385	1.000
12	1	0.273	1.000	1.000
13	3	0.059	0.286	1.000
13	6	0.104	0.127	1.000
13	7	0.226	0.164	1.000
13	17	0.041	0.422	1.000
15	3	0.191	0.231	1.000
15	6	0.002	0.132	1.000
15	7	0.195	0.371	1.000
15	17	0.272	0.267	1.000
16	0	0.723	0.273	1.000
16	2	1.000	0.041	1.000
16	4	0.302	0.197	1.000
16	9	0.244	0.489	1.000
17	3	0.104	1.000	1.000
18	1	0.727	0.427	1.000
18	5	1.000	0.167	1.000
18	15	0.339	0.406	1.000
19	0	0.277	0.385	1.000
19	4	0.698	0.102	1.000
19	6	0.146	0.300	1.000
19	9	0.035	0.100	1.000
19	13	0.479	0.113	1.000
